age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
27,Bachelors,Tier 2,7.06,1,3,1,1,0.96,1,2,10.5,0,9.78,645,MNC
28,Masters,Tier 3,6.83,1,2,5,0,0.49,1,0,15.0,1,4.59,286,Startup
26,Bachelors,Tier 2,7.12,1,1,2,1,0.29,0,0,7.5,0,8.82,495,Startup
34,Bachelors,Tier 1,6.85,0,2,4,2,0.83,0,0,15.0,1,7.54,343,MNC
32,Bachelors,Tier 3,8.0,0,5,2,1,1.84,0,1,15.5,1,5.9,473,Startup
30,Masters,Tier 1,8.22,1,4,5,0,0.94,0,0,18.0,1,8.4,398,Startup
34,Bachelors,Tier 1,7.74,0,0,1,0,0.5,1,1,3.0,0,8.28,385,MNC
24,Bachelors,Tier 2,7.72,1,1,3,2,3.22,0,0,11.0,1,4.6,596,MNC
25,Bachelors,Tier 3,6.71,1,1,5,1,0.69,2,0,15.5,0,5.41,368,Startup
29,Bachelors,Tier 1,8.42,2,1,3,1,0.39,1,0,10.5,1,4.29,480,MNC
25,Bachelors,Tier 3,7.53,3,5,2,0,0.85,2,0,16.0,1,5.46,440,Mid-size
22,Masters,Tier 2,7.47,2,9,1,2,0.46,0,0,23.0,1,5.71,333,Startup
24,Bachelors,Tier 3,7.1,0,2,3,1,0.42,1,0,12.5,0,5.14,502,Mid-size
25,Masters,Tier 2,7.22,1,3,3,3,0.73,2,0,18.5,1,9.59,486,MNC
27,Bachelors,Tier 2,5.41,1,4,4,1,1.79,0,1,17.5,0,5.3,323,MNC
28,Bachelors,Tier 1,7.81,1,5,5,0,0.48,0,0,20.0,1,3.78,498,MNC
30,Bachelors,Tier 3,7.73,2,3,1,0,0.24,0,2,8.0,1,9.71,459,Startup
31,Masters,Tier 3,7.05,1,2,5,1,1.91,0,0,15.5,1,7.77,621,MNC
21,Masters,Tier 2,6.57,2,2,5,1,3.86,0,0,15.5,1,6.79,461,MNC
26,Masters,Tier 1,8.0,1,4,5,0,2.11,1,0,19.0,0,9.05,523,Mid-size
33,Masters,Tier 1,8.04,1,0,1,2,1.31,2,0,7.0,1,6.76,355,Mid-size
21,Bachelors,Tier 2,6.54,1,1,2,1,4.86,1,1,8.5,0,3.19,412,Startup
23,Bachelors,Tier 3,7.02,1,5,1,0,0.28,0,0,12.0,0,5.23,391,Startup
26,Masters,Tier 3,7.61,1,3,1,0,0.57,0,0,8.0,1,3.06,500,Mid-size
23,Bachelors,Tier 2,8.49,1,3,3,0,2.13,1,0,13.0,1,4.07,531,MNC
24,Bachelors,Tier 3,6.38,2,5,3,2,0.83,3,0,22.0,1,8.39,600,Startup
22,Masters,Tier 1,7.61,2,2,5,3,3.26,0,1,18.5,0,8.04,532,MNC
28,Masters,Tier 3,7.43,1,3,1,1,1.71,0,1,9.5,1,9.22,333,Mid-size
30,Bachelors,Tier 2,7.63,2,6,3,2,0.42,1,0,22.0,1,4.34,518,Startup
22,PhD,Tier 2,7.96,1,5,3,1,1.28,0,0,17.5,1,6.87,117,Startup
31,Bachelors,Tier 1,7.48,1,2,1,0,0.03,1,0,7.0,1,4.91,344,MNC
22,Bachelors,Tier 1,8.61,1,0,4,1,0.5,1,0,10.5,1,8.9,417,Startup
24,Bachelors,Tier 3,7.65,0,4,5,0,0.56,0,0,18.0,1,3.2,410,Startup
28,PhD,Tier 2,8.03,2,2,4,1,1.82,0,0,13.5,1,9.45,642,MNC
26,Masters,Tier 3,7.35,1,5,5,1,1.21,1,0,22.5,1,4.75,645,Startup
22,Masters,Tier 3,7.94,1,2,2,0,2.69,0,0,8.0,1,4.82,462,Mid-size
24,Masters,Tier 2,7.89,1,3,2,1,0.33,0,0,11.5,1,3.12,501,Startup
31,Bachelors,Tier 2,8.42,0,2,5,0,0.04,2,0,16.0,1,4.64,587,Mid-size
27,PhD,Tier 3,7.07,1,2,5,1,1.57,0,0,15.5,0,7.96,298,Mid-size
21,Bachelors,Tier 3,6.83,2,3,4,2,2.13,0,0,17.0,0,5.35,259,Mid-size
33,Masters,Tier 2,7.78,0,2,5,0,1.3,1,1,15.0,1,6.6,397,MNC
33,Masters,Tier 2,8.02,0,4,3,0,1.01,1,0,15.0,1,3.05,382,Startup
23,Bachelors,Tier 3,7.32,1,1,3,2,4.97,2,0,13.0,1,8.95,277,Mid-size
21,Masters,Tier 2,7.63,0,1,3,0,0.12,1,0,9.0,1,8.82,395,MNC
33,Masters,Tier 3,8.32,0,2,3,1,0.52,0,0,11.5,1,9.83,348,Startup
32,Bachelors,Tier 2,7.86,2,6,1,2,6.91,1,0,18.0,0,7.61,418,Startup
27,PhD,Tier 2,7.45,2,6,1,2,3.11,1,0,18.0,0,6.89,199,Startup
24,Bachelors,Tier 2,7.88,3,1,2,2,0.61,1,0,10.0,1,7.78,535,Startup
31,Bachelors,Tier 1,9.27,1,3,1,3,1.75,2,0,14.5,1,5.85,515,Startup
30,Masters,Tier 2,7.22,6,2,5,1,0.29,1,0,16.5,0,6.07,438,Startup
25,Bachelors,Tier 1,6.15,1,2,2,2,0.34,0,0,11.0,1,3.75,518,MNC
26,Masters,Tier 3,5.64,1,3,1,1,1.03,0,0,9.5,1,7.69,375,MNC
34,PhD,Tier 2,6.35,1,3,3,1,0.01,0,0,13.5,1,9.59,461,Mid-size
25,Bachelors,Tier 1,8.73,1,6,2,1,1.67,1,0,18.5,0,8.87,587,Startup
21,Bachelors,Tier 2,6.6,0,5,2,0,2.46,1,1,15.0,0,4.51,344,Mid-size
25,Masters,Tier 1,6.89,1,6,4,1,0.0,0,0,21.5,1,3.54,559,Mid-size
30,Masters,Tier 1,7.54,1,3,1,1,0.92,0,0,9.5,0,9.29,416,MNC
34,Masters,Tier 2,8.32,1,2,4,0,3.79,1,0,13.0,1,9.31,359,Startup
24,Bachelors,Tier 1,8.32,0,3,4,1,0.58,1,0,16.5,1,7.89,592,MNC
26,Bachelors,Tier 3,8.83,4,2,4,3,0.45,0,1,16.5,0,7.8,167,MNC
27,Masters,Tier 2,8.02,0,6,1,1,3.17,0,0,15.5,0,5.94,256,Mid-size
34,Bachelors,Tier 2,7.71,1,5,1,1,2.11,0,1,13.5,1,5.56,548,Startup
28,Masters,Tier 2,6.62,0,1,2,2,9.54,0,0,9.0,1,7.64,506,Startup
30,PhD,Tier 2,6.33,1,5,3,0,0.17,0,0,16.0,1,9.18,585,Mid-size
24,PhD,Tier 1,9.01,1,6,2,0,0.13,0,0,16.0,0,9.67,488,Startup
24,Bachelors,Tier 2,7.37,4,8,4,0,0.59,0,0,24.0,1,9.06,613,Startup
31,Bachelors,Tier 2,7.4,2,0,1,1,0.48,2,1,5.5,1,4.02,693,Mid-size
34,Bachelors,Tier 1,7.45,1,1,2,0,0.28,1,0,7.0,0,6.49,367,Startup
32,Bachelors,Tier 2,7.62,1,4,3,1,1.66,2,0,17.5,1,6.0,299,Mid-size
34,Bachelors,Tier 1,7.1,2,3,5,2,1.24,0,0,19.0,1,7.39,513,MNC
23,Bachelors,Tier 1,7.7,1,2,2,0,6.71,0,0,8.0,0,3.43,552,Mid-size
22,Masters,Tier 3,7.81,1,2,2,0,0.23,0,0,8.0,0,6.81,396,MNC
34,Masters,Tier 1,7.69,6,4,3,2,1.06,0,0,17.0,1,9.04,634,Startup
31,Bachelors,Tier 2,6.23,2,3,1,1,0.54,0,1,9.5,1,8.65,486,MNC
21,Bachelors,Tier 3,9.25,2,2,2,1,1.28,0,1,9.5,1,4.47,410,MNC
23,Bachelors,Tier 1,7.12,0,4,3,1,1.42,1,0,16.5,1,6.75,427,MNC
23,Bachelors,Tier 1,7.76,0,5,5,1,5.26,0,1,21.5,1,5.86,455,MNC
34,Bachelors,Tier 1,6.84,2,4,5,0,2.42,0,0,18.0,1,8.01,497,Startup
34,Masters,Tier 2,8.51,1,1,5,2,2.35,1,0,16.0,0,4.41,436,Mid-size
22,PhD,Tier 2,8.66,1,3,4,1,0.52,2,0,17.5,0,5.3,418,MNC
32,Masters,Tier 1,5.8,0,1,2,1,0.14,2,0,9.5,1,9.51,437,MNC
32,Bachelors,Tier 2,8.03,0,1,3,0,5.06,2,1,10.0,1,3.4,458,Startup
30,Masters,Tier 2,8.28,2,1,4,1,0.51,2,1,13.5,1,6.11,471,Startup
27,Bachelors,Tier 1,6.28,1,2,1,0,1.4,1,0,7.0,0,8.07,479,Mid-size
30,Bachelors,Tier 3,7.42,1,2,5,0,1.21,0,0,14.0,1,4.47,547,MNC
25,Masters,Tier 2,8.43,3,3,2,1,1.9,0,0,11.5,1,7.24,182,MNC
21,Masters,Tier 1,6.81,0,1,3,1,0.44,0,0,9.5,1,7.99,619,Startup
29,Bachelors,Tier 3,6.99,0,2,5,1,1.2,2,1,17.5,1,3.24,190,Mid-size
21,Bachelors,Tier 3,7.79,1,3,1,0,0.33,0,1,8.0,1,6.72,528,MNC
24,Bachelors,Tier 1,7.88,4,5,2,0,0.39,1,0,15.0,1,6.11,481,MNC
33,Bachelors,Tier 1,7.08,0,2,1,0,1.44,1,0,7.0,1,5.26,370,Startup
26,Bachelors,Tier 3,8.01,1,5,4,0,0.25,1,0,19.0,1,7.86,649,Mid-size
30,Masters,Tier 3,6.82,2,3,2,0,1.85,1,1,11.0,1,8.14,539,MNC
26,Masters,Tier 1,5.92,1,2,4,2,3.72,0,0,15.0,0,3.1,437,Mid-size
26,Bachelors,Tier 3,7.43,2,2,2,2,0.99,0,1,11.0,0,7.92,188,Startup
30,Masters,Tier 2,7.78,2,0,2,3,1.85,1,0,9.5,1,9.35,259,Startup
32,Bachelors,Tier 1,8.72,1,4,2,0,2.12,1,0,13.0,0,3.61,447,MNC
33,Bachelors,Tier 3,7.58,2,7,5,2,3.04,0,0,27.0,1,5.62,306,Startup
23,Bachelors,Tier 1,8.57,0,4,4,0,2.67,1,0,17.0,1,3.36,337,MNC
22,Bachelors,Tier 2,7.61,2,7,5,1,0.44,0,0,25.5,1,4.96,402,Startup
26,Bachelors,Tier 3,8.24,3,1,1,0,0.96,2,1,6.0,0,8.29,411,MNC
29,Bachelors,Tier 2,6.99,2,3,5,2,0.16,0,0,19.0,1,8.75,481,Startup
25,Bachelors,Tier 2,6.99,3,6,2,2,0.5,1,0,20.0,1,6.06,641,Startup
27,Bachelors,Tier 3,5.89,0,5,1,0,1.28,1,0,13.0,1,5.35,439,MNC
27,Masters,Tier 2,5.91,0,5,2,0,2.11,0,0,14.0,1,8.62,555,MNC
32,Masters,Tier 2,7.19,2,3,4,0,3.22,0,0,14.0,1,5.04,626,Startup
26,Bachelors,Tier 1,6.64,2,4,5,0,0.69,0,0,18.0,1,9.18,266,Mid-size
25,Masters,Tier 1,9.46,2,2,4,0,0.41,0,0,12.0,0,9.7,324,Startup
26,Bachelors,Tier 3,8.21,1,5,1,0,2.78,0,1,12.0,1,8.64,315,Mid-size
30,Masters,Tier 2,6.45,2,2,5,0,0.03,0,0,14.0,1,7.62,449,Mid-size
24,Masters,Tier 3,6.45,1,1,4,3,1.5,1,1,15.5,1,7.75,440,MNC
31,Bachelors,Tier 3,7.64,1,3,5,0,1.35,0,0,16.0,1,8.58,555,MNC
27,Masters,Tier 2,8.01,2,5,4,3,0.24,0,0,22.5,1,5.58,324,Startup
27,Bachelors,Tier 1,7.61,1,2,2,1,2.15,1,0,10.5,0,8.71,456,Startup
23,Bachelors,Tier 2,8.12,1,1,1,0,0.44,1,0,5.0,1,4.53,282,Mid-size
31,Bachelors,Tier 1,7.14,2,6,1,2,0.76,1,0,18.0,1,8.76,400,MNC
29,Masters,Tier 3,7.16,0,2,3,2,6.13,0,0,13.0,1,6.21,473,Startup
32,Bachelors,Tier 1,7.47,3,1,3,1,1.16,2,1,11.5,1,4.9,414,MNC
24,Bachelors,Tier 3,7.34,3,3,1,2,1.01,0,0,11.0,1,6.67,449,Startup
29,Masters,Tier 1,6.52,3,4,5,1,0.16,0,0,19.5,0,3.92,620,MNC
26,Masters,Tier 1,8.28,6,3,1,2,0.56,0,0,11.0,0,5.91,343,MNC
27,Bachelors,Tier 2,5.24,3,5,2,0,4.33,0,0,14.0,1,6.25,535,Startup
32,Bachelors,Tier 2,7.16,2,0,2,1,0.27,1,0,6.5,0,9.65,484,Startup
24,Masters,Tier 3,7.71,4,5,4,3,0.35,1,0,23.5,0,9.7,283,MNC
27,Masters,Tier 2,8.37,1,7,4,1,1.52,0,0,23.5,1,3.34,438,MNC
29,PhD,Tier 3,7.35,4,2,5,1,0.2,0,0,15.5,1,6.81,467,MNC
33,Bachelors,Tier 3,8.52,2,3,2,0,1.4,1,0,11.0,0,8.77,434,MNC
24,Bachelors,Tier 2,7.58,1,1,1,1,1.55,1,0,6.5,1,7.24,291,MNC
28,Bachelors,Tier 3,7.51,2,2,1,0,2.02,0,1,6.0,1,5.43,592,MNC
24,Bachelors,Tier 2,7.57,3,7,3,0,1.14,0,0,20.0,1,3.76,607,MNC
27,Bachelors,Tier 2,7.76,0,5,3,3,0.86,1,0,21.5,1,6.97,465,MNC
32,Bachelors,Tier 2,5.35,2,2,2,1,0.03,0,0,9.5,1,7.7,622,MNC
34,Bachelors,Tier 3,7.88,0,1,3,2,2.46,0,0,11.0,1,7.53,429,Mid-size
34,Masters,Tier 3,7.52,2,3,1,0,1.8,0,0,8.0,1,7.74,418,MNC
23,Masters,Tier 1,7.0,5,4,2,3,1.06,0,0,16.5,0,9.07,513,Mid-size
21,Bachelors,Tier 3,7.96,3,5,3,2,1.78,0,2,19.0,1,4.58,562,MNC
27,Bachelors,Tier 3,8.28,2,2,3,1,0.66,2,0,13.5,0,9.46,498,Startup
33,Masters,Tier 2,7.84,3,3,3,1,0.97,1,0,14.5,1,3.26,441,Startup
25,Bachelors,Tier 3,6.06,0,2,2,2,1.05,0,0,11.0,0,9.95,418,MNC
34,Masters,Tier 2,7.64,2,3,4,2,1.53,0,0,17.0,1,3.44,439,Startup
34,Bachelors,Tier 3,8.66,1,4,1,1,1.31,0,0,11.5,1,8.96,275,MNC
31,Bachelors,Tier 3,6.42,0,1,1,2,0.13,0,0,7.0,1,9.58,680,MNC
32,PhD,Tier 1,7.26,1,2,3,0,2.92,0,0,10.0,1,4.43,433,Startup
21,Masters,Tier 2,5.39,1,1,3,1,0.24,1,0,10.5,1,3.68,320,Startup
33,Masters,Tier 2,7.35,1,0,5,1,3.31,0,0,11.5,1,9.55,551,MNC
29,Masters,Tier 3,8.37,2,3,2,0,0.79,0,0,10.0,1,9.78,407,Mid-size
30,Bachelors,Tier 2,6.31,2,3,5,2,1.04,0,0,19.0,0,9.79,441,Mid-size
34,Bachelors,Tier 2,7.45,1,1,3,2,2.39,1,0,12.0,1,9.64,753,Startup
22,Masters,Tier 2,6.74,0,1,3,0,0.57,0,0,8.0,0,5.75,383,Mid-size
26,Bachelors,Tier 2,5.78,2,2,3,2,1.92,0,0,13.0,1,5.2,148,Mid-size
32,Bachelors,Tier 2,7.55,0,4,1,0,1.08,1,1,11.0,1,4.64,450,MNC
21,Bachelors,Tier 1,6.14,1,4,4,1,1.37,0,1,17.5,1,9.41,407,Startup
31,Masters,Tier 1,7.2,1,0,3,0,1.33,2,0,8.0,0,3.3,377,MNC
29,Masters,Tier 1,6.65,2,2,1,3,1.71,1,0,11.5,1,7.25,473,Mid-size
34,Masters,Tier 2,7.53,4,5,3,1,2.33,0,1,17.5,1,9.71,385,MNC
22,Bachelors,Tier 3,8.16,2,4,5,0,1.5,0,1,18.0,1,9.73,428,Mid-size
30,PhD,Tier 3,7.3,2,5,2,2,1.95,0,1,17.0,1,6.62,516,Startup
28,Bachelors,Tier 1,8.43,0,2,2,1,0.31,1,0,10.5,0,5.88,591,Mid-size
24,Bachelors,Tier 1,7.84,2,2,3,3,0.87,0,0,14.5,1,7.17,481,MNC
32,Bachelors,Tier 1,7.86,2,1,5,1,0.19,1,0,14.5,0,7.97,337,Mid-size
30,Masters,Tier 1,7.63,1,1,2,0,2.75,1,0,7.0,1,9.78,434,Startup
30,Bachelors,Tier 1,7.67,2,1,1,2,3.66,0,0,7.0,1,9.72,533,Startup
30,Masters,Tier 3,8.41,0,3,3,0,4.48,0,0,12.0,1,4.31,378,MNC
23,Masters,Tier 2,9.45,0,5,4,0,0.09,0,0,18.0,1,4.86,424,Startup
24,Bachelors,Tier 3,7.64,0,3,3,0,0.08,0,0,12.0,1,5.03,497,Mid-size
21,Bachelors,Tier 1,7.05,2,5,4,2,1.7,1,1,22.0,1,7.0,427,Mid-size
33,Bachelors,Tier 2,7.22,0,5,4,2,0.34,0,0,21.0,1,4.47,254,Startup
22,Bachelors,Tier 2,7.01,1,2,2,1,2.54,0,0,9.5,1,9.51,464,MNC
32,Bachelors,Tier 2,7.02,3,2,3,2,0.62,1,0,14.0,1,3.68,334,MNC
26,Bachelors,Tier 1,8.11,2,2,3,1,0.35,0,1,11.5,0,6.95,406,Mid-size
33,Bachelors,Tier 2,8.28,1,3,4,1,0.4,0,0,15.5,1,3.01,583,Mid-size
27,Masters,Tier 3,8.16,2,5,2,0,0.09,0,0,14.0,1,3.62,542,MNC
26,Bachelors,Tier 1,8.28,1,3,4,0,0.19,0,0,14.0,1,9.98,558,Mid-size
31,Bachelors,Tier 1,7.2,0,3,3,1,0.48,0,0,13.5,0,3.89,550,MNC
29,Masters,Tier 3,7.86,2,5,2,0,0.86,1,0,15.0,0,3.76,702,Mid-size
32,Bachelors,Tier 2,7.45,1,4,5,0,2.11,1,0,19.0,1,9.96,417,Mid-size
33,Bachelors,Tier 1,7.81,3,3,2,1,0.74,0,0,11.5,1,7.5,441,Mid-size
29,Bachelors,Tier 2,8.53,1,3,3,1,1.01,0,0,13.5,1,5.22,429,MNC
31,Masters,Tier 3,7.01,1,4,5,0,0.09,0,1,18.0,1,6.81,423,Startup
33,Masters,Tier 1,6.62,2,3,3,0,3.03,1,0,13.0,1,4.55,393,MNC
30,Masters,Tier 2,8.37,0,4,3,2,0.15,0,0,17.0,1,7.49,405,MNC
32,Bachelors,Tier 3,8.29,2,6,1,2,0.18,1,0,18.0,1,8.07,390,Mid-size
26,Bachelors,Tier 3,7.03,3,0,4,3,0.14,0,1,12.5,1,3.76,329,Mid-size
27,Bachelors,Tier 1,7.52,0,2,1,0,4.31,1,1,7.0,1,6.4,417,MNC
33,PhD,Tier 3,8.14,2,2,3,0,1.09,0,0,10.0,1,4.35,289,MNC
32,Bachelors,Tier 2,7.61,2,4,1,4,0.44,1,1,17.0,1,4.6,566,MNC
33,Bachelors,Tier 2,8.77,2,3,4,1,0.31,0,0,15.5,0,8.67,480,MNC
31,Masters,Tier 1,6.48,4,4,4,0,0.47,0,0,16.0,1,6.73,489,MNC
33,Bachelors,Tier 1,7.41,3,2,1,2,0.38,0,0,9.0,1,4.55,515,Mid-size
31,Bachelors,Tier 1,8.99,1,1,5,0,2.02,0,0,12.0,1,4.11,285,Startup
27,Bachelors,Tier 2,8.19,3,4,5,1,0.48,0,1,19.5,1,7.28,455,MNC
26,Masters,Tier 3,7.48,1,2,5,1,2.53,0,0,15.5,1,6.82,427,Startup
21,Bachelors,Tier 2,8.12,1,3,1,2,1.26,1,1,12.0,1,5.57,392,MNC
30,Bachelors,Tier 2,8.3,2,4,4,1,1.1,0,0,17.5,1,4.37,489,Startup
25,Masters,Tier 1,7.83,3,4,2,2,0.56,1,0,16.0,0,9.08,362,Startup
32,Bachelors,Tier 3,6.36,3,0,4,1,0.29,0,0,9.5,1,7.9,320,Mid-size
27,Masters,Tier 1,6.87,1,2,5,0,1.45,0,0,14.0,0,3.66,446,Mid-size
21,PhD,Tier 1,7.77,1,1,3,2,0.38,0,0,11.0,1,4.68,420,MNC
34,Bachelors,Tier 3,8.14,1,1,1,2,1.39,1,0,8.0,1,9.09,349,Mid-size
28,Masters,Tier 1,8.54,2,4,4,0,0.04,0,0,16.0,1,7.4,446,Startup
26,Bachelors,Tier 2,7.74,2,7,4,4,1.2,2,0,30.0,1,7.17,560,Startup
28,Masters,Tier 2,7.65,2,4,3,2,0.11,0,0,17.0,0,5.59,480,MNC
31,Masters,Tier 1,7.44,0,3,3,1,0.39,0,0,13.5,1,4.09,469,MNC
29,Masters,Tier 1,7.48,4,1,5,1,2.29,1,0,14.5,1,5.54,448,MNC
32,Bachelors,Tier 2,7.3,6,1,3,2,1.35,0,0,11.0,1,7.17,356,Startup
33,Masters,Tier 1,6.55,2,4,5,0,0.56,0,1,18.0,1,6.63,434,MNC
31,Bachelors,Tier 1,7.87,4,8,2,2,1.39,1,1,24.0,1,3.25,386,MNC
21,Bachelors,Tier 2,6.31,1,4,2,0,1.31,1,0,13.0,1,4.48,421,Mid-size
33,Masters,Tier 1,7.71,2,1,4,0,1.36,2,0,12.0,0,8.2,574,Mid-size
29,Masters,Tier 2,7.54,4,2,3,3,0.72,3,0,17.5,0,9.54,285,Startup
29,Bachelors,Tier 2,6.79,0,3,5,2,1.35,2,1,21.0,1,4.55,437,MNC
23,Bachelors,Tier 2,8.1,2,3,1,2,3.11,3,0,14.0,0,7.35,329,Mid-size
30,Bachelors,Tier 3,7.55,2,1,1,3,1.9,0,0,8.5,1,6.4,401,Startup
