age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
26,Bachelors,Tier 2,8.09,2,6,1,1,2.79,1,1,16.5,1,5.39,494,Startup
21,Masters,Tier 2,7.99,1,3,2,0,1.28,0,2,10.0,1,4.13,647,MNC
24,Bachelors,Tier 2,7.7,2,2,1,0,0.1,0,0,6.0,0,5.22,376,Startup
26,Bachelors,Tier 1,6.65,0,4,5,1,6.77,1,0,20.5,1,4.14,486,MNC
34,Bachelors,Tier 1,6.18,3,2,3,0,0.45,1,0,11.0,1,4.48,400,MNC
26,Bachelors,Tier 3,8.21,0,4,2,0,2.41,0,0,12.0,1,6.45,493,MNC
27,Bachelors,Tier 3,7.05,1,3,4,1,1.78,1,0,16.5,1,9.76,248,Startup
31,Bachelors,Tier 2,6.27,1,3,3,1,1.57,0,0,13.5,1,3.51,483,MNC
23,Masters,Tier 1,7.41,2,3,5,1,0.16,0,0,17.5,1,5.85,404,MNC
27,Masters,Tier 1,6.89,2,1,1,1,1.51,1,0,6.5,1,9.44,464,MNC
27,Bachelors,Tier 3,7.55,1,3,2,2,2.64,1,1,14.0,1,8.18,343,Startup
25,Bachelors,Tier 1,7.53,2,3,2,1,0.66,0,0,11.5,1,9.87,422,Startup
27,Bachelors,Tier 1,8.18,3,3,1,1,1.67,1,0,10.5,1,3.58,416,Mid-size
33,PhD,Tier 2,7.2,1,3,4,1,1.55,0,0,15.5,0,6.22,365,Startup
30,Bachelors,Tier 3,6.89,1,4,2,1,1.35,1,0,14.5,1,5.86,373,MNC
26,Masters,Tier 1,8.77,2,3,2,3,1.37,0,0,14.5,1,8.89,290,Startup
27,PhD,Tier 3,8.88,2,4,4,0,0.23,0,0,16.0,0,8.64,528,Startup
22,Masters,Tier 2,5.95,0,1,2,0,0.5,1,0,7.0,0,4.45,453,Startup
34,Bachelors,Tier 2,7.36,1,2,5,0,0.25,0,1,14.0,1,3.34,269,Mid-size
24,Bachelors,Tier 2,6.9,3,4,3,0,1.93,0,0,14.0,0,5.79,465,MNC
32,Bachelors,Tier 3,9.19,2,5,5,0,0.3,0,0,20.0,0,3.29,533,MNC
23,Masters,Tier 1,7.7,0,3,2,1,0.65,2,0,13.5,1,9.6,392,MNC
24,Bachelors,Tier 3,8.31,0,3,4,0,1.14,0,0,14.0,1,8.99,376,Startup
23,Masters,Tier 3,6.83,0,1,3,2,0.94,1,0,12.0,1,5.63,418,MNC
27,Bachelors,Tier 2,5.77,0,1,3,1,1.61,0,0,9.5,1,7.37,370,Startup
25,Bachelors,Tier 1,7.64,0,4,1,2,0.61,0,0,13.0,0,3.02,331,MNC
22,Bachelors,Tier 2,7.41,2,5,1,0,1.03,0,0,12.0,1,9.53,339,Mid-size
32,Masters,Tier 3,7.94,0,3,5,3,0.9,0,0,20.5,1,8.53,397,Startup
25,Bachelors,Tier 1,7.83,3,4,5,1,1.08,0,1,19.5,1,9.55,526,MNC
25,Masters,Tier 3,8.79,1,4,2,1,0.08,0,0,13.5,0,5.6,511,MNC
29,Bachelors,Tier 3,8.15,1,3,1,2,1.3,1,0,12.0,1,4.73,353,Mid-size
28,Bachelors,Tier 2,7.43,1,3,4,0,0.22,0,1,14.0,1,3.46,592,Mid-size
32,Bachelors,Tier 2,7.32,0,2,1,0,0.71,1,0,7.0,1,7.3,352,MNC
24,Bachelors,Tier 1,6.0,3,3,1,1,0.17,0,0,9.5,0,3.7,439,MNC
27,Bachelors,Tier 3,7.78,4,0,5,1,0.24,0,0,11.5,0,8.66,447,MNC
26,Bachelors,Tier 2,8.04,2,5,5,2,3.29,1,0,24.0,0,6.9,481,Startup
29,Bachelors,Tier 1,8.0,2,6,5,0,4.2,1,0,23.0,1,6.75,275,Mid-size
21,Bachelors,Tier 2,7.46,2,3,1,1,2.95,1,0,10.5,1,4.07,665,MNC
25,Masters,Tier 2,7.08,1,1,4,0,1.8,1,0,11.0,0,7.58,383,Mid-size
24,Masters,Tier 2,5.97,2,1,3,1,1.19,0,0,9.5,0,4.86,453,Mid-size
22,PhD,Tier 2,7.66,2,3,2,0,0.73,0,2,10.0,0,6.11,237,Mid-size
31,Bachelors,Tier 2,8.37,0,1,4,1,0.47,0,0,11.5,1,3.99,646,Startup
22,Bachelors,Tier 3,8.08,0,5,1,0,3.22,0,0,12.0,1,6.5,596,MNC
34,Bachelors,Tier 3,5.65,2,2,3,0,2.08,1,0,11.0,0,3.49,578,Startup
22,Bachelors,Tier 2,7.72,1,2,4,0,2.92,1,0,13.0,1,4.68,459,Mid-size
28,Bachelors,Tier 1,6.49,0,2,5,0,3.24,1,0,15.0,1,4.36,286,Startup
22,Bachelors,Tier 2,7.09,2,3,5,1,1.13,1,0,18.5,1,8.66,454,MNC
27,Masters,Tier 3,7.67,1,3,3,2,1.46,0,0,15.0,1,3.89,335,Startup
24,Bachelors,Tier 1,7.65,0,1,3,2,1.33,0,0,11.0,0,3.2,611,Startup
24,Bachelors,Tier 2,8.73,3,2,1,2,1.21,0,0,9.0,1,7.71,262,Mid-size
32,Masters,Tier 3,7.76,0,5,4,2,0.63,1,0,22.0,0,8.48,546,Mid-size
25,Bachelors,Tier 3,7.7,2,1,2,0,0.83,0,0,6.0,1,7.42,519,MNC
28,Masters,Tier 1,7.69,1,5,2,4,2.77,0,0,20.0,1,9.35,584,Startup
31,Masters,Tier 2,7.78,1,2,1,2,0.62,0,0,9.0,1,5.11,417,MNC
32,Bachelors,Tier 2,7.2,0,4,4,2,2.0,0,0,19.0,1,7.44,413,Mid-size
30,Bachelors,Tier 3,7.59,0,2,2,0,4.47,1,0,9.0,1,7.28,476,Startup
32,Bachelors,Tier 3,6.95,4,5,4,2,2.03,1,0,22.0,1,9.78,324,Startup
32,Masters,Tier 2,8.74,0,6,5,1,0.43,0,0,23.5,0,3.11,475,MNC
22,Bachelors,Tier 2,7.65,3,2,4,2,1.83,0,1,15.0,1,8.14,324,MNC
21,Bachelors,Tier 1,7.56,3,5,3,0,0.9,0,0,16.0,1,8.55,641,MNC
22,Bachelors,Tier 2,6.98,2,5,2,1,1.74,1,0,16.5,1,3.44,721,Startup
28,Bachelors,Tier 1,7.42,1,4,1,1,2.18,0,0,11.5,1,7.19,432,MNC
22,Bachelors,Tier 2,7.11,3,1,3,2,0.54,0,0,11.0,1,9.7,411,Mid-size
30,Bachelors,Tier 1,8.43,2,3,5,0,2.28,1,1,17.0,0,8.07,414,MNC
29,Bachelors,Tier 2,7.17,1,2,2,2,0.11,1,1,12.0,1,8.82,385,Mid-size
32,Bachelors,Tier 2,7.35,1,1,1,1,0.94,0,0,5.5,1,6.14,315,MNC
29,Bachelors,Tier 1,6.89,3,2,5,1,1.55,2,0,17.5,1,3.33,396,MNC
28,Bachelors,Tier 3,7.25,1,2,3,2,0.21,0,0,13.0,1,5.24,348,Startup
34,Bachelors,Tier 3,7.28,3,3,2,0,1.04,0,0,10.0,1,7.07,375,MNC
32,Bachelors,Tier 3,6.76,0,4,1,2,1.6,0,0,13.0,1,7.74,426,Mid-size
22,Bachelors,Tier 3,7.44,2,5,5,0,0.14,0,0,20.0,1,5.53,624,Mid-size
25,Bachelors,Tier 2,7.24,0,1,4,2,0.23,2,0,15.0,0,5.83,489,MNC
33,Bachelors,Tier 2,6.16,2,4,1,0,0.83,2,0,12.0,1,5.26,548,Startup
32,Bachelors,Tier 1,8.11,1,2,5,1,1.25,0,0,15.5,1,4.52,501,Mid-size
34,Bachelors,Tier 1,6.36,4,6,3,0,1.74,3,0,21.0,1,4.57,291,Startup
27,Bachelors,Tier 2,8.18,1,1,5,1,0.01,0,0,13.5,1,7.23,445,Startup
31,Bachelors,Tier 3,8.36,3,1,2,1,0.79,0,0,7.5,1,3.03,342,Startup
26,Bachelors,Tier 2,8.2,1,2,4,1,3.64,0,0,13.5,1,4.12,224,MNC
25,PhD,Tier 3,8.93,0,4,2,1,1.11,1,0,14.5,1,4.26,359,MNC
29,Bachelors,Tier 3,9.09,3,3,1,1,1.52,2,0,11.5,1,7.27,316,Startup
31,Masters,Tier 3,8.55,3,2,3,0,0.72,0,0,10.0,1,6.43,203,MNC
32,Masters,Tier 1,7.4,2,6,5,0,0.58,0,0,22.0,1,3.0,295,Startup
22,Bachelors,Tier 1,7.8,2,2,4,1,1.21,0,0,13.5,0,8.1,503,Mid-size
27,Bachelors,Tier 3,6.6,1,6,2,1,3.31,0,0,17.5,1,5.12,666,Startup
25,PhD,Tier 1,6.79,1,2,2,0,2.39,2,0,10.0,1,8.75,599,Mid-size
25,Bachelors,Tier 2,7.64,2,0,3,0,0.3,0,1,6.0,0,7.99,315,Startup
26,Bachelors,Tier 1,8.05,0,2,2,1,3.99,0,0,9.5,0,4.36,405,MNC
21,Bachelors,Tier 1,7.75,2,4,5,3,0.95,0,0,22.5,1,5.57,529,MNC
34,Bachelors,Tier 1,8.68,1,3,4,3,0.18,0,0,18.5,1,5.2,552,Startup
29,Bachelors,Tier 3,7.73,2,5,4,1,0.0,0,0,19.5,0,9.31,399,MNC
23,Bachelors,Tier 2,9.38,1,2,3,3,0.6,0,0,14.5,1,7.46,493,MNC
22,Bachelors,Tier 2,8.1,0,2,1,4,4.15,0,0,12.0,1,3.05,349,MNC
29,Masters,Tier 1,6.81,0,7,2,0,3.62,2,0,20.0,1,3.22,509,Mid-size
30,Bachelors,Tier 3,7.78,3,3,3,1,0.51,0,0,13.5,1,9.27,604,Startup
30,PhD,Tier 3,8.21,3,5,5,1,2.65,0,0,21.5,1,4.98,454,MNC
23,Bachelors,Tier 3,6.07,3,3,5,0,1.69,0,0,16.0,1,3.98,349,Startup
31,Masters,Tier 3,6.91,1,3,2,1,1.41,0,0,11.5,1,3.34,538,Startup
23,Bachelors,Tier 3,7.61,0,1,1,0,3.55,1,0,5.0,0,6.4,401,MNC
27,PhD,Tier 2,9.87,0,5,4,0,3.88,0,0,18.0,1,4.21,229,Mid-size
31,Bachelors,Tier 3,5.98,0,2,4,1,0.81,1,0,14.5,0,6.32,438,Mid-size
33,Bachelors,Tier 3,7.68,5,4,2,0,1.78,2,0,14.0,0,7.22,631,Startup
23,Bachelors,Tier 1,6.27,2,4,3,0,2.24,0,0,14.0,1,4.89,615,MNC
28,Bachelors,Tier 2,7.38,3,4,2,0,0.38,1,0,13.0,1,5.07,699,Startup
24,Bachelors,Tier 2,7.84,0,2,5,0,0.26,1,0,15.0,1,6.0,582,Mid-size
27,Bachelors,Tier 1,7.24,1,3,1,1,3.39,1,0,10.5,1,7.18,463,Startup
21,PhD,Tier 1,8.61,2,1,4,2,1.65,0,0,13.0,1,9.48,690,MNC
26,Masters,Tier 1,7.47,1,2,5,1,0.73,0,0,15.5,1,3.87,238,Startup
25,Bachelors,Tier 2,8.52,0,3,1,1,2.35,1,0,10.5,1,6.11,414,Startup
33,Masters,Tier 2,7.63,1,2,1,1,2.11,0,0,7.5,1,7.03,378,MNC
30,Bachelors,Tier 1,7.42,1,7,1,1,4.34,0,0,17.5,0,9.41,650,MNC
27,Bachelors,Tier 2,7.59,1,5,3,1,0.11,0,1,17.5,0,7.56,370,Mid-size
33,Masters,Tier 2,6.32,2,4,1,2,0.49,0,1,13.0,0,8.26,687,Startup
26,Bachelors,Tier 2,7.16,1,1,1,0,1.89,0,0,4.0,1,6.91,331,Startup
23,Masters,Tier 3,8.1,1,2,3,1,0.06,1,0,12.5,1,8.96,408,MNC
23,Masters,Tier 1,8.12,0,5,1,1,1.3,0,0,13.5,1,6.46,593,MNC
32,PhD,Tier 2,7.29,1,3,1,1,0.41,0,0,9.5,0,3.28,490,MNC
24,Bachelors,Tier 3,7.21,3,1,3,2,0.09,2,0,13.0,0,5.96,425,Startup
26,Bachelors,Tier 2,8.27,1,0,1,0,1.56,0,0,2.0,1,6.27,409,Mid-size
28,Masters,Tier 1,7.79,1,2,1,1,2.82,1,0,8.5,1,9.58,490,Mid-size
27,Bachelors,Tier 3,7.75,2,3,4,3,1.18,0,0,18.5,1,3.69,568,MNC
22,Bachelors,Tier 1,7.67,3,3,3,0,1.11,0,1,12.0,1,3.14,550,Startup
25,Bachelors,Tier 1,7.45,1,4,3,1,3.32,0,1,15.5,1,8.73,583,Startup
33,Bachelors,Tier 1,6.72,1,4,2,1,1.48,1,0,14.5,1,8.85,530,MNC
34,Bachelors,Tier 2,7.47,0,3,2,2,1.35,2,0,15.0,1,8.09,362,Startup
30,Bachelors,Tier 1,6.95,1,5,2,2,1.02,0,0,17.0,1,9.91,583,Mid-size
29,Masters,Tier 1,7.37,1,2,3,1,0.13,1,0,12.5,0,3.52,474,MNC
30,Masters,Tier 3,8.43,0,4,5,3,1.12,0,0,22.5,1,5.75,407,MNC
31,Bachelors,Tier 1,5.8,1,4,1,0,6.04,0,0,10.0,0,8.58,591,MNC
24,Masters,Tier 3,7.48,1,3,2,1,8.0,0,0,11.5,1,7.41,568,Startup
21,Bachelors,Tier 2,7.43,5,0,2,2,1.69,0,2,7.0,1,4.0,440,MNC
28,Bachelors,Tier 3,6.2,0,2,4,0,1.39,1,0,13.0,0,6.74,646,Mid-size
33,Bachelors,Tier 2,6.55,3,3,1,0,1.82,0,0,8.0,1,7.51,383,Startup
27,Masters,Tier 3,8.24,2,1,4,1,1.46,0,1,11.5,1,4.24,498,Startup
22,Bachelors,Tier 1,7.72,0,3,1,1,1.24,1,0,10.5,0,3.83,370,MNC
34,Masters,Tier 1,6.84,0,1,3,1,4.18,0,0,9.5,0,9.66,553,Startup
23,Masters,Tier 1,6.14,2,6,5,0,0.71,0,0,22.0,1,5.07,520,Mid-size
29,Bachelors,Tier 1,8.86,2,3,3,0,0.15,1,0,13.0,1,4.2,444,Startup
32,PhD,Tier 2,8.68,1,3,1,3,0.57,1,0,13.5,1,6.28,352,Startup
23,Bachelors,Tier 3,7.22,2,3,4,0,3.61,1,0,15.0,0,7.47,290,Mid-size
25,Bachelors,Tier 2,6.04,0,5,2,0,0.02,0,0,14.0,1,9.08,423,Mid-size
24,Masters,Tier 1,6.65,1,3,1,1,2.49,0,3,9.5,1,8.07,361,Startup
22,Masters,Tier 3,7.0,2,4,5,0,1.8,1,0,19.0,1,5.24,592,MNC
30,Bachelors,Tier 3,7.61,2,1,2,0,0.19,0,0,6.0,0,9.72,486,Mid-size
32,PhD,Tier 1,7.16,1,4,4,2,2.92,1,0,20.0,1,3.62,613,Mid-size
26,Bachelors,Tier 3,6.57,2,4,3,0,2.04,0,0,14.0,1,8.61,318,Startup
28,Bachelors,Tier 1,7.57,1,2,2,3,2.37,1,0,13.5,1,8.61,475,Startup
28,Bachelors,Tier 2,8.14,2,4,4,2,1.63,0,0,19.0,1,4.44,296,MNC
33,Bachelors,Tier 3,7.1,1,6,2,1,0.18,0,0,17.5,1,4.51,284,Startup
26,Masters,Tier 2,6.15,2,2,4,3,1.1,0,1,16.5,1,4.55,432,Startup
21,Bachelors,Tier 3,6.91,2,2,1,1,0.82,2,0,9.5,0,5.52,394,Startup
29,Bachelors,Tier 2,6.83,0,1,1,0,3.08,0,0,4.0,1,8.86,322,Startup
26,PhD,Tier 2,8.98,0,1,4,2,1.27,0,0,13.0,1,4.55,266,MNC
23,Bachelors,Tier 3,7.0,2,4,4,2,0.3,0,1,19.0,1,4.97,407,MNC
31,Bachelors,Tier 1,7.62,3,1,1,1,1.49,0,1,5.5,1,3.76,320,Startup
34,Bachelors,Tier 2,7.82,1,3,2,0,2.03,1,0,11.0,1,8.87,375,Mid-size
26,PhD,Tier 3,6.42,2,6,5,0,0.03,0,0,22.0,1,6.73,442,MNC
33,Bachelors,Tier 3,7.43,0,3,2,1,0.02,1,1,12.5,1,8.54,484,Mid-size
24,Bachelors,Tier 2,7.06,0,3,3,1,4.59,0,0,13.5,1,6.59,470,Startup
26,Bachelors,Tier 3,7.68,0,4,1,0,2.18,1,2,11.0,1,4.0,410,Startup
27,Bachelors,Tier 2,7.83,3,2,3,0,1.4,1,0,11.0,1,7.25,691,MNC
29,Masters,Tier 1,7.7,0,3,4,1,0.2,0,0,15.5,0,5.62,269,Mid-size
22,Bachelors,Tier 3,7.14,1,8,2,0,0.49,1,1,21.0,1,6.54,393,Startup
26,Masters,Tier 1,6.46,1,5,4,0,0.07,1,0,19.0,0,5.98,457,Startup
31,Bachelors,Tier 2,7.84,3,3,2,1,4.3,1,1,12.5,1,8.42,531,MNC
33,Bachelors,Tier 2,7.5,0,0,2,4,0.69,0,0,10.0,1,6.78,480,MNC
30,Bachelors,Tier 2,7.36,1,1,4,2,1.19,1,0,14.0,1,5.43,305,MNC
32,Bachelors,Tier 3,6.14,0,5,4,2,0.97,0,0,21.0,0,3.62,352,MNC
34,Bachelors,Tier 2,6.85,1,4,4,2,1.09,1,0,20.0,0,5.36,480,MNC
27,Bachelors,Tier 3,7.05,3,2,4,1,2.35,0,1,13.5,0,9.14,667,MNC
34,Bachelors,Tier 2,6.6,3,3,1,2,3.03,0,0,11.0,0,8.81,597,MNC
27,Masters,Tier 2,7.85,1,6,1,0,0.56,0,0,14.0,0,6.13,733,Startup
22,Bachelors,Tier 2,8.06,1,2,2,3,1.34,0,0,12.5,1,6.1,359,Startup
26,Masters,Tier 2,7.27,1,5,5,2,2.69,1,0,24.0,1,3.54,545,Mid-size
28,Bachelors,Tier 2,7.39,0,2,5,1,0.59,1,0,16.5,1,9.69,349,MNC
25,Bachelors,Tier 3,6.67,2,3,5,0,2.14,0,0,16.0,1,8.09,411,Startup
32,PhD,Tier 2,8.32,1,0,3,1,0.67,0,1,7.5,1,9.96,568,MNC
31,Bachelors,Tier 2,7.68,2,2,1,2,0.53,0,0,9.0,1,9.42,452,Startup
27,Bachelors,Tier 2,6.85,0,1,4,2,1.73,0,0,13.0,0,7.03,427,MNC
27,Masters,Tier 2,7.9,2,7,3,4,0.77,2,0,28.0,1,4.92,519,Mid-size
33,Masters,Tier 1,8.29,1,2,4,0,1.36,1,0,13.0,1,6.12,285,Mid-size
33,Bachelors,Tier 1,9.16,1,2,5,2,1.68,1,0,18.0,1,9.37,267,Startup
22,PhD,Tier 1,8.99,2,4,2,1,0.38,1,0,14.5,0,7.84,260,MNC
29,Bachelors,Tier 3,6.28,2,4,3,2,0.88,1,0,18.0,1,4.26,408,MNC
31,Masters,Tier 1,7.11,1,5,3,0,0.38,1,0,17.0,1,4.6,383,Mid-size
28,Bachelors,Tier 1,8.65,1,1,1,0,0.65,2,0,6.0,1,6.45,493,Startup
22,Bachelors,Tier 1,8.12,2,0,2,0,0.66,0,1,4.0,1,7.64,418,Startup
33,Masters,Tier 1,6.56,1,1,5,0,1.46,1,1,13.0,1,3.53,334,MNC
34,Bachelors,Tier 2,7.58,0,4,5,0,3.73,1,1,19.0,1,3.06,412,Startup
22,Bachelors,Tier 2,8.05,1,3,1,2,0.69,1,0,12.0,0,8.13,440,Mid-size
31,Masters,Tier 1,8.28,1,4,4,0,2.33,0,0,16.0,1,6.85,416,Startup
31,Bachelors,Tier 3,7.39,2,5,3,1,1.62,0,0,17.5,1,6.95,561,Mid-size
33,Bachelors,Tier 2,6.73,3,2,3,0,5.8,0,0,10.0,1,3.76,512,Mid-size
25,Bachelors,Tier 2,6.45,3,4,2,2,1.78,1,0,16.0,0,5.83,408,Startup
32,Masters,Tier 1,7.74,2,4,1,0,0.6,1,0,11.0,1,3.96,297,Startup
21,PhD,Tier 2,7.69,0,2,1,1,2.37,0,0,7.5,1,6.51,451,Startup
32,Masters,Tier 1,9.06,0,2,1,2,1.82,2,0,11.0,0,8.78,564,Startup
22,Bachelors,Tier 2,7.18,1,1,3,1,1.1,0,0,9.5,0,9.59,657,MNC
28,Masters,Tier 3,7.98,2,4,4,1,0.14,0,0,17.5,1,5.16,481,MNC
25,Bachelors,Tier 2,7.07,1,1,5,0,0.97,0,0,12.0,1,7.2,435,Mid-size
24,Bachelors,Tier 2,8.08,2,2,2,2,1.26,0,0,11.0,1,6.44,487,MNC
22,Masters,Tier 3,7.78,1,1,4,3,0.26,0,0,14.5,1,5.58,428,Startup
32,Bachelors,Tier 3,7.27,2,3,5,1,0.85,0,0,17.5,1,5.47,449,MNC
29,Bachelors,Tier 1,7.95,3,6,4,2,0.25,0,0,23.0,1,7.61,459,Startup
31,Bachelors,Tier 1,7.88,2,4,4,1,3.49,0,1,17.5,1,8.16,603,Startup
34,Bachelors,Tier 3,6.67,1,3,3,1,1.47,1,0,14.5,0,8.56,652,Startup
34,Masters,Tier 1,8.15,1,1,1,1,0.61,0,0,5.5,0,6.95,336,Mid-size
25,Bachelors,Tier 2,7.83,1,5,1,0,0.43,0,0,12.0,0,7.81,544,Mid-size
32,Bachelors,Tier 2,8.05,1,2,4,1,6.03,2,0,15.5,0,9.19,664,Mid-size
32,Masters,Tier 2,7.51,4,2,1,0,1.09,0,1,6.0,1,3.38,494,MNC
24,Bachelors,Tier 2,7.32,4,1,1,1,2.25,1,0,6.5,0,4.3,675,Startup
34,Bachelors,Tier 1,7.35,2,6,2,1,0.05,0,1,17.5,0,8.48,494,MNC
24,Masters,Tier 2,7.49,4,4,1,1,0.33,0,0,11.5,1,4.99,494,Startup
31,Masters,Tier 3,7.08,0,5,3,1,0.55,0,0,17.5,0,8.64,416,Mid-size
30,Masters,Tier 3,7.5,2,4,4,1,0.29,0,1,17.5,0,6.26,444,Mid-size
24,Masters,Tier 2,6.83,2,6,2,4,0.49,1,1,23.0,1,3.76,348,Mid-size
24,Bachelors,Tier 3,6.8,6,6,2,1,0.61,1,0,18.5,1,8.03,715,Startup
34,Bachelors,Tier 2,8.6,3,3,4,1,0.51,0,0,15.5,1,8.9,600,Mid-size
30,Bachelors,Tier 2,6.51,0,2,5,0,0.02,0,0,14.0,1,8.59,448,Startup
23,Bachelors,Tier 3,7.04,2,4,3,0,1.28,3,0,17.0,1,5.65,402,MNC
27,Bachelors,Tier 2,7.8,0,0,2,0,1.84,0,1,4.0,0,4.62,524,Mid-size
25,PhD,Tier 2,8.0,0,0,3,3,0.33,0,1,10.5,1,4.25,447,Mid-size
23,Bachelors,Tier 2,7.43,1,3,4,2,2.85,0,0,17.0,1,5.61,648,Mid-size
33,Masters,Tier 3,6.53,1,5,1,1,1.2,0,0,13.5,0,4.02,444,MNC
28,Bachelors,Tier 3,8.17,1,2,5,3,0.81,0,0,18.5,1,5.56,313,Mid-size
31,Bachelors,Tier 2,7.36,4,1,5,0,0.05,2,0,14.0,1,6.81,337,Mid-size
23,Masters,Tier 2,6.78,1,3,4,1,0.13,0,0,15.5,0,4.05,471,Mid-size
33,Bachelors,Tier 2,7.77,1,2,2,0,0.58,0,0,8.0,1,3.32,428,MNC
32,Bachelors,Tier 3,7.93,1,3,5,0,3.9,2,0,18.0,1,5.06,383,Startup
34,Masters,Tier 2,7.14,1,5,4,0,4.56,0,2,18.0,1,3.76,460,MNC
29,Bachelors,Tier 3,6.97,2,2,4,2,0.29,1,0,16.0,0,5.54,343,Mid-size
23,Bachelors,Tier 2,7.63,3,2,5,1,0.88,0,0,15.5,1,5.3,349,Mid-size
24,Bachelors,Tier 3,6.4,4,4,4,3,0.71,2,0,22.5,1,6.34,425,Mid-size
31,Bachelors,Tier 1,7.99,2,4,2,1,0.28,1,0,14.5,1,3.75,554,MNC
26,Masters,Tier 2,7.02,1,4,2,0,1.35,0,0,12.0,1,5.48,644,Mid-size
23,Bachelors,Tier 1,7.31,0,2,5,1,1.28,0,0,15.5,1,3.73,406,MNC
21,Bachelors,Tier 2,7.21,3,2,2,0,0.97,0,0,8.0,0,5.25,478,Mid-size
30,Masters,Tier 2,8.88,1,2,4,0,0.58,0,2,12.0,1,3.39,593,MNC
23,Bachelors,Tier 3,5.53,1,6,1,1,2.6,0,0,15.5,1,7.78,632,Mid-size
23,Bachelors,Tier 1,6.96,2,1,4,1,0.01,1,1,12.5,0,4.56,579,Startup
22,Bachelors,Tier 2,6.98,1,2,4,0,0.3,0,0,12.0,1,6.93,508,Startup
30,Masters,Tier 3,7.38,3,3,3,2,2.84,0,1,15.0,1,6.34,201,Startup
29,Masters,Tier 2,6.31,1,4,4,0,0.05,0,0,16.0,0,3.1,493,MNC
29,Bachelors,Tier 1,5.94,1,2,1,2,0.74,2,0,11.0,1,4.52,428,Startup
26,Masters,Tier 2,8.28,0,4,3,3,3.06,0,0,18.5,1,5.66,435,Mid-size
32,Bachelors,Tier 3,6.79,1,4,5,0,0.42,1,1,19.0,0,5.68,506,MNC
24,Bachelors,Tier 1,8.23,1,5,1,0,5.49,0,0,12.0,1,8.0,563,Startup
25,Bachelors,Tier 2,7.65,1,4,4,0,1.28,0,2,16.0,1,8.93,513,MNC
24,Bachelors,Tier 1,6.28,1,5,4,0,2.48,0,0,18.0,0,4.36,731,Mid-size
23,Bachelors,Tier 1,7.99,1,2,2,1,1.03,0,0,9.5,0,4.79,647,Startup
22,Bachelors,Tier 3,7.31,0,3,2,4,0.11,0,0,16.0,1,8.52,480,MNC
34,Bachelors,Tier 1,7.19,2,4,1,1,2.26,1,0,12.5,1,5.42,342,Mid-size
34,Bachelors,Tier 2,5.23,0,1,4,0,0.57,1,0,11.0,1,7.38,395,MNC
