age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
24,Bachelors,Tier 2,6.87,1,1,1,0,0.62,0,0,4.0,1,4.74,251,MNC
22,Bachelors,Tier 2,7.14,1,2,3,0,0.64,0,0,10.0,0,8.7,214,MNC
26,Bachelors,Tier 3,5.89,1,2,4,0,3.14,0,0,12.0,1,8.61,536,Mid-size
26,Masters,Tier 3,6.38,2,4,2,1,0.4,0,1,13.5,1,9.51,500,MNC
31,Bachelors,Tier 1,7.45,0,4,4,1,0.38,1,0,18.5,0,4.59,495,MNC
32,Bachelors,Tier 1,8.94,1,5,1,2,0.77,0,0,15.0,1,8.01,249,Mid-size
32,Bachelors,Tier 3,8.12,3,0,2,1,2.96,0,0,5.5,1,9.38,562,Startup
32,Masters,Tier 1,6.78,2,6,4,2,0.77,0,0,23.0,1,7.84,341,Mid-size
27,Bachelors,Tier 3,7.0,0,2,3,3,1.12,1,0,15.5,1,9.29,399,Startup
29,Bachelors,Tier 1,9.22,0,0,2,0,5.65,0,0,4.0,1,7.52,223,Mid-size
30,Masters,Tier 2,8.43,3,3,1,0,0.55,1,0,9.0,1,9.81,671,Startup
32,Bachelors,Tier 3,6.94,0,4,1,1,1.53,0,0,11.5,0,4.19,337,Startup
34,PhD,Tier 2,6.41,0,2,5,0,0.85,1,0,15.0,0,3.28,292,Startup
22,Bachelors,Tier 3,6.76,0,2,3,0,0.39,0,0,10.0,1,7.65,463,Startup
33,Bachelors,Tier 2,7.11,3,0,4,0,2.08,0,0,8.0,1,8.62,394,MNC
34,Bachelors,Tier 1,7.66,2,5,3,0,0.67,1,0,17.0,0,4.32,625,Mid-size
25,Bachelors,Tier 2,7.66,0,4,1,1,0.67,0,0,11.5,1,6.65,222,MNC
25,Masters,Tier 2,6.78,4,3,4,3,3.07,0,0,18.5,0,3.7,504,Mid-size
23,Bachelors,Tier 1,5.77,0,5,5,1,1.36,1,0,22.5,0,7.07,558,MNC
27,Bachelors,Tier 2,8.04,2,0,3,1,1.69,0,0,7.5,0,4.51,520,MNC
24,Masters,Tier 3,7.36,1,6,1,1,1.43,1,0,16.5,1,8.8,482,Mid-size
27,Bachelors,Tier 2,6.7,0,1,1,0,0.63,1,0,5.0,1,6.34,188,Mid-size
30,Bachelors,Tier 1,7.73,0,3,2,0,0.88,1,0,11.0,0,4.68,214,MNC
26,Bachelors,Tier 3,7.7,0,7,5,0,1.95,2,0,26.0,0,6.49,244,MNC
21,Bachelors,Tier 1,7.93,3,5,1,2,0.99,1,0,16.0,0,6.76,458,Startup
30,Masters,Tier 3,7.1,1,5,5,0,1.41,0,0,20.0,1,8.79,318,Mid-size
22,Bachelors,Tier 2,8.37,1,5,1,0,2.13,1,0,13.0,1,3.6,315,Mid-size
21,Masters,Tier 1,7.73,0,3,3,0,1.66,0,0,12.0,1,6.73,425,Startup
26,Bachelors,Tier 1,8.38,4,1,4,1,0.48,0,1,11.5,0,3.92,360,MNC
23,Masters,Tier 1,7.47,2,3,1,1,0.77,0,0,9.5,1,7.93,526,Mid-size
28,Bachelors,Tier 1,8.73,1,4,1,4,0.53,1,0,17.0,1,8.07,228,MNC
27,Bachelors,Tier 2,8.31,3,4,4,1,1.91,0,0,17.5,1,7.26,346,Mid-size
30,Bachelors,Tier 2,7.09,0,3,2,0,1.16,0,1,10.0,1,4.01,517,Startup
22,Bachelors,Tier 2,7.92,1,0,3,2,0.95,0,1,9.0,1,3.65,374,Mid-size
21,Bachelors,Tier 2,7.74,2,6,1,1,0.24,1,0,16.5,1,5.07,258,MNC
27,Bachelors,Tier 3,7.44,0,3,1,0,0.58,2,1,10.0,1,6.28,278,Startup
32,Masters,Tier 3,7.41,1,7,1,1,0.98,0,1,17.5,1,4.48,467,Startup
27,Masters,Tier 2,8.09,2,4,4,3,1.66,0,0,20.5,0,6.65,604,Mid-size
27,Masters,Tier 2,5.97,2,2,3,1,0.61,1,0,12.5,1,4.81,350,Startup
30,Masters,Tier 2,5.56,0,5,2,0,0.75,1,0,15.0,0,3.2,568,Mid-size
25,Bachelors,Tier 1,6.91,2,4,1,1,3.27,1,0,12.5,1,3.95,378,MNC
30,Bachelors,Tier 2,7.73,1,1,4,1,0.48,0,0,11.5,1,5.05,110,Mid-size
26,Masters,Tier 2,7.43,2,2,3,2,1.07,1,1,14.0,0,8.29,519,Mid-size
30,Bachelors,Tier 1,6.19,1,6,1,0,2.43,0,0,14.0,1,7.51,445,MNC
21,Bachelors,Tier 2,6.33,2,4,1,1,1.53,0,0,11.5,0,4.44,506,Mid-size
26,Bachelors,Tier 3,7.43,1,3,3,0,0.36,2,0,14.0,1,5.77,524,Startup
23,Bachelors,Tier 2,7.55,1,3,1,1,1.54,1,1,10.5,0,5.07,251,Startup
30,Masters,Tier 1,7.64,2,2,3,2,0.48,0,0,13.0,1,3.9,439,Startup
27,Bachelors,Tier 2,5.8,3,5,3,1,0.08,0,1,17.5,1,7.08,433,MNC
30,Masters,Tier 3,5.73,0,0,4,1,3.35,0,0,9.5,1,9.15,325,MNC
34,Bachelors,Tier 1,8.17,2,2,2,1,0.57,0,1,9.5,1,9.76,402,Startup
27,Bachelors,Tier 3,7.8,0,4,3,0,1.41,0,0,14.0,1,9.13,467,Mid-size
34,Masters,Tier 3,7.85,3,7,5,1,0.65,1,0,26.5,1,3.14,479,Startup
26,Bachelors,Tier 1,7.88,1,5,3,1,0.7,1,0,18.5,1,8.71,782,Startup
23,PhD,Tier 1,7.32,3,1,5,1,1.94,1,0,14.5,0,4.67,422,Mid-size
32,Bachelors,Tier 2,5.8,0,3,4,1,0.6,0,1,15.5,0,7.08,450,Startup
29,Bachelors,Tier 1,6.06,2,1,5,0,1.28,1,0,13.0,1,3.1,317,Startup
29,Bachelors,Tier 3,8.47,2,3,5,2,0.95,0,0,19.0,1,6.16,309,Startup
23,Masters,Tier 2,8.23,1,6,4,0,0.01,0,0,20.0,1,4.3,290,Startup
34,Masters,Tier 2,7.64,1,2,1,0,0.69,0,0,6.0,1,8.38,422,MNC
28,Bachelors,Tier 2,6.63,3,4,5,0,3.27,0,0,18.0,1,5.69,401,Startup
30,Masters,Tier 1,8.0,2,6,2,1,2.4,2,0,19.5,1,4.65,625,Startup
27,Masters,Tier 2,7.19,2,2,5,1,2.99,0,0,15.5,1,7.28,471,Startup
21,Masters,Tier 2,6.51,0,2,2,0,0.25,1,0,9.0,1,8.66,435,Startup
23,Bachelors,Tier 3,7.4,3,5,5,2,0.63,1,1,24.0,1,9.9,557,MNC
24,Bachelors,Tier 2,7.23,2,3,1,1,0.58,1,0,10.5,1,7.28,468,Mid-size
24,Bachelors,Tier 1,9.14,3,5,4,2,1.02,1,0,22.0,1,7.12,532,Startup
22,Bachelors,Tier 2,6.6,1,4,5,1,1.32,1,0,20.5,1,6.54,273,Mid-size
28,Bachelors,Tier 2,6.49,3,0,4,3,0.1,1,0,13.5,1,6.82,330,Mid-size
32,Bachelors,Tier 1,8.44,3,3,3,1,0.48,0,0,13.5,1,8.45,396,Mid-size
21,Bachelors,Tier 1,7.39,3,6,3,1,0.1,2,0,21.5,0,9.96,587,MNC
29,Bachelors,Tier 2,7.69,1,2,5,0,2.12,0,0,14.0,1,9.52,621,MNC
22,Bachelors,Tier 1,7.61,3,5,3,1,0.85,0,0,17.5,1,8.0,521,MNC
26,Masters,Tier 1,7.22,3,3,1,1,1.17,1,0,10.5,0,5.67,354,MNC
29,Masters,Tier 2,7.47,2,2,3,0,1.58,0,0,10.0,1,6.04,700,Mid-size
25,Bachelors,Tier 2,7.34,2,2,3,1,1.12,1,1,12.5,1,4.31,515,MNC
33,Bachelors,Tier 1,6.92,1,3,2,1,1.38,0,0,11.5,1,4.25,471,Startup
34,Masters,Tier 2,8.57,0,7,3,0,0.93,1,0,21.0,1,9.18,420,Mid-size
33,Bachelors,Tier 3,8.07,2,1,5,1,1.23,0,0,13.5,1,7.41,390,MNC
24,Bachelors,Tier 2,8.17,1,2,5,0,2.06,1,0,15.0,1,8.22,307,MNC
30,Masters,Tier 3,6.31,1,5,1,2,1.04,0,0,15.0,1,5.43,482,MNC
30,Bachelors,Tier 2,8.08,3,5,3,0,0.9,0,0,16.0,1,4.64,570,Startup
26,Masters,Tier 1,6.4,1,2,4,1,0.37,1,0,14.5,1,8.26,820,Mid-size
27,Bachelors,Tier 1,6.47,0,4,5,0,0.13,0,1,18.0,1,6.27,315,MNC
31,Masters,Tier 2,8.07,4,3,3,1,0.32,2,0,15.5,1,6.5,679,MNC
27,Bachelors,Tier 3,8.17,2,1,1,0,1.48,1,0,5.0,0,3.32,290,Mid-size
26,Bachelors,Tier 2,7.78,1,2,1,2,3.54,0,0,9.0,0,4.53,324,Startup
30,Bachelors,Tier 2,7.69,2,4,4,0,0.26,0,0,16.0,1,3.44,558,Startup
22,Masters,Tier 1,7.29,0,7,2,1,1.59,0,0,19.5,1,9.24,450,Startup
28,Bachelors,Tier 3,7.45,1,2,4,2,1.29,0,1,15.0,1,3.87,722,Mid-size
33,Bachelors,Tier 2,8.1,2,2,2,1,0.5,1,1,10.5,1,5.51,680,Mid-size
27,Masters,Tier 3,8.81,2,1,2,3,2.17,1,0,11.5,1,3.86,494,Startup
30,Bachelors,Tier 1,7.35,3,8,5,3,0.84,0,0,30.5,1,4.47,407,MNC
22,Bachelors,Tier 1,6.75,1,7,3,3,2.7,0,0,24.5,1,3.05,518,Startup
26,Bachelors,Tier 2,6.63,2,1,2,0,1.76,1,0,7.0,1,8.98,524,Startup
28,Bachelors,Tier 3,6.3,1,4,2,1,0.51,0,0,13.5,1,8.19,225,Mid-size
23,Masters,Tier 3,7.84,0,5,1,0,2.05,0,0,12.0,0,3.16,386,MNC
28,Bachelors,Tier 3,8.16,1,3,2,2,0.79,0,0,13.0,0,5.99,555,MNC
34,Bachelors,Tier 1,7.11,0,2,5,0,0.1,0,0,14.0,1,3.69,432,Mid-size
31,PhD,Tier 3,7.49,1,2,5,1,0.75,0,0,15.5,0,9.17,582,Startup
33,Bachelors,Tier 2,6.75,2,3,1,0,0.76,0,0,8.0,0,4.57,453,MNC
33,Bachelors,Tier 2,7.67,4,4,1,4,0.68,0,0,16.0,1,7.62,596,MNC
24,Bachelors,Tier 1,7.49,3,3,3,0,1.21,3,0,15.0,1,5.33,467,Mid-size
25,Bachelors,Tier 1,5.86,3,2,4,1,0.56,0,0,13.5,1,7.6,716,MNC
27,Bachelors,Tier 3,8.91,1,3,4,0,0.19,2,0,16.0,1,3.12,512,Mid-size
24,Bachelors,Tier 3,6.9,2,2,3,2,0.11,0,1,13.0,1,5.1,423,Mid-size
23,Bachelors,Tier 1,6.93,0,3,4,0,0.07,0,0,14.0,1,6.32,372,MNC
34,PhD,Tier 3,8.16,1,3,2,0,0.78,0,0,10.0,0,4.44,560,Mid-size
27,PhD,Tier 1,5.92,1,8,5,1,0.16,0,0,27.5,1,4.05,432,Startup
27,Masters,Tier 1,8.27,4,1,4,1,1.18,0,3,11.5,1,4.91,326,MNC
25,Masters,Tier 1,6.81,0,6,4,3,0.86,0,0,24.5,0,6.33,444,MNC
22,Bachelors,Tier 1,7.59,1,4,5,2,5.7,0,1,21.0,1,9.27,631,Startup
26,Masters,Tier 2,7.76,2,4,1,1,0.45,0,0,11.5,1,7.42,158,MNC
27,Bachelors,Tier 2,7.66,2,3,5,0,0.35,0,1,16.0,1,4.77,600,Startup
31,Bachelors,Tier 3,7.34,2,1,5,1,0.91,0,0,13.5,1,8.47,459,MNC
31,Masters,Tier 3,8.29,1,2,4,1,3.29,0,1,13.5,1,4.35,597,MNC
32,Bachelors,Tier 1,7.4,0,2,5,1,5.03,0,0,15.5,1,9.19,288,MNC
28,PhD,Tier 2,7.35,0,9,1,3,1.22,0,0,24.5,0,7.99,447,Mid-size
33,Bachelors,Tier 3,6.47,0,2,5,1,3.43,0,0,15.5,0,8.78,413,MNC
30,Bachelors,Tier 2,7.23,0,2,4,1,0.11,0,0,13.5,1,8.12,473,Startup
23,Bachelors,Tier 3,6.98,1,2,1,2,0.38,2,0,11.0,1,7.89,417,MNC
33,Masters,Tier 1,8.16,0,7,2,2,4.05,2,0,23.0,1,4.88,451,MNC
25,Masters,Tier 1,7.53,1,4,5,1,0.54,1,0,20.5,1,3.43,269,MNC
25,Bachelors,Tier 2,8.92,2,1,1,1,1.74,0,0,5.5,1,6.22,414,MNC
21,Masters,Tier 1,6.75,2,3,3,1,3.04,0,0,13.5,1,4.44,414,Mid-size
30,Masters,Tier 1,6.64,2,1,5,0,0.19,0,0,12.0,0,5.31,234,Startup
34,Bachelors,Tier 2,9.23,0,1,4,2,2.9,1,1,14.0,0,9.29,447,Mid-size
28,Bachelors,Tier 2,8.13,1,7,3,0,2.23,0,0,20.0,1,8.31,397,Startup
29,Bachelors,Tier 2,8.27,1,3,1,4,0.89,2,0,16.0,1,5.62,639,MNC
24,Bachelors,Tier 1,4.66,4,6,5,1,2.43,1,0,24.5,1,3.91,460,MNC
34,PhD,Tier 1,7.39,1,3,1,0,0.61,0,0,8.0,1,5.34,484,MNC
26,Bachelors,Tier 1,9.03,2,2,5,0,0.54,0,0,14.0,1,7.36,345,Startup
25,Bachelors,Tier 2,7.54,2,1,4,2,1.87,1,0,14.0,0,4.03,188,Mid-size
23,Bachelors,Tier 1,8.74,1,5,5,0,1.06,1,0,21.0,1,7.72,568,MNC
31,Masters,Tier 3,7.28,2,0,4,2,2.98,0,0,11.0,1,3.58,523,MNC
21,Bachelors,Tier 1,7.65,0,2,3,2,0.22,1,1,14.0,1,3.56,569,MNC
28,PhD,Tier 1,7.04,0,3,2,1,2.34,0,0,11.5,1,4.77,444,Startup
29,Bachelors,Tier 1,8.08,0,3,2,0,4.72,1,0,11.0,1,8.51,448,Mid-size
21,Masters,Tier 1,7.47,2,1,2,2,0.41,0,0,9.0,1,3.2,407,Mid-size
26,Masters,Tier 2,7.86,3,6,2,0,0.15,0,1,16.0,1,7.97,467,Mid-size
28,Bachelors,Tier 1,6.58,4,5,1,2,3.77,0,1,15.0,1,7.38,336,Mid-size
24,Bachelors,Tier 3,6.06,0,5,3,3,0.43,0,0,20.5,0,3.19,388,MNC
28,Bachelors,Tier 2,7.76,0,2,5,0,1.65,0,0,14.0,1,5.52,578,MNC
34,Bachelors,Tier 2,8.96,2,2,5,2,7.08,0,0,17.0,1,3.66,371,Startup
30,Bachelors,Tier 2,7.87,1,4,3,0,0.57,2,1,16.0,1,4.62,416,Startup
27,Bachelors,Tier 1,8.44,1,2,4,2,0.57,0,0,15.0,0,5.84,477,Mid-size
32,Masters,Tier 1,8.62,2,2,5,0,0.64,0,0,14.0,1,4.96,427,Mid-size
24,Bachelors,Tier 3,7.01,1,5,3,1,3.88,2,0,19.5,1,4.19,513,Startup
23,Masters,Tier 2,6.52,2,3,4,0,0.64,1,0,15.0,0,4.43,291,MNC
25,Bachelors,Tier 1,7.36,3,3,1,1,3.3,2,0,11.5,1,7.18,615,Mid-size
23,Bachelors,Tier 2,7.43,2,4,5,0,2.78,1,1,19.0,1,7.71,503,MNC
25,Masters,Tier 3,7.12,3,4,3,2,6.62,1,0,18.0,1,6.82,520,Mid-size
31,Bachelors,Tier 2,6.98,0,5,2,2,0.1,0,0,17.0,1,7.54,462,MNC
31,Bachelors,Tier 1,7.27,1,3,2,2,2.04,0,2,13.0,1,8.87,302,MNC
27,Bachelors,Tier 2,8.84,2,2,1,1,1.8,0,1,7.5,1,3.87,621,Mid-size
34,Bachelors,Tier 2,7.44,0,4,2,0,0.78,0,0,12.0,1,3.3,427,Startup
31,Masters,Tier 3,7.47,0,4,3,0,0.13,2,0,16.0,1,5.88,366,Mid-size
31,Bachelors,Tier 1,7.08,4,6,3,1,0.52,0,0,19.5,1,8.4,316,Mid-size
31,Masters,Tier 3,7.55,2,3,2,1,2.51,0,0,11.5,0,6.45,443,MNC
33,Bachelors,Tier 3,6.58,2,4,3,3,3.11,0,0,18.5,1,5.48,394,MNC
32,Bachelors,Tier 3,7.88,0,4,1,1,0.08,0,0,11.5,0,7.82,678,Startup
26,Masters,Tier 2,8.51,2,2,1,2,0.66,0,0,9.0,1,3.48,562,Startup
22,Bachelors,Tier 2,7.91,0,3,4,3,0.22,0,0,18.5,1,7.63,304,Mid-size
22,Masters,Tier 3,6.3,1,7,1,0,0.49,1,0,17.0,1,4.22,225,MNC
27,Bachelors,Tier 2,9.28,1,5,2,0,0.3,0,0,14.0,1,5.44,357,Startup
32,Bachelors,Tier 2,8.1,1,2,4,1,3.04,2,0,15.5,1,5.79,300,MNC
25,Bachelors,Tier 1,7.74,0,2,4,1,0.14,0,0,13.5,1,8.0,448,Startup
26,Bachelors,Tier 2,6.16,3,7,1,1,0.32,0,0,17.5,0,8.77,432,Startup
30,Bachelors,Tier 1,5.86,6,4,4,2,1.27,1,0,20.0,1,5.82,598,Mid-size
21,Bachelors,Tier 3,7.32,0,1,3,0,0.32,1,2,9.0,1,5.2,425,Mid-size
23,PhD,Tier 2,7.22,3,1,2,2,1.48,1,1,10.0,0,5.79,444,Startup
26,Masters,Tier 2,7.33,2,4,5,0,2.77,1,0,19.0,1,8.59,449,MNC
29,Bachelors,Tier 2,6.43,2,2,1,1,1.42,0,0,7.5,1,4.85,455,Startup
27,Bachelors,Tier 1,8.52,2,1,5,0,0.32,0,0,12.0,1,9.14,503,MNC
21,Bachelors,Tier 2,6.78,1,4,1,0,0.71,1,0,11.0,0,7.22,288,Mid-size
30,Bachelors,Tier 2,7.57,2,2,3,3,5.21,1,0,15.5,1,4.48,427,Startup
27,Bachelors,Tier 3,7.07,2,2,4,0,1.58,0,0,12.0,1,8.53,536,MNC
21,Bachelors,Tier 2,8.5,3,0,2,0,0.24,2,1,6.0,1,4.89,134,Startup
22,Bachelors,Tier 3,7.53,0,1,5,0,0.33,1,0,13.0,0,6.5,287,MNC
23,Bachelors,Tier 1,7.19,0,1,4,2,2.28,2,0,15.0,1,8.87,382,MNC
26,Masters,Tier 2,5.31,2,3,1,1,1.27,1,0,10.5,1,7.26,453,MNC
24,Bachelors,Tier 1,6.54,2,3,4,0,0.33,1,0,15.0,1,5.28,631,MNC
24,Bachelors,Tier 3,9.77,1,2,1,0,3.17,0,0,6.0,1,9.54,453,Startup
27,Bachelors,Tier 3,7.11,1,2,4,0,1.65,0,0,12.0,1,6.71,275,Startup
24,Bachelors,Tier 2,7.93,1,4,4,1,0.59,0,0,17.5,0,7.38,383,MNC
32,Masters,Tier 2,5.71,1,2,2,0,0.39,0,1,8.0,1,9.45,635,MNC
24,Masters,Tier 2,8.4,0,1,3,0,1.18,1,0,9.0,0,3.75,427,MNC
21,Masters,Tier 2,6.75,1,1,5,1,0.17,1,0,14.5,0,4.65,517,MNC
33,Bachelors,Tier 3,6.6,2,4,3,0,1.06,0,0,14.0,1,9.6,519,MNC
30,Bachelors,Tier 2,8.78,1,4,5,0,3.39,0,0,18.0,1,6.78,386,MNC
31,Bachelors,Tier 3,7.79,1,2,2,2,0.64,0,0,11.0,1,5.68,537,Mid-size
33,Bachelors,Tier 1,6.32,0,4,1,0,4.65,0,0,10.0,1,9.5,510,MNC
33,Masters,Tier 1,7.22,0,1,4,2,0.41,1,0,14.0,1,5.62,426,Mid-size
31,Bachelors,Tier 1,8.07,0,2,1,1,0.84,0,1,7.5,1,8.32,531,MNC
24,Masters,Tier 3,8.53,0,4,3,2,0.25,0,0,17.0,1,7.34,448,MNC
29,Bachelors,Tier 2,6.61,1,6,2,0,0.09,0,0,16.0,1,7.21,290,Mid-size
27,PhD,Tier 2,7.51,0,7,5,1,0.12,0,0,25.5,1,9.54,523,Startup
30,Masters,Tier 1,6.3,0,3,5,0,3.24,1,0,17.0,1,9.7,505,Startup
30,Masters,Tier 2,8.16,3,2,3,0,0.52,0,0,10.0,1,5.35,437,Mid-size
25,Bachelors,Tier 1,8.26,3,5,2,0,1.08,0,1,14.0,1,3.82,399,MNC
26,Masters,Tier 2,8.1,1,7,1,1,0.6,1,0,18.5,0,8.14,467,MNC
27,Bachelors,Tier 2,8.42,0,2,4,2,1.07,0,0,15.0,1,5.91,527,MNC
22,Bachelors,Tier 1,7.15,1,4,3,1,3.21,0,0,15.5,1,3.84,471,Startup
31,Bachelors,Tier 2,7.93,3,1,5,0,1.6,2,1,14.0,1,4.24,439,MNC
33,Masters,Tier 3,6.22,2,2,4,1,0.51,0,2,13.5,1,8.77,600,Mid-size
32,Bachelors,Tier 2,7.26,1,3,1,1,0.83,0,0,9.5,0,9.28,323,MNC
32,Bachelors,Tier 2,8.62,1,5,2,0,0.42,1,0,15.0,1,4.17,396,MNC
23,Bachelors,Tier 2,8.38,2,3,4,1,3.83,0,0,15.5,1,6.86,694,Startup
27,Bachelors,Tier 3,7.24,2,4,1,0,1.42,0,0,10.0,1,3.74,347,MNC
30,Masters,Tier 1,7.68,0,2,4,0,2.12,1,0,13.0,1,5.01,535,Startup
24,Masters,Tier 2,5.86,1,5,5,0,1.49,2,0,22.0,1,3.9,414,MNC
24,Bachelors,Tier 3,6.29,0,5,4,1,0.08,0,0,19.5,1,7.58,474,Mid-size
22,Bachelors,Tier 2,5.88,0,6,3,2,0.32,0,1,21.0,1,5.18,335,Startup
22,PhD,Tier 3,6.87,3,4,5,0,0.54,0,0,18.0,0,6.5,652,MNC
22,Bachelors,Tier 2,7.44,2,2,2,1,0.19,0,0,9.5,1,4.31,585,Mid-size
28,Bachelors,Tier 3,8.87,0,4,5,1,0.86,0,0,19.5,0,9.6,351,Startup
31,Bachelors,Tier 3,7.17,3,3,5,1,1.21,1,0,18.5,1,9.52,445,Mid-size
23,Bachelors,Tier 2,5.89,3,3,5,1,2.32,1,0,18.5,0,6.7,411,MNC
24,Bachelors,Tier 1,7.75,1,3,1,0,0.2,0,0,8.0,1,4.95,519,Startup
32,Bachelors,Tier 2,7.44,0,1,1,1,0.85,0,1,5.5,0,8.18,258,Startup
26,Bachelors,Tier 2,8.16,1,3,3,1,0.12,0,1,13.5,1,5.01,587,MNC
33,Masters,Tier 3,7.15,0,4,3,5,1.28,0,0,21.5,1,9.83,422,MNC
21,Bachelors,Tier 3,6.82,2,2,4,1,0.92,0,0,13.5,0,4.7,541,Mid-size
25,Masters,Tier 1,8.75,1,6,5,1,3.48,0,2,23.5,1,9.48,410,MNC
24,PhD,Tier 2,6.16,0,2,5,1,0.32,1,0,16.5,1,3.25,631,MNC
33,Bachelors,Tier 3,5.92,4,3,1,1,0.75,1,0,10.5,1,4.13,538,MNC
30,Masters,Tier 2,7.19,1,1,1,2,0.6,2,0,9.0,0,6.69,284,Mid-size
28,Bachelors,Tier 1,7.62,0,1,3,1,0.15,2,0,11.5,1,3.23,408,Mid-size
31,Masters,Tier 1,7.53,2,4,4,1,1.31,0,0,17.5,0,8.66,398,Mid-size
24,Masters,Tier 1,7.9,2,1,2,0,0.14,1,0,7.0,1,7.08,500,Startup
31,Bachelors,Tier 2,7.44,0,4,1,0,2.14,0,0,10.0,1,8.35,557,MNC
29,Bachelors,Tier 3,9.06,2,3,1,1,0.29,0,1,9.5,1,6.1,536,MNC
29,Masters,Tier 2,6.57,1,2,5,0,1.25,1,1,15.0,0,3.77,356,MNC
29,Bachelors,Tier 3,8.41,2,1,1,0,0.52,1,0,5.0,0,6.28,715,Mid-size
22,Masters,Tier 2,8.95,1,4,3,2,5.08,0,0,17.0,1,5.33,322,MNC
23,Bachelors,Tier 2,6.91,0,2,5,0,2.99,0,0,14.0,1,5.53,408,MNC
29,Bachelors,Tier 2,6.96,2,3,2,0,2.29,1,0,11.0,1,9.24,589,Startup
22,Bachelors,Tier 2,8.23,1,1,3,0,1.88,1,0,9.0,1,3.73,410,MNC
21,Bachelors,Tier 3,7.66,1,2,2,1,0.35,2,0,11.5,0,7.18,445,Mid-size
21,Bachelors,Tier 2,8.29,1,3,3,1,0.74,0,0,13.5,1,5.54,737,Startup
32,Bachelors,Tier 1,6.88,1,1,1,0,4.68,0,0,4.0,1,4.63,326,Mid-size
32,Bachelors,Tier 2,8.05,1,3,5,1,0.46,1,0,18.5,1,7.86,406,Mid-size
34,Masters,Tier 1,8.16,1,1,3,1,2.52,1,0,10.5,1,9.19,410,MNC
28,Masters,Tier 3,7.32,0,3,1,1,0.19,0,0,9.5,0,5.74,366,MNC
27,Bachelors,Tier 3,5.18,2,5,1,1,0.75,1,0,14.5,0,8.71,424,Startup
32,Bachelors,Tier 3,7.54,1,3,4,0,1.81,0,0,14.0,1,5.24,411,MNC
31,Masters,Tier 1,6.62,1,5,1,1,2.17,0,0,13.5,1,9.82,472,MNC
31,Masters,Tier 2,6.54,2,1,3,0,1.4,0,0,8.0,0,7.55,393,MNC
29,Bachelors,Tier 3,6.09,3,5,2,1,0.77,0,0,15.5,0,4.99,497,Startup
24,Masters,Tier 3,8.65,2,4,1,0,0.21,1,1,11.0,1,5.42,476,MNC
29,Bachelors,Tier 3,8.6,2,1,2,0,1.18,1,0,7.0,1,7.69,249,Startup
28,Bachelors,Tier 2,7.83,3,0,4,2,2.23,1,0,12.0,1,8.53,678,Mid-size
25,Masters,Tier 3,8.18,4,2,3,0,0.07,0,0,10.0,1,9.76,266,MNC
31,Masters,Tier 2,8.02,1,3,3,0,2.38,0,0,12.0,1,3.51,525,Startup
22,Masters,Tier 2,7.02,2,4,1,1,0.85,0,0,11.5,0,4.21,477,MNC
