age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
23,Bachelors,Tier 1,8.61,0,4,5,0,1.54,0,0,18.0,1,6.05,459,MNC
32,Bachelors,Tier 1,7.08,1,1,1,0,0.48,1,0,5.0,1,9.08,387,MNC
31,PhD,Tier 1,8.34,3,4,1,0,0.38,1,0,11.0,1,7.53,666,Startup
33,Masters,Tier 1,8.4,5,3,5,0,0.2,1,0,17.0,1,3.89,428,MNC
27,Masters,Tier 2,8.9,3,7,4,0,0.38,0,0,22.0,1,8.2,427,Startup
30,Bachelors,Tier 3,7.7,0,2,5,1,1.19,0,0,15.5,1,3.63,521,MNC
33,Bachelors,Tier 3,7.71,4,7,1,1,2.77,0,0,17.5,1,9.73,377,MNC
22,Masters,Tier 2,7.05,0,1,3,0,5.27,0,0,8.0,0,5.88,514,MNC
24,Bachelors,Tier 2,8.73,0,1,1,3,3.13,1,0,9.5,1,7.29,401,MNC
33,Bachelors,Tier 1,8.31,2,4,2,2,1.46,0,0,15.0,1,8.9,585,MNC
34,Masters,Tier 2,7.69,5,2,4,0,0.02,0,0,12.0,1,9.77,431,Startup
32,Bachelors,Tier 2,6.98,0,3,4,1,1.26,0,0,15.5,1,3.85,643,MNC
25,Masters,Tier 2,5.76,0,6,5,0,3.13,2,0,24.0,0,3.27,526,MNC
27,Masters,Tier 1,7.93,3,3,5,3,0.89,2,0,22.5,0,7.67,272,MNC
28,Bachelors,Tier 2,8.0,1,3,5,0,5.37,0,0,16.0,0,5.94,599,MNC
34,Masters,Tier 1,6.81,1,2,1,2,0.09,0,1,9.0,1,8.39,590,Mid-size
31,Masters,Tier 1,7.17,5,5,2,3,0.73,0,1,18.5,1,6.77,396,MNC
21,Bachelors,Tier 2,7.69,2,3,5,0,1.06,0,0,16.0,1,7.51,175,Startup
23,Masters,Tier 1,7.18,0,2,4,0,0.08,0,0,12.0,1,5.25,456,MNC
31,Bachelors,Tier 2,7.08,3,2,4,2,1.0,1,0,16.0,0,6.64,371,Startup
28,Bachelors,Tier 1,6.48,0,2,4,2,0.24,0,0,15.0,1,9.27,480,MNC
25,Bachelors,Tier 1,7.04,0,4,4,2,0.84,0,1,19.0,0,3.2,424,Startup
28,Bachelors,Tier 1,9.5,3,2,1,1,5.64,0,0,7.5,1,5.63,614,Startup
23,PhD,Tier 3,6.47,1,1,3,0,6.58,0,0,8.0,1,9.33,259,Mid-size
32,Bachelors,Tier 3,7.48,1,4,1,2,0.29,1,0,14.0,0,5.43,610,Startup
26,Bachelors,Tier 1,6.95,1,2,3,1,4.32,0,0,11.5,0,4.9,350,Mid-size
31,Masters,Tier 1,8.14,1,2,3,0,5.07,0,0,10.0,0,7.44,574,Startup
25,Bachelors,Tier 3,7.56,1,0,5,1,3.44,1,0,12.5,1,6.92,299,Startup
34,Bachelors,Tier 2,6.99,1,5,4,1,0.22,1,1,20.5,0,4.22,486,Mid-size
25,Masters,Tier 2,6.08,0,2,2,2,1.46,0,0,11.0,1,4.62,628,MNC
32,Bachelors,Tier 1,6.43,1,2,3,2,0.41,1,0,14.0,1,3.83,461,Mid-size
21,Bachelors,Tier 1,7.37,2,4,3,0,0.72,0,0,14.0,0,5.9,331,Startup
26,Masters,Tier 3,6.24,1,0,1,1,1.64,0,0,3.5,1,8.67,474,Startup
28,Bachelors,Tier 2,7.73,1,3,2,1,0.57,0,1,11.5,1,9.23,316,Startup
28,Bachelors,Tier 2,7.52,2,0,2,1,0.98,0,0,5.5,1,3.76,452,MNC
21,Masters,Tier 1,6.73,1,1,3,0,0.98,1,0,9.0,1,3.46,268,Startup
21,Bachelors,Tier 3,6.79,1,2,2,2,2.43,1,0,12.0,1,8.9,673,Mid-size
34,Bachelors,Tier 1,7.45,0,5,5,2,0.42,0,0,23.0,1,7.85,493,MNC
31,Bachelors,Tier 2,8.07,3,2,2,1,4.1,0,0,9.5,1,3.29,370,MNC
26,Bachelors,Tier 3,6.5,0,5,4,1,0.09,0,0,19.5,1,3.23,410,Startup
28,Bachelors,Tier 2,7.35,1,4,3,2,1.0,0,0,17.0,1,3.46,448,MNC
24,Bachelors,Tier 1,8.27,0,1,4,1,0.03,0,0,11.5,1,6.04,444,Mid-size
34,Masters,Tier 3,6.93,0,5,5,1,2.61,1,0,22.5,0,7.78,471,Mid-size
27,Bachelors,Tier 2,7.06,2,6,5,0,0.5,0,2,22.0,1,4.9,648,MNC
21,Bachelors,Tier 2,7.73,0,3,1,1,0.21,0,1,9.5,0,6.51,457,Mid-size
22,Masters,Tier 2,6.6,1,3,1,2,0.57,0,0,11.0,0,4.16,485,Mid-size
28,Bachelors,Tier 1,6.13,0,3,3,1,0.01,0,0,13.5,1,7.08,601,Mid-size
28,Masters,Tier 1,7.52,2,4,3,0,0.3,0,0,14.0,1,6.62,477,Mid-size
23,Masters,Tier 1,8.06,0,3,4,2,0.3,1,1,18.0,0,4.8,561,Startup
24,Masters,Tier 2,6.66,2,3,3,2,1.15,0,0,15.0,1,8.85,591,Startup
28,Bachelors,Tier 2,6.5,2,0,3,2,0.24,1,1,10.0,1,7.31,119,MNC
25,Masters,Tier 1,7.13,2,5,4,0,0.47,0,0,18.0,1,5.69,375,Startup
29,Masters,Tier 1,7.89,3,3,3,0,4.36,1,1,13.0,1,3.99,251,MNC
26,Masters,Tier 1,6.29,1,5,5,2,2.08,0,0,23.0,1,4.3,510,Mid-size
25,Bachelors,Tier 2,7.96,2,4,3,0,0.51,1,1,15.0,1,3.93,438,MNC
23,Bachelors,Tier 3,7.84,5,1,1,1,4.94,1,0,6.5,1,5.8,421,Startup
30,Bachelors,Tier 1,7.33,1,0,4,0,0.54,1,0,9.0,1,6.3,438,Mid-size
28,Bachelors,Tier 1,7.74,1,4,2,2,1.68,0,0,15.0,1,4.54,445,MNC
23,Bachelors,Tier 2,8.39,3,2,4,0,1.8,1,0,13.0,1,9.8,318,MNC
25,Bachelors,Tier 2,7.86,0,8,3,3,2.21,1,1,27.5,1,6.59,385,Mid-size
23,Bachelors,Tier 1,6.27,2,4,5,0,1.21,0,1,18.0,1,7.7,393,Startup
25,Masters,Tier 2,7.63,2,1,1,1,0.95,2,0,7.5,0,4.87,610,Mid-size
28,Bachelors,Tier 1,7.97,0,3,3,0,0.44,0,0,12.0,0,9.57,322,Mid-size
27,Bachelors,Tier 1,6.67,0,2,1,2,1.66,1,1,10.0,1,4.62,427,MNC
25,Bachelors,Tier 2,6.74,1,1,2,0,0.61,0,0,6.0,1,8.54,277,Startup
32,Bachelors,Tier 3,7.58,1,2,1,0,0.24,0,0,6.0,1,5.53,409,Mid-size
31,Bachelors,Tier 1,5.92,2,3,1,1,1.95,2,0,11.5,1,4.81,451,Mid-size
32,Bachelors,Tier 3,7.1,1,3,1,1,0.24,1,0,10.5,1,4.43,520,Startup
28,Masters,Tier 3,7.53,2,6,4,2,0.64,0,0,23.0,1,8.09,410,MNC
33,Bachelors,Tier 1,6.3,3,2,2,3,1.61,0,0,12.5,1,8.02,516,MNC
32,Masters,Tier 2,7.43,1,3,2,2,1.14,0,2,13.0,0,8.59,296,Mid-size
24,Masters,Tier 3,7.82,2,2,2,0,1.28,0,1,8.0,0,9.15,416,Mid-size
33,Bachelors,Tier 2,7.43,1,3,1,3,0.18,0,0,12.5,1,5.48,585,MNC
33,Masters,Tier 3,8.41,0,4,3,2,0.69,0,0,17.0,1,5.48,457,MNC
30,Bachelors,Tier 1,6.4,1,1,2,0,0.64,0,1,6.0,0,7.6,709,Startup
32,Bachelors,Tier 3,7.0,0,3,4,2,1.33,0,0,17.0,1,7.77,419,MNC
21,Bachelors,Tier 2,6.23,3,2,3,1,4.16,1,1,12.5,0,7.41,319,MNC
26,Bachelors,Tier 3,8.33,1,3,5,2,0.5,0,1,19.0,1,8.8,451,MNC
33,Bachelors,Tier 1,6.32,3,4,3,1,0.75,0,1,15.5,1,4.0,510,Mid-size
25,Masters,Tier 2,6.71,4,4,5,1,0.86,1,0,20.5,1,3.18,440,Mid-size
22,Bachelors,Tier 3,8.62,3,3,2,1,0.06,1,0,12.5,0,5.79,466,MNC
28,Bachelors,Tier 1,7.44,5,1,5,2,0.3,0,0,15.0,1,6.98,753,MNC
27,Bachelors,Tier 2,7.39,2,9,5,1,3.69,1,0,30.5,1,3.49,699,Startup
30,Bachelors,Tier 2,7.76,1,1,3,0,5.79,0,0,8.0,1,8.22,595,MNC
28,Masters,Tier 1,6.74,2,4,4,0,0.45,0,0,16.0,1,7.35,410,MNC
31,PhD,Tier 1,6.51,0,1,3,1,0.47,0,0,9.5,1,9.49,573,Mid-size
33,Masters,Tier 2,6.99,3,4,1,0,0.13,1,1,11.0,1,8.96,668,MNC
34,Masters,Tier 3,7.74,1,4,3,1,0.42,0,1,15.5,1,9.17,446,Startup
34,Bachelors,Tier 1,6.46,2,3,5,2,0.64,1,0,20.0,1,3.3,467,Startup
34,Masters,Tier 3,7.43,1,2,5,2,1.89,1,0,18.0,0,7.08,472,Mid-size
27,Bachelors,Tier 1,6.95,2,3,1,1,1.53,0,0,9.5,0,9.04,352,Startup
34,Bachelors,Tier 2,8.96,1,4,3,0,1.17,0,0,14.0,1,6.07,584,Startup
34,Bachelors,Tier 3,8.2,1,4,5,1,1.34,3,0,22.5,1,4.89,676,MNC
28,Bachelors,Tier 1,6.25,0,3,4,1,4.87,0,1,15.5,1,6.13,584,Startup
28,Bachelors,Tier 3,8.5,1,3,5,3,1.14,0,1,20.5,1,7.12,452,Startup
32,Masters,Tier 1,6.76,2,4,1,2,0.42,1,0,14.0,1,7.67,335,MNC
27,Masters,Tier 1,8.48,1,4,3,0,0.53,0,0,14.0,1,4.0,313,Mid-size
34,Bachelors,Tier 3,8.6,2,2,2,0,0.39,1,0,9.0,1,4.35,520,MNC
29,Masters,Tier 1,7.57,1,4,5,2,0.51,2,0,23.0,1,3.41,263,MNC
21,Bachelors,Tier 2,8.59,4,2,1,2,2.11,0,0,9.0,1,9.44,440,Mid-size
23,Bachelors,Tier 3,7.74,0,4,5,2,1.47,0,0,21.0,1,7.43,527,Mid-size
26,Bachelors,Tier 3,6.52,0,5,5,2,0.68,1,1,24.0,1,4.01,293,MNC
24,Masters,Tier 2,8.74,2,1,2,2,1.5,1,1,10.0,0,6.56,343,MNC
32,Bachelors,Tier 3,6.44,1,3,3,0,3.95,0,0,12.0,1,7.94,477,MNC
26,Bachelors,Tier 2,6.58,2,0,4,1,1.91,0,0,9.5,1,5.5,547,Mid-size
22,Masters,Tier 2,8.2,2,4,1,1,5.09,1,0,12.5,0,5.41,534,Startup
29,Masters,Tier 2,6.79,0,1,2,0,2.55,1,0,7.0,0,8.67,218,Startup
24,Masters,Tier 3,7.66,1,1,1,2,4.77,1,0,8.0,1,3.47,475,Startup
23,Masters,Tier 2,9.34,0,2,5,2,1.41,0,1,17.0,1,4.98,361,MNC
22,Masters,Tier 3,7.17,2,3,3,0,4.17,0,1,12.0,1,5.75,464,Mid-size
23,Bachelors,Tier 3,7.71,4,4,4,0,5.47,0,1,16.0,1,9.31,625,Startup
32,Bachelors,Tier 1,8.27,1,2,1,0,0.33,0,0,6.0,1,3.63,546,MNC
29,Bachelors,Tier 3,6.82,2,2,3,0,4.79,0,0,10.0,1,8.81,534,Mid-size
24,Bachelors,Tier 1,7.42,3,2,2,0,0.75,1,0,9.0,1,7.61,516,MNC
32,Bachelors,Tier 2,7.63,0,2,4,0,3.38,1,0,13.0,1,9.77,407,Startup
34,Bachelors,Tier 1,6.75,0,4,2,0,1.38,2,1,14.0,0,9.46,490,Startup
32,Bachelors,Tier 2,9.07,2,7,5,0,0.14,0,1,24.0,0,8.73,398,Startup
24,Bachelors,Tier 2,8.3,1,3,2,1,0.79,0,0,11.5,1,9.5,507,Mid-size
27,Masters,Tier 2,8.02,3,1,5,2,1.45,0,0,15.0,1,6.96,473,Startup
33,Bachelors,Tier 3,6.93,2,1,3,1,0.64,0,0,9.5,0,8.65,239,Startup
30,Bachelors,Tier 2,5.74,4,2,2,1,1.61,0,0,9.5,1,6.13,345,MNC
34,Bachelors,Tier 2,7.76,0,3,1,0,0.08,0,0,8.0,1,5.14,321,Startup
33,Bachelors,Tier 2,7.38,2,1,2,0,0.07,0,0,6.0,1,5.06,406,MNC
22,Masters,Tier 2,7.22,1,6,2,1,1.99,0,0,17.5,1,8.35,250,MNC
26,Bachelors,Tier 2,6.86,1,3,3,1,0.01,0,0,13.5,0,3.88,607,Startup
30,Masters,Tier 3,6.96,1,6,5,0,0.17,2,0,24.0,1,3.77,353,Startup
30,Masters,Tier 3,7.96,1,2,1,1,1.36,0,1,7.5,1,5.98,495,MNC
27,Bachelors,Tier 3,6.49,1,1,1,1,2.05,1,0,6.5,1,5.52,518,MNC
21,Bachelors,Tier 3,6.57,1,1,5,0,0.83,0,1,12.0,1,5.56,477,MNC
33,Bachelors,Tier 2,7.04,1,3,1,1,0.61,0,1,9.5,0,5.79,424,MNC
23,Bachelors,Tier 2,7.15,0,3,3,1,0.05,0,0,13.5,0,8.45,358,Startup
34,Masters,Tier 2,8.07,0,6,1,4,1.82,1,0,21.0,1,4.61,363,Mid-size
31,Bachelors,Tier 3,7.09,4,3,4,2,0.48,0,0,17.0,1,4.07,374,Mid-size
34,PhD,Tier 2,8.3,4,2,4,0,0.24,1,1,13.0,0,5.34,384,MNC
32,Bachelors,Tier 1,7.99,2,4,5,1,0.89,1,0,20.5,0,4.37,440,MNC
31,Bachelors,Tier 1,7.38,1,7,5,4,1.84,0,0,30.0,1,5.12,154,Startup
28,Bachelors,Tier 2,8.08,3,4,1,1,0.26,0,0,11.5,1,3.31,621,Startup
28,Bachelors,Tier 2,8.02,0,2,5,3,0.33,3,0,21.5,0,3.52,445,Startup
21,Masters,Tier 3,7.41,0,7,4,1,0.66,1,0,24.5,1,4.25,362,Startup
30,Bachelors,Tier 2,6.76,3,8,2,1,3.12,1,0,22.5,1,6.4,535,MNC
21,Bachelors,Tier 3,7.4,0,2,1,1,0.03,0,1,7.5,1,9.95,523,MNC
24,Masters,Tier 3,6.98,3,3,5,0,0.1,0,0,16.0,1,4.66,406,MNC
29,Masters,Tier 1,7.35,1,3,1,1,1.39,0,0,9.5,1,9.6,391,Mid-size
22,Bachelors,Tier 3,7.34,3,6,5,2,2.01,1,0,26.0,0,5.43,302,Mid-size
32,Masters,Tier 1,5.96,2,6,5,1,0.09,0,1,23.5,1,3.62,405,MNC
25,Bachelors,Tier 2,7.92,0,2,1,2,3.12,0,1,9.0,1,9.81,468,MNC
24,Masters,Tier 2,8.14,0,3,5,0,1.53,1,1,17.0,1,6.47,370,MNC
30,Masters,Tier 3,7.77,3,2,5,0,0.3,0,0,14.0,1,8.15,404,MNC
29,Bachelors,Tier 1,7.34,0,4,2,0,0.25,1,0,13.0,0,8.16,622,MNC
25,Masters,Tier 3,6.54,1,1,1,3,0.17,0,2,8.5,1,6.25,658,Startup
32,Bachelors,Tier 2,6.73,0,2,1,1,0.11,1,1,8.5,1,7.35,483,Startup
28,Bachelors,Tier 3,6.76,0,4,3,0,1.12,0,0,14.0,1,9.99,288,Startup
24,Masters,Tier 1,6.96,3,4,5,0,1.12,1,0,19.0,1,4.82,499,Mid-size
33,Bachelors,Tier 3,8.1,0,3,3,0,1.98,0,0,12.0,0,8.53,459,MNC
28,Bachelors,Tier 2,7.61,1,3,4,2,1.38,0,0,17.0,0,4.21,220,Mid-size
26,Bachelors,Tier 3,6.16,1,7,4,0,2.24,0,0,22.0,1,9.22,201,MNC
34,Bachelors,Tier 1,7.28,3,1,2,0,1.36,0,0,6.0,1,7.04,420,Startup
28,Bachelors,Tier 2,8.33,3,3,4,2,1.78,2,0,19.0,0,6.9,432,MNC
22,Bachelors,Tier 1,7.3,0,4,2,1,1.37,0,0,13.5,1,6.13,450,Mid-size
34,PhD,Tier 1,8.42,0,6,2,1,0.86,1,0,18.5,0,8.63,498,Mid-size
27,Masters,Tier 1,7.96,1,3,1,0,1.17,2,0,10.0,1,9.66,271,MNC
23,Bachelors,Tier 1,7.14,2,2,2,0,1.39,0,1,8.0,1,4.27,530,MNC
23,Masters,Tier 2,7.6,2,2,2,1,0.74,1,0,10.5,1,4.02,378,Startup
30,Bachelors,Tier 3,7.85,2,3,1,2,0.01,0,0,11.0,1,7.16,391,Startup
30,Bachelors,Tier 1,8.16,1,4,1,0,0.05,1,0,11.0,1,4.19,616,MNC
29,Bachelors,Tier 1,7.81,1,5,3,1,0.12,2,0,19.5,1,4.85,493,Startup
24,Masters,Tier 1,6.64,0,3,5,1,0.61,0,0,17.5,1,6.42,358,Startup
31,Bachelors,Tier 3,8.56,0,1,2,0,0.43,1,0,7.0,1,5.12,375,MNC
34,Masters,Tier 2,7.19,0,3,5,2,0.88,2,1,21.0,1,7.02,476,Startup
32,Masters,Tier 2,8.01,3,0,1,0,4.29,1,0,3.0,1,4.61,246,Startup
24,Bachelors,Tier 3,8.36,0,1,1,0,0.83,0,1,4.0,1,8.93,533,MNC
30,Bachelors,Tier 2,6.0,2,5,5,2,0.33,0,0,23.0,1,7.14,602,Startup
30,Masters,Tier 1,7.97,2,2,1,1,1.2,0,0,7.5,1,9.17,204,Mid-size
30,Masters,Tier 3,6.71,0,5,1,2,2.13,0,0,15.0,0,7.13,453,MNC
22,Bachelors,Tier 1,7.8,3,2,2,4,3.33,0,1,14.0,1,5.66,525,MNC
28,Bachelors,Tier 2,8.14,3,4,3,0,0.45,1,0,15.0,1,4.71,311,MNC
33,PhD,Tier 1,6.86,1,0,2,0,0.38,0,0,4.0,0,4.34,420,Startup
32,Masters,Tier 2,7.53,1,1,5,1,1.16,0,0,13.5,1,7.64,530,Mid-size
21,Bachelors,Tier 2,7.26,1,1,2,0,1.57,0,0,6.0,1,5.01,471,MNC
22,Bachelors,Tier 2,7.54,3,4,1,0,3.4,1,0,11.0,1,5.05,323,Mid-size
26,Masters,Tier 1,8.01,1,4,4,2,1.32,0,0,19.0,1,8.01,294,Mid-size
25,Bachelors,Tier 3,5.88,2,2,1,0,0.44,1,0,7.0,1,7.44,495,MNC
24,PhD,Tier 3,7.97,1,3,4,2,0.25,0,0,17.0,1,7.23,390,MNC
22,Masters,Tier 2,8.19,2,4,4,0,1.92,0,0,16.0,1,5.89,801,Startup
33,Bachelors,Tier 3,8.09,0,2,3,1,0.74,1,0,12.5,1,3.52,418,Mid-size
23,Masters,Tier 2,7.84,1,3,4,2,1.54,0,0,17.0,1,6.66,335,MNC
29,Masters,Tier 2,7.69,3,2,2,0,0.19,0,0,8.0,0,5.98,551,MNC
27,Bachelors,Tier 2,7.98,2,1,3,3,2.11,0,0,12.5,1,8.62,532,MNC
31,Bachelors,Tier 2,9.29,0,1,5,0,5.95,1,0,13.0,1,4.85,615,Mid-size
26,Bachelors,Tier 3,6.85,1,0,1,1,0.27,0,0,3.5,1,4.25,660,Startup
33,Bachelors,Tier 1,6.57,4,6,3,2,1.49,2,0,23.0,1,3.42,682,MNC
26,Bachelors,Tier 1,7.5,1,4,2,1,0.06,0,0,13.5,0,9.66,479,Startup
23,Bachelors,Tier 2,8.34,3,1,4,2,0.88,1,1,14.0,1,9.54,472,Mid-size
25,PhD,Tier 1,8.06,1,3,3,1,4.23,2,0,15.5,1,8.41,278,Startup
34,Masters,Tier 2,7.7,4,1,2,1,5.34,1,0,8.5,1,9.44,395,MNC
30,Bachelors,Tier 2,8.05,0,3,1,1,0.16,0,0,9.5,0,7.84,622,MNC
32,Bachelors,Tier 2,7.09,0,4,5,1,1.93,0,0,19.5,1,3.32,398,MNC
24,Bachelors,Tier 1,7.32,5,3,5,3,0.4,0,2,20.5,1,3.05,376,Startup
29,Masters,Tier 1,7.47,1,3,2,1,0.48,0,0,11.5,1,9.43,399,Startup
30,Bachelors,Tier 3,7.8,2,2,2,1,0.54,0,0,9.5,1,4.58,620,MNC
29,Bachelors,Tier 1,7.71,2,3,2,2,0.95,0,0,13.0,0,4.48,696,Mid-size
32,Bachelors,Tier 1,7.88,0,5,1,1,4.11,0,0,13.5,0,9.36,261,Startup
24,Bachelors,Tier 3,8.41,4,5,1,2,0.53,0,0,15.0,1,9.4,477,Startup
23,Masters,Tier 2,6.36,2,0,3,2,0.2,0,0,9.0,0,5.96,451,MNC
33,PhD,Tier 1,7.15,1,6,1,1,0.93,0,1,15.5,1,3.92,395,Mid-size
25,Masters,Tier 1,6.2,4,5,5,0,0.41,0,0,20.0,1,4.27,427,Startup
30,Bachelors,Tier 2,7.38,3,6,3,0,4.34,0,1,18.0,1,5.54,341,MNC
30,Bachelors,Tier 2,7.54,1,1,1,1,4.43,2,0,7.5,1,3.59,280,Startup
24,Bachelors,Tier 2,8.63,1,8,4,1,1.42,0,0,25.5,0,4.82,604,Startup
22,Bachelors,Tier 3,7.38,1,2,1,0,1.11,0,0,6.0,0,9.47,381,MNC
23,Masters,Tier 3,6.99,0,7,1,0,0.15,0,0,16.0,1,4.29,541,MNC
30,Masters,Tier 2,7.09,3,1,1,3,0.06,0,0,8.5,1,5.41,484,Mid-size
23,Masters,Tier 2,7.56,3,5,2,0,5.84,0,0,14.0,1,3.37,311,Startup
31,Masters,Tier 3,6.92,1,2,4,1,1.99,0,0,13.5,1,4.08,281,Startup
24,Bachelors,Tier 3,7.21,2,1,4,1,0.76,2,0,13.5,1,8.66,301,Startup
25,Bachelors,Tier 2,6.36,2,4,4,0,1.04,2,1,18.0,1,7.3,473,Startup
29,Masters,Tier 1,7.05,1,4,5,0,0.08,0,0,18.0,0,8.89,323,MNC
22,Bachelors,Tier 3,8.21,2,4,3,0,2.98,0,0,14.0,1,7.99,286,Startup
28,Bachelors,Tier 2,7.43,2,3,3,0,1.33,0,0,12.0,0,9.49,421,MNC
24,Bachelors,Tier 1,7.65,0,3,3,0,4.41,0,0,12.0,1,8.61,621,MNC
26,PhD,Tier 2,7.99,0,1,1,2,0.1,4,0,11.0,1,7.27,371,Mid-size
21,Bachelors,Tier 2,9.06,1,5,4,1,4.02,0,1,19.5,1,4.46,422,MNC
23,Bachelors,Tier 1,6.81,2,2,5,1,4.15,0,0,15.5,0,6.25,483,Startup
27,Bachelors,Tier 2,7.63,1,2,4,0,5.14,0,0,12.0,0,4.67,248,Startup
32,Bachelors,Tier 3,7.41,2,4,3,0,0.18,1,0,15.0,1,3.95,416,Startup
28,Bachelors,Tier 3,8.4,2,2,1,0,2.45,1,0,7.0,1,7.6,694,Startup
25,Bachelors,Tier 3,8.73,5,3,5,2,0.0,1,0,20.0,1,6.12,321,Startup
30,Bachelors,Tier 1,6.51,1,2,4,1,0.75,0,0,13.5,0,4.87,656,Mid-size
34,Bachelors,Tier 3,8.89,0,2,3,1,1.45,1,0,12.5,1,6.06,345,Mid-size
24,Bachelors,Tier 2,8.22,1,4,4,1,0.79,0,0,17.5,1,3.4,555,MNC
23,Bachelors,Tier 1,7.84,1,3,1,2,2.48,1,0,12.0,1,4.61,266,Mid-size
21,Masters,Tier 2,7.11,3,4,2,0,1.5,0,0,12.0,1,9.39,144,Startup
21,Bachelors,Tier 2,9.41,0,2,3,1,0.08,0,0,11.5,0,3.75,572,Mid-size
23,Bachelors,Tier 2,7.27,1,1,1,0,0.14,0,0,4.0,1,7.09,535,MNC
33,Masters,Tier 3,6.57,1,3,5,0,0.83,0,1,16.0,1,4.67,558,Startup
26,Bachelors,Tier 1,7.0,1,4,2,1,1.43,0,0,13.5,0,4.57,475,Mid-size
22,Masters,Tier 2,6.66,0,5,1,0,5.33,0,0,12.0,1,4.78,622,MNC
24,Bachelors,Tier 3,6.63,2,1,1,0,4.04,1,0,5.0,0,5.99,490,Startup
21,Bachelors,Tier 2,8.22,2,3,1,0,1.08,0,0,8.0,1,5.23,494,Startup
27,Bachelors,Tier 2,8.5,1,1,5,0,1.27,2,1,14.0,1,5.5,645,Mid-size
34,Bachelors,Tier 1,7.78,0,1,5,1,3.28,0,0,13.5,0,9.79,432,Startup
34,Masters,Tier 3,7.38,2,1,3,3,2.77,0,0,12.5,0,6.72,490,MNC
33,Bachelors,Tier 3,6.74,3,3,2,0,3.38,1,0,11.0,1,4.27,432,Startup
29,Bachelors,Tier 3,7.82,6,6,1,1,3.64,0,0,15.5,1,8.23,508,MNC
30,Masters,Tier 1,6.58,3,1,1,0,1.01,0,0,4.0,1,6.62,487,MNC
25,Masters,Tier 1,6.94,1,5,2,1,1.07,0,0,15.5,1,5.97,338,Mid-size
