age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
23,Bachelors,Tier 1,7.44,0,3,2,1,2.43,0,0,11.5,1,7.04,654,Mid-size
30,Masters,Tier 2,6.58,1,2,4,2,0.06,3,0,18.0,1,7.97,647,MNC
29,Bachelors,Tier 3,7.07,1,2,1,1,1.73,0,0,7.5,1,8.19,560,MNC
22,Masters,Tier 3,8.12,1,1,4,1,0.37,1,0,12.5,0,7.54,495,Mid-size
32,Bachelors,Tier 2,7.98,1,5,5,0,2.8,0,0,20.0,1,8.39,484,Startup
23,Masters,Tier 2,6.38,1,3,3,1,1.93,0,0,13.5,1,9.56,312,Mid-size
34,Bachelors,Tier 1,7.87,0,6,4,1,2.04,0,0,21.5,0,8.64,431,Startup
32,Bachelors,Tier 2,7.05,2,3,4,0,1.76,0,0,14.0,1,6.52,373,MNC
24,Bachelors,Tier 1,7.19,0,6,5,3,3.99,0,0,26.5,1,9.38,482,MNC
23,Bachelors,Tier 3,6.84,2,2,3,0,0.58,1,0,11.0,0,9.45,407,Mid-size
26,Bachelors,Tier 3,5.64,2,4,3,3,0.41,0,0,18.5,1,5.99,389,MNC
27,PhD,Tier 2,7.33,0,3,4,0,1.86,0,1,14.0,1,5.0,591,MNC
22,Bachelors,Tier 1,7.18,0,3,3,2,10.2,1,0,16.0,1,4.49,567,MNC
33,Bachelors,Tier 2,7.52,2,3,3,0,1.26,0,0,12.0,1,5.68,351,Mid-size
27,Bachelors,Tier 2,8.99,1,2,4,1,0.69,0,0,13.5,0,4.34,417,Startup
32,Bachelors,Tier 3,8.14,3,0,1,0,1.69,2,0,4.0,1,3.55,430,MNC
23,Bachelors,Tier 2,7.13,2,5,1,0,3.91,1,0,13.0,1,3.81,500,Startup
21,Bachelors,Tier 1,8.21,4,2,5,0,0.96,2,0,16.0,1,6.88,317,Startup
28,Bachelors,Tier 2,8.49,0,3,4,0,3.56,0,1,14.0,1,6.19,627,Startup
23,Masters,Tier 3,6.85,2,2,3,2,2.32,0,0,13.0,1,9.76,512,Mid-size
31,Bachelors,Tier 2,6.7,1,2,2,1,2.44,1,0,10.5,0,6.6,211,Startup
31,Bachelors,Tier 3,7.16,1,4,4,1,2.68,1,0,18.5,1,5.75,410,Mid-size
30,Bachelors,Tier 1,7.42,1,2,1,1,1.79,0,1,7.5,1,7.81,747,Startup
24,Masters,Tier 2,8.09,1,5,2,0,0.07,0,0,14.0,1,5.91,356,Startup
32,Masters,Tier 3,7.16,2,2,4,0,6.62,0,0,12.0,1,9.65,453,MNC
32,Masters,Tier 2,7.68,0,1,5,0,2.62,0,0,12.0,0,6.48,511,Mid-size
26,Masters,Tier 1,7.1,1,2,5,0,0.06,1,0,15.0,0,6.0,289,Startup
30,Bachelors,Tier 3,7.31,0,0,4,1,1.78,1,0,10.5,0,8.04,547,MNC
21,Bachelors,Tier 2,7.31,2,3,4,0,4.64,0,0,14.0,1,5.04,509,Startup
33,Bachelors,Tier 2,8.92,5,2,5,1,6.25,0,0,15.5,1,4.84,399,Startup
32,Bachelors,Tier 1,8.35,2,2,4,2,0.07,0,0,15.0,1,9.55,582,Startup
23,Masters,Tier 2,7.36,2,2,2,0,0.49,0,1,8.0,1,3.05,601,Startup
31,Bachelors,Tier 3,7.15,3,2,3,0,0.55,1,0,11.0,1,3.14,512,Startup
26,Bachelors,Tier 2,6.09,0,3,1,0,1.42,0,1,8.0,1,3.5,353,MNC
30,Masters,Tier 3,7.08,1,3,1,3,1.99,0,0,12.5,1,6.89,438,MNC
31,Bachelors,Tier 1,6.46,1,3,2,0,2.97,1,0,11.0,1,7.18,364,MNC
22,Bachelors,Tier 2,9.58,1,3,2,0,0.51,1,0,11.0,1,8.7,468,Mid-size
30,Bachelors,Tier 3,7.54,1,6,3,1,3.86,0,1,19.5,1,7.68,408,Mid-size
21,Bachelors,Tier 2,6.33,1,4,4,2,1.29,0,0,19.0,1,5.58,280,MNC
34,Bachelors,Tier 2,7.09,4,5,2,0,2.04,1,1,15.0,1,5.91,499,Startup
33,Bachelors,Tier 2,8.37,1,5,4,1,0.19,0,0,19.5,1,6.61,599,Startup
30,Bachelors,Tier 1,7.98,1,2,1,0,0.04,0,0,6.0,0,3.51,596,MNC
26,Bachelors,Tier 2,6.88,0,2,3,0,1.0,1,0,11.0,1,3.2,388,MNC
24,Bachelors,Tier 1,7.77,1,4,1,0,4.14,2,0,12.0,1,4.32,419,Startup
30,PhD,Tier 3,7.64,2,8,4,1,0.7,1,0,26.5,1,9.7,531,MNC
29,Bachelors,Tier 2,7.46,1,4,3,0,0.08,0,0,14.0,0,4.43,245,Startup
25,Bachelors,Tier 2,6.9,2,5,3,2,1.63,0,1,19.0,0,5.6,385,MNC
22,PhD,Tier 1,6.58,3,0,3,0,0.71,1,0,7.0,1,7.72,448,MNC
22,PhD,Tier 1,9.14,0,4,2,1,1.89,0,0,13.5,0,4.39,450,Startup
24,Bachelors,Tier 2,8.53,1,5,1,2,1.28,0,0,15.0,1,4.48,586,Mid-size
33,Bachelors,Tier 3,8.29,3,3,1,1,0.48,2,0,11.5,0,4.33,527,Startup
33,Bachelors,Tier 3,7.31,0,2,3,0,3.53,0,0,10.0,1,8.17,480,Startup
27,Bachelors,Tier 2,8.16,1,1,4,1,1.09,0,0,11.5,1,4.8,357,MNC
27,Masters,Tier 3,8.5,7,0,3,0,0.13,0,0,6.0,1,3.48,506,MNC
23,Masters,Tier 1,7.25,2,3,2,1,1.67,0,0,11.5,1,3.16,624,Mid-size
31,Bachelors,Tier 1,5.98,2,3,4,1,1.99,0,0,15.5,1,7.58,385,Startup
22,Bachelors,Tier 1,8.27,0,6,2,1,1.25,0,0,17.5,0,5.09,447,Startup
27,PhD,Tier 1,5.71,2,0,1,0,0.59,0,0,2.0,1,6.95,442,Mid-size
21,Bachelors,Tier 3,7.41,1,4,4,2,1.1,0,0,19.0,1,6.83,459,MNC
23,Bachelors,Tier 1,7.36,1,0,3,3,0.33,0,0,10.5,1,6.03,254,MNC
27,Bachelors,Tier 2,8.05,1,2,5,2,0.46,0,0,17.0,1,4.7,468,Startup
26,Masters,Tier 2,6.77,4,3,5,1,0.07,1,0,18.5,0,3.38,365,MNC
31,Bachelors,Tier 2,8.23,2,6,3,1,0.07,1,0,20.5,1,7.0,434,Mid-size
24,Bachelors,Tier 1,6.84,1,3,1,0,0.93,2,0,10.0,0,4.2,227,MNC
30,Masters,Tier 1,7.58,1,2,5,0,0.12,1,0,15.0,1,8.51,355,Startup
21,Bachelors,Tier 3,8.51,1,3,3,0,2.45,0,2,12.0,1,9.12,331,Mid-size
24,PhD,Tier 3,6.59,4,2,4,1,0.26,1,0,14.5,1,3.2,423,MNC
26,Bachelors,Tier 2,6.96,1,2,2,0,1.47,1,0,9.0,1,7.46,337,MNC
34,Bachelors,Tier 2,7.21,1,2,4,0,2.33,1,0,13.0,1,3.83,351,MNC
31,Bachelors,Tier 3,8.88,2,3,4,2,0.45,0,1,17.0,1,6.82,446,Mid-size
34,Masters,Tier 3,7.81,0,4,1,0,1.57,0,0,10.0,1,8.24,437,Startup
32,Masters,Tier 3,8.4,1,7,2,2,2.31,1,0,22.0,0,6.04,527,Startup
33,Bachelors,Tier 2,7.6,3,1,1,0,0.5,0,0,4.0,1,7.3,522,MNC
25,Bachelors,Tier 2,6.64,2,6,2,2,1.29,0,0,19.0,1,8.88,370,MNC
31,Bachelors,Tier 1,7.6,2,3,3,0,4.84,1,1,13.0,1,5.45,529,Startup
33,Bachelors,Tier 2,7.87,0,3,4,2,0.33,0,0,17.0,1,5.27,459,Mid-size
29,Bachelors,Tier 1,7.81,3,3,5,1,5.87,0,0,17.5,1,6.58,447,Mid-size
29,Bachelors,Tier 2,8.31,3,4,2,1,1.71,0,0,13.5,1,6.94,144,MNC
25,Bachelors,Tier 3,9.19,3,3,2,0,1.66,0,0,10.0,1,8.83,312,MNC
34,Masters,Tier 3,6.36,2,5,4,0,0.04,0,1,18.0,1,3.4,249,Startup
33,Bachelors,Tier 3,6.28,1,6,4,1,0.55,0,0,21.5,1,7.1,581,MNC
30,Masters,Tier 3,5.99,1,5,3,0,0.29,0,1,16.0,1,8.67,333,Mid-size
32,Bachelors,Tier 2,7.53,2,2,4,0,3.85,0,0,12.0,1,8.87,500,Mid-size
21,Bachelors,Tier 1,6.6,0,3,3,1,0.68,0,0,13.5,1,6.6,257,MNC
33,Masters,Tier 3,8.44,2,4,2,1,0.65,0,0,13.5,1,5.35,464,Mid-size
24,Bachelors,Tier 3,7.01,1,1,5,1,0.67,0,0,13.5,1,9.12,581,MNC
34,PhD,Tier 3,8.03,0,0,2,1,0.75,1,0,6.5,1,3.83,521,Startup
21,Masters,Tier 1,6.16,1,4,1,1,0.09,1,0,12.5,0,6.4,402,Mid-size
29,Bachelors,Tier 2,6.9,0,5,1,0,4.77,0,0,12.0,1,6.33,635,MNC
24,Bachelors,Tier 2,7.45,0,4,5,2,1.16,1,0,22.0,1,5.55,619,Startup
34,Bachelors,Tier 3,8.31,1,2,5,1,3.83,0,0,15.5,0,7.1,432,Mid-size
34,Bachelors,Tier 2,8.26,2,6,3,1,3.74,2,0,21.5,1,5.38,518,MNC
27,Masters,Tier 2,8.06,1,2,2,1,1.0,0,0,9.5,1,9.49,541,Startup
30,Bachelors,Tier 2,8.16,2,3,5,0,0.04,1,1,17.0,1,6.61,500,Mid-size
34,PhD,Tier 2,7.3,3,2,1,1,0.25,1,0,8.5,0,8.52,247,Mid-size
22,Bachelors,Tier 2,7.11,2,1,3,0,0.48,0,0,8.0,0,7.68,530,Mid-size
34,Masters,Tier 3,7.66,3,0,5,1,0.59,1,0,12.5,1,9.98,426,Startup
34,Masters,Tier 3,8.3,1,0,5,1,1.65,0,0,11.5,1,7.76,387,Mid-size
33,Bachelors,Tier 2,7.51,2,3,4,1,1.8,1,0,16.5,1,8.7,431,Startup
25,Masters,Tier 1,8.03,0,3,4,0,3.84,0,0,14.0,1,8.96,689,Startup
33,Bachelors,Tier 1,9.13,3,2,1,0,2.27,0,0,6.0,1,6.91,433,Startup
30,Masters,Tier 2,7.98,2,3,1,1,0.12,0,0,9.5,1,3.46,364,Startup
27,Bachelors,Tier 3,6.79,0,4,1,4,0.22,0,0,16.0,1,8.57,445,Startup
29,Bachelors,Tier 1,7.42,3,2,5,2,1.04,0,0,17.0,1,4.82,811,Startup
31,Bachelors,Tier 1,7.07,1,2,4,1,0.33,1,0,14.5,0,5.67,524,MNC
31,Bachelors,Tier 3,6.49,0,2,2,1,0.72,0,0,9.5,1,3.29,518,Mid-size
32,Masters,Tier 3,7.73,1,1,3,1,0.27,1,0,10.5,1,5.63,342,Mid-size
34,Bachelors,Tier 1,7.2,2,1,5,0,0.35,0,1,12.0,1,9.24,450,MNC
22,Bachelors,Tier 3,5.94,5,3,2,0,0.35,2,0,12.0,0,3.82,455,MNC
26,Bachelors,Tier 2,7.85,1,2,2,2,0.57,2,1,13.0,0,9.36,526,MNC
29,Bachelors,Tier 3,6.9,0,2,5,0,0.81,0,0,14.0,1,9.25,542,MNC
21,Bachelors,Tier 1,7.39,0,0,5,0,0.32,1,0,11.0,1,7.09,488,MNC
26,Masters,Tier 3,8.04,1,6,1,0,2.93,0,0,14.0,1,4.62,546,MNC
25,Masters,Tier 3,7.01,0,5,5,2,2.18,2,0,25.0,1,3.67,509,MNC
34,Masters,Tier 2,7.72,1,4,1,1,0.02,0,0,11.5,0,7.15,384,MNC
25,Bachelors,Tier 2,7.04,0,7,2,1,0.02,2,0,21.5,1,4.46,465,Startup
28,Bachelors,Tier 2,7.44,0,3,4,0,1.94,0,0,14.0,1,7.39,494,Mid-size
34,Masters,Tier 2,7.7,2,3,1,1,0.23,0,0,9.5,1,8.89,540,Startup
24,Masters,Tier 3,7.46,2,1,3,0,2.88,0,0,8.0,1,9.9,215,MNC
31,Bachelors,Tier 3,7.7,4,4,3,0,2.34,0,1,14.0,1,8.84,582,Startup
24,Bachelors,Tier 3,7.97,3,3,1,0,1.75,0,0,8.0,1,3.66,435,MNC
30,Masters,Tier 2,7.22,0,2,5,0,0.21,1,0,15.0,1,4.49,385,MNC
24,Masters,Tier 2,8.01,1,3,5,1,1.57,0,0,17.5,1,4.5,393,MNC
21,Masters,Tier 2,6.6,2,1,5,2,0.09,1,0,16.0,1,3.61,380,MNC
27,Bachelors,Tier 2,8.65,1,7,3,3,0.32,0,0,24.5,1,6.57,374,MNC
26,PhD,Tier 2,7.84,2,4,3,1,0.93,0,0,15.5,0,8.75,471,MNC
31,Masters,Tier 2,7.47,2,4,4,3,3.21,2,0,22.5,1,4.82,493,MNC
32,Masters,Tier 3,7.5,3,7,4,1,0.83,0,0,23.5,1,7.63,466,Startup
30,Bachelors,Tier 1,7.86,1,4,3,1,0.8,2,1,17.5,1,3.49,663,Startup
29,Masters,Tier 2,6.09,1,5,1,3,0.51,0,0,16.5,0,7.68,438,MNC
32,Bachelors,Tier 2,7.29,2,1,5,2,1.58,0,0,15.0,1,6.86,480,Mid-size
32,Masters,Tier 2,7.5,0,3,1,1,0.12,0,0,9.5,1,8.37,435,Mid-size
23,Bachelors,Tier 2,7.6,3,3,4,3,0.03,0,0,18.5,1,8.6,480,Mid-size
22,Bachelors,Tier 3,8.22,1,2,2,0,1.64,2,0,10.0,1,4.03,437,Mid-size
30,Bachelors,Tier 2,6.42,1,2,3,2,0.5,0,0,13.0,1,9.42,314,Startup
32,Bachelors,Tier 1,7.04,3,1,4,0,0.13,0,1,10.0,1,9.79,298,Startup
28,Bachelors,Tier 3,6.76,3,5,3,0,0.2,0,0,16.0,0,3.77,489,Startup
27,Bachelors,Tier 2,7.18,1,3,1,1,0.53,0,0,9.5,0,3.79,619,Startup
29,Masters,Tier 2,7.1,2,2,5,0,0.75,0,0,14.0,1,8.13,365,Startup
30,Bachelors,Tier 2,6.92,1,5,2,1,0.35,0,0,15.5,1,3.99,482,MNC
23,Masters,Tier 2,7.38,3,1,3,0,2.21,0,0,8.0,1,9.84,410,MNC
25,Bachelors,Tier 1,7.71,5,4,5,2,0.28,0,0,21.0,1,5.95,623,Mid-size
31,Bachelors,Tier 2,8.71,1,3,5,1,0.0,2,0,19.5,0,9.49,87,MNC
23,Bachelors,Tier 3,7.15,3,1,3,2,1.97,0,0,11.0,1,4.04,449,Startup
32,Bachelors,Tier 1,8.07,2,0,4,0,0.94,0,0,8.0,0,6.02,877,MNC
30,Masters,Tier 2,6.46,1,4,1,4,1.21,0,0,16.0,1,4.65,681,MNC
32,PhD,Tier 3,7.65,2,1,1,1,3.75,1,0,6.5,1,3.55,303,MNC
21,Bachelors,Tier 3,7.11,1,4,2,1,0.03,0,0,13.5,1,6.67,849,Startup
24,Bachelors,Tier 2,7.36,2,3,4,1,1.45,0,0,15.5,1,6.02,411,MNC
30,Masters,Tier 3,7.98,2,1,4,0,2.35,0,0,10.0,1,3.67,470,Startup
30,Bachelors,Tier 1,7.87,2,3,3,3,2.19,2,0,18.5,1,8.24,435,Startup
33,Bachelors,Tier 2,7.98,0,2,2,0,0.39,1,0,9.0,0,7.4,257,Startup
34,Bachelors,Tier 1,8.17,1,0,4,1,1.18,1,0,10.5,1,9.43,702,MNC
33,Masters,Tier 2,6.13,1,3,1,0,0.02,2,0,10.0,1,7.73,371,MNC
24,Bachelors,Tier 1,7.02,1,1,3,1,0.15,0,0,9.5,0,9.92,430,Mid-size
22,Masters,Tier 1,8.14,1,4,2,1,0.87,1,0,14.5,1,7.24,199,MNC
24,Masters,Tier 2,7.31,0,3,2,1,7.4,0,0,11.5,1,3.31,530,Startup
27,Bachelors,Tier 2,7.43,1,1,3,0,1.93,0,0,8.0,1,7.13,458,MNC
29,Bachelors,Tier 1,5.86,2,4,5,1,0.01,0,0,19.5,0,7.61,627,MNC
28,Bachelors,Tier 1,8.32,1,5,5,0,0.1,0,0,20.0,0,7.62,705,Startup
21,Masters,Tier 1,8.29,2,2,1,3,0.01,0,0,10.5,1,5.3,385,Startup
33,Bachelors,Tier 2,8.99,1,4,5,0,3.08,0,0,18.0,1,6.98,423,MNC
30,PhD,Tier 2,8.14,3,3,1,0,0.23,1,0,9.0,0,3.65,351,Startup
33,Bachelors,Tier 3,4.92,2,0,2,0,6.49,0,0,4.0,1,3.48,466,Mid-size
24,Masters,Tier 2,6.55,0,2,3,1,1.82,0,1,11.5,1,7.62,564,MNC
22,Bachelors,Tier 2,7.11,3,2,5,2,1.49,0,0,17.0,1,9.57,595,Startup
27,Bachelors,Tier 2,7.15,1,5,2,1,2.78,1,0,16.5,0,5.14,551,MNC
33,Masters,Tier 2,7.3,0,0,3,2,0.08,1,0,10.0,1,4.22,568,MNC
33,Masters,Tier 3,7.19,2,2,5,0,1.52,1,0,15.0,0,3.82,381,Startup
24,Bachelors,Tier 1,7.99,0,6,5,2,0.92,0,0,25.0,1,7.04,489,MNC
26,Bachelors,Tier 1,9.2,1,2,2,1,3.36,0,0,9.5,1,3.17,470,MNC
27,Bachelors,Tier 3,8.34,2,3,5,1,3.34,0,0,17.5,0,7.73,489,Mid-size
29,Bachelors,Tier 2,7.35,1,1,4,2,2.4,1,0,14.0,1,5.72,603,Startup
25,Masters,Tier 2,7.35,1,3,5,1,0.46,0,0,17.5,1,9.99,458,MNC
25,Bachelors,Tier 2,7.02,4,3,2,3,0.94,0,0,14.5,1,6.64,274,Startup
25,Bachelors,Tier 3,6.68,1,6,3,0,0.5,0,0,18.0,1,3.17,444,MNC
27,Masters,Tier 2,7.55,1,5,4,1,1.3,1,0,20.5,1,5.11,399,Mid-size
26,Masters,Tier 2,6.83,1,2,4,1,0.13,0,0,13.5,1,4.55,452,MNC
22,Bachelors,Tier 1,6.58,2,5,5,1,0.15,0,1,21.5,1,6.98,582,Mid-size
24,Bachelors,Tier 1,7.45,2,4,1,1,2.7,0,0,11.5,0,4.89,420,Mid-size
28,Masters,Tier 1,8.2,2,2,3,2,1.26,0,0,13.0,1,8.81,376,Mid-size
24,Bachelors,Tier 3,7.46,1,3,5,0,2.43,0,0,16.0,1,4.8,501,Startup
27,Bachelors,Tier 3,6.79,1,4,5,1,0.27,3,0,22.5,1,6.88,416,Mid-size
21,Bachelors,Tier 2,7.95,0,2,1,0,0.81,0,0,6.0,1,4.69,363,MNC
27,Masters,Tier 2,7.46,4,4,4,1,1.0,0,0,17.5,0,7.63,647,MNC
32,Bachelors,Tier 3,6.34,2,3,5,1,0.31,0,0,17.5,0,5.5,514,Startup
31,Masters,Tier 3,7.19,2,1,2,2,3.24,0,0,9.0,1,6.1,538,Startup
28,Masters,Tier 2,6.71,1,2,3,2,3.95,0,0,13.0,1,5.14,494,Mid-size
21,Bachelors,Tier 2,6.58,0,5,3,2,4.89,1,0,20.0,1,6.06,478,MNC
25,Masters,Tier 2,7.34,1,2,3,1,0.23,2,0,13.5,0,7.72,449,MNC
32,Masters,Tier 1,6.99,0,5,4,0,3.52,0,0,18.0,1,8.95,627,Mid-size
24,Masters,Tier 2,6.77,1,1,3,1,0.05,1,0,10.5,1,3.69,402,Mid-size
32,PhD,Tier 2,7.27,0,1,4,0,0.42,0,0,10.0,1,4.03,511,MNC
21,Bachelors,Tier 3,7.14,1,5,2,2,3.03,0,0,17.0,0,8.39,639,Startup
31,Bachelors,Tier 2,6.91,3,1,5,1,0.85,0,0,13.5,1,6.86,256,Startup
23,Bachelors,Tier 1,7.3,3,7,2,1,0.05,2,1,21.5,0,8.63,530,MNC
26,Masters,Tier 2,7.84,1,2,4,2,4.87,1,0,16.0,1,4.27,308,Mid-size
24,Bachelors,Tier 1,5.68,2,3,1,2,2.97,0,0,11.0,1,8.84,358,Startup
29,Bachelors,Tier 1,8.48,1,3,3,1,1.48,0,1,13.5,0,9.02,407,MNC
24,Bachelors,Tier 3,9.54,1,5,3,0,2.08,1,0,17.0,1,5.65,458,Startup
22,Bachelors,Tier 1,8.34,1,2,1,0,2.11,1,0,7.0,1,5.72,546,Mid-size
27,Masters,Tier 1,7.48,2,2,3,2,0.33,0,0,13.0,0,7.35,598,Mid-size
31,Bachelors,Tier 2,6.64,1,1,1,1,5.7,0,2,5.5,1,7.4,497,MNC
33,Bachelors,Tier 2,7.36,0,2,5,1,1.28,0,1,15.5,1,9.84,526,MNC
22,Bachelors,Tier 2,7.63,2,2,1,1,0.41,0,0,7.5,1,3.07,439,Startup
23,Bachelors,Tier 2,7.76,1,1,5,1,0.4,1,0,14.5,0,9.18,387,MNC
26,Bachelors,Tier 2,7.93,0,1,3,1,0.95,1,0,10.5,1,4.48,448,MNC
31,PhD,Tier 1,8.01,0,2,5,0,1.49,0,0,14.0,1,7.61,125,Mid-size
28,PhD,Tier 3,7.24,0,7,3,0,0.94,0,0,20.0,0,6.07,550,Mid-size
22,Masters,Tier 1,7.39,0,8,4,2,2.01,1,0,28.0,1,9.88,572,Startup
25,Bachelors,Tier 1,7.99,0,4,2,1,4.45,0,0,13.5,0,8.76,548,MNC
33,Masters,Tier 3,7.07,2,2,4,1,1.13,0,1,13.5,1,8.64,689,Startup
34,Bachelors,Tier 3,6.8,2,7,1,2,0.99,0,0,19.0,1,7.94,232,Mid-size
26,Bachelors,Tier 1,7.19,0,6,2,3,1.39,0,0,20.5,1,3.97,697,Mid-size
30,Masters,Tier 3,7.94,4,2,2,3,0.16,0,0,12.5,1,3.46,214,MNC
22,Bachelors,Tier 2,7.29,1,2,2,0,1.06,0,0,8.0,1,6.87,228,Startup
25,PhD,Tier 3,7.97,2,3,3,1,0.25,0,0,13.5,1,6.26,542,MNC
21,Masters,Tier 2,6.74,2,1,3,0,0.91,0,0,8.0,0,5.52,646,Mid-size
28,Masters,Tier 1,7.87,1,1,5,2,3.1,1,0,16.0,1,4.51,603,Mid-size
21,PhD,Tier 1,6.5,1,3,5,0,3.03,2,0,18.0,0,4.62,398,MNC
32,Masters,Tier 2,7.14,2,1,4,0,0.11,0,1,10.0,0,8.33,334,MNC
23,Bachelors,Tier 1,7.16,0,3,5,2,0.9,1,0,20.0,0,9.52,562,Mid-size
30,Masters,Tier 2,7.17,0,5,3,0,2.12,1,0,17.0,1,8.52,523,MNC
23,Masters,Tier 1,7.11,2,2,5,0,0.13,0,0,14.0,1,4.24,505,MNC
28,PhD,Tier 2,7.83,0,2,3,0,0.99,0,0,10.0,0,4.5,490,Startup
31,Bachelors,Tier 3,8.78,3,0,4,1,0.91,0,0,9.5,1,4.05,542,Startup
32,Bachelors,Tier 2,6.18,3,4,4,0,0.41,1,0,17.0,1,5.28,611,MNC
22,Masters,Tier 3,6.96,3,2,5,1,0.17,1,0,16.5,1,6.71,432,Mid-size
21,Masters,Tier 3,7.11,2,3,4,1,0.98,0,0,15.5,0,5.08,431,Startup
21,Bachelors,Tier 3,8.47,0,3,4,1,1.73,0,0,15.5,1,5.58,359,Mid-size
23,Masters,Tier 1,7.71,3,2,4,0,0.06,0,0,12.0,1,9.12,551,Mid-size
30,Bachelors,Tier 3,8.04,3,4,3,0,2.78,0,0,14.0,0,9.29,463,Startup
21,Bachelors,Tier 2,6.31,2,3,2,3,1.39,1,0,15.5,1,8.51,429,Startup
21,Masters,Tier 3,7.8,2,1,5,1,0.05,0,0,13.5,1,6.68,437,MNC
29,Bachelors,Tier 3,8.84,2,2,5,1,0.09,1,0,16.5,0,9.36,381,MNC
23,Bachelors,Tier 2,7.18,3,4,1,0,6.59,1,0,11.0,1,6.47,563,Startup
32,Masters,Tier 2,6.86,1,2,4,0,0.22,1,0,13.0,0,3.17,486,MNC
23,Bachelors,Tier 3,7.44,2,6,1,1,4.9,0,0,15.5,0,6.63,403,Mid-size
31,Masters,Tier 2,6.07,1,2,4,0,3.29,1,0,13.0,1,5.12,492,Mid-size
34,Masters,Tier 1,8.55,0,2,2,1,2.75,1,0,10.5,1,5.06,408,MNC
30,Masters,Tier 2,7.97,2,0,4,1,5.29,1,0,10.5,1,3.24,354,Startup
22,Bachelors,Tier 3,7.15,4,1,3,2,4.33,1,0,12.0,1,7.9,450,Mid-size
26,Bachelors,Tier 2,7.46,2,2,1,1,3.24,2,0,9.5,1,5.53,63,Startup
34,Bachelors,Tier 3,7.85,1,3,2,1,0.79,1,0,12.5,1,3.09,712,Mid-size
21,Masters,Tier 3,5.94,2,2,4,1,0.37,1,1,14.5,1,4.07,636,Startup
22,Bachelors,Tier 2,6.82,1,2,3,2,0.67,1,1,14.0,0,9.27,447,Startup
25,Bachelors,Tier 1,8.06,2,3,2,1,0.04,1,0,12.5,1,8.65,409,Mid-size
26,Bachelors,Tier 2,7.44,1,3,1,0,0.11,0,2,8.0,1,7.72,464,Startup
21,Bachelors,Tier 1,9.19,1,2,5,0,1.18,2,0,16.0,1,9.31,526,MNC
28,Bachelors,Tier 1,8.76,2,1,1,0,0.4,1,0,5.0,0,8.28,238,MNC
21,Bachelors,Tier 1,6.78,0,2,4,0,1.17,1,0,13.0,1,9.25,602,Mid-size
32,Bachelors,Tier 1,6.33,0,2,4,2,1.72,0,1,15.0,1,9.08,590,Startup
32,Masters,Tier 3,7.29,3,5,2,0,1.32,0,0,14.0,0,8.64,759,Mid-size
