age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
21,Bachelors,Tier 2,6.7,3,3,4,0,4.52,1,0,15.0,1,4.19,193,Startup
30,Bachelors,Tier 1,7.87,1,7,4,1,3.22,0,0,23.5,0,8.32,305,MNC
30,Bachelors,Tier 1,7.15,1,0,5,2,0.02,0,1,13.0,1,6.57,514,MNC
24,Bachelors,Tier 3,6.17,1,4,5,1,2.14,1,1,20.5,0,3.78,718,Startup
28,Masters,Tier 3,8.13,0,2,1,0,3.88,0,0,6.0,1,3.12,663,Startup
24,Masters,Tier 2,8.22,1,1,3,3,0.05,0,0,12.5,0,7.76,379,Startup
30,Bachelors,Tier 2,5.87,2,3,2,0,0.12,0,1,10.0,1,4.64,480,MNC
26,Bachelors,Tier 1,8.08,0,2,1,3,5.38,2,0,12.5,1,6.98,570,MNC
33,Bachelors,Tier 2,7.53,1,3,3,1,4.49,0,0,13.5,0,5.5,446,MNC
30,Masters,Tier 2,7.43,1,2,4,2,2.15,0,0,15.0,1,6.69,469,Mid-size
24,Bachelors,Tier 1,5.76,4,3,5,1,3.88,0,0,17.5,1,3.28,487,MNC
29,Bachelors,Tier 3,7.03,3,0,3,0,0.67,1,0,7.0,1,9.89,536,Startup
28,Bachelors,Tier 1,7.04,0,3,1,2,7.81,0,0,11.0,1,7.42,262,Startup
24,Bachelors,Tier 1,7.59,0,0,5,0,1.27,2,0,12.0,1,6.68,516,MNC
22,Bachelors,Tier 3,7.12,2,4,4,0,2.56,2,0,18.0,0,8.9,647,Startup
24,Masters,Tier 2,9.01,2,1,3,1,1.42,0,0,9.5,0,9.55,368,Startup
23,Bachelors,Tier 2,7.06,1,5,1,0,1.45,0,0,12.0,1,3.05,628,Startup
22,Bachelors,Tier 2,6.19,1,2,3,0,0.14,0,0,10.0,0,9.96,526,Startup
29,Masters,Tier 2,8.46,0,4,2,0,2.42,1,0,13.0,1,9.27,312,MNC
32,Masters,Tier 3,7.18,2,5,2,2,0.04,2,0,19.0,1,8.04,578,MNC
24,Masters,Tier 2,8.27,0,4,5,0,0.01,0,1,18.0,1,8.11,408,MNC
34,Bachelors,Tier 3,7.88,1,6,3,0,0.21,1,0,19.0,1,6.4,479,MNC
33,Masters,Tier 3,8.53,1,1,1,0,0.9,2,1,6.0,1,6.11,455,MNC
29,Bachelors,Tier 2,8.24,1,5,2,1,1.17,0,0,15.5,1,6.45,288,Startup
23,Bachelors,Tier 1,7.9,1,2,1,1,0.59,0,0,7.5,0,8.53,320,MNC
32,Bachelors,Tier 2,6.95,5,0,1,1,0.92,1,0,4.5,0,4.77,369,Startup
28,Masters,Tier 3,8.09,1,0,2,4,4.8,0,1,10.0,1,4.11,550,Startup
29,Bachelors,Tier 2,7.71,3,2,5,0,3.28,2,0,16.0,0,6.42,436,Startup
28,Bachelors,Tier 2,7.11,1,5,5,3,0.13,0,0,24.5,1,8.55,363,MNC
33,Bachelors,Tier 1,6.33,0,4,1,3,0.95,2,0,16.5,1,8.92,558,MNC
25,Bachelors,Tier 2,7.73,0,5,3,1,0.28,2,1,19.5,1,6.66,301,Mid-size
22,Bachelors,Tier 2,7.77,3,4,5,4,2.72,1,0,25.0,1,3.07,325,MNC
23,Masters,Tier 2,7.78,1,4,5,1,0.7,2,0,21.5,1,8.47,489,MNC
34,Bachelors,Tier 3,8.22,2,2,3,2,6.08,3,0,16.0,1,8.01,494,MNC
34,Bachelors,Tier 3,6.96,1,0,2,1,4.08,0,0,5.5,0,8.69,419,MNC
33,Bachelors,Tier 3,9.31,0,0,4,0,0.51,0,0,8.0,1,4.69,458,MNC
30,Bachelors,Tier 1,5.01,1,3,3,1,4.13,0,0,13.5,1,8.85,395,Mid-size
33,Bachelors,Tier 2,6.38,0,1,3,2,1.22,0,0,11.0,0,4.75,359,Mid-size
28,Bachelors,Tier 2,8.32,1,6,5,1,0.1,0,0,23.5,1,3.06,470,Mid-size
33,Bachelors,Tier 1,6.59,3,2,3,3,0.35,0,0,14.5,1,6.31,491,Startup
21,Bachelors,Tier 2,7.97,1,1,1,1,2.76,0,0,5.5,1,9.08,439,Mid-size
31,Bachelors,Tier 3,8.09,1,3,3,1,2.0,1,0,14.5,0,9.5,720,Mid-size
25,Bachelors,Tier 1,7.57,0,4,1,0,4.02,2,0,12.0,1,6.9,300,MNC
26,Bachelors,Tier 3,6.41,2,1,5,0,0.16,1,0,13.0,1,5.54,148,Startup
34,PhD,Tier 3,6.39,1,1,1,2,1.17,1,0,8.0,1,3.16,392,MNC
30,Bachelors,Tier 2,7.69,1,2,1,0,0.38,1,0,7.0,1,5.57,331,Mid-size
25,Masters,Tier 2,8.74,3,8,3,0,3.11,0,0,22.0,1,5.69,296,MNC
21,Bachelors,Tier 3,7.04,2,4,5,1,1.36,0,0,19.5,1,7.53,551,Startup
28,PhD,Tier 3,7.68,1,7,3,1,0.58,0,0,21.5,0,4.35,582,MNC
23,Masters,Tier 3,7.64,2,6,3,2,0.0,0,0,21.0,0,7.53,269,Mid-size
21,Bachelors,Tier 1,7.02,0,6,3,0,0.81,1,0,19.0,1,7.07,491,Mid-size
23,Masters,Tier 2,7.81,1,3,1,2,1.08,1,0,12.0,1,3.54,571,Mid-size
29,Bachelors,Tier 3,8.68,2,2,2,1,1.78,0,0,9.5,1,7.43,405,Mid-size
32,Bachelors,Tier 3,7.57,0,1,2,1,0.59,1,0,8.5,1,9.59,370,Startup
24,Bachelors,Tier 2,7.29,3,4,1,0,1.11,1,0,11.0,1,4.21,537,MNC
30,Bachelors,Tier 1,7.9,2,4,1,3,2.65,0,0,14.5,1,8.86,647,Startup
25,Masters,Tier 2,6.95,1,3,5,2,4.17,1,0,20.0,1,4.92,447,Startup
34,Bachelors,Tier 3,6.48,2,0,5,0,0.69,0,0,10.0,0,7.86,606,MNC
29,Bachelors,Tier 3,7.9,1,4,1,2,0.27,0,0,13.0,1,9.52,494,MNC
21,Bachelors,Tier 2,8.03,1,5,3,0,2.15,0,1,16.0,1,9.3,333,Startup
21,Masters,Tier 3,7.62,0,2,4,0,0.78,0,0,12.0,0,9.44,432,MNC
31,Bachelors,Tier 3,8.57,0,2,4,1,0.3,1,0,14.5,1,9.56,366,Mid-size
29,Bachelors,Tier 1,8.96,2,2,5,3,0.03,1,0,19.5,1,8.89,586,Mid-size
27,Bachelors,Tier 1,8.3,2,2,3,1,3.31,0,0,11.5,0,4.76,429,Startup
26,Bachelors,Tier 2,6.59,1,3,3,1,0.85,0,0,13.5,1,7.79,390,Mid-size
21,Masters,Tier 2,6.21,2,2,3,1,0.58,1,0,12.5,1,3.98,424,MNC
34,Bachelors,Tier 3,7.61,3,4,3,0,0.62,0,1,14.0,0,3.82,666,Startup
27,Bachelors,Tier 1,7.47,2,4,5,0,0.27,0,0,18.0,1,4.42,446,Startup
34,Bachelors,Tier 2,6.76,0,5,5,3,3.6,0,0,24.5,1,8.27,310,Startup
23,Bachelors,Tier 2,7.51,1,1,4,0,0.31,0,0,10.0,0,4.42,646,MNC
30,Bachelors,Tier 1,7.36,1,6,2,0,1.9,0,0,16.0,1,7.08,496,Startup
25,Masters,Tier 1,6.63,1,6,5,2,0.21,0,0,25.0,1,5.37,323,Mid-size
34,Masters,Tier 2,7.17,4,4,4,1,0.92,0,0,17.5,1,6.07,228,Mid-size
26,Bachelors,Tier 2,6.85,2,3,1,2,0.57,1,0,12.0,1,7.65,553,MNC
22,Bachelors,Tier 1,8.64,0,3,5,0,2.79,2,0,18.0,1,9.26,587,Mid-size
28,Bachelors,Tier 2,5.79,2,7,4,2,1.56,1,1,26.0,1,7.31,626,Startup
31,Bachelors,Tier 2,6.97,2,2,4,1,3.73,1,1,14.5,1,8.83,420,Mid-size
25,Bachelors,Tier 1,7.23,2,1,2,3,0.4,1,1,11.5,1,5.19,459,Mid-size
33,Masters,Tier 2,8.06,4,5,4,1,0.94,1,0,20.5,1,4.19,464,MNC
26,Bachelors,Tier 1,8.75,3,3,5,0,1.47,0,0,16.0,1,9.86,454,Startup
23,Bachelors,Tier 2,7.05,3,3,3,2,0.56,2,0,17.0,1,3.47,412,Startup
34,PhD,Tier 2,9.3,3,6,4,1,0.4,2,0,23.5,0,6.36,420,Mid-size
26,Masters,Tier 2,6.45,1,3,5,3,6.43,0,0,20.5,1,5.85,221,Mid-size
32,Bachelors,Tier 1,8.13,4,1,4,2,1.36,1,0,14.0,1,5.17,574,MNC
33,Bachelors,Tier 3,5.8,2,3,4,0,0.93,0,0,14.0,1,3.7,417,Startup
22,Bachelors,Tier 1,7.18,5,0,1,3,0.87,0,0,6.5,1,4.8,473,MNC
25,PhD,Tier 3,7.39,1,3,3,0,0.72,0,0,12.0,1,9.7,555,MNC
23,Bachelors,Tier 2,8.12,1,1,4,1,0.5,1,0,12.5,1,5.14,491,Mid-size
30,Bachelors,Tier 1,7.33,2,2,3,1,3.85,1,0,12.5,1,8.46,292,MNC
28,Bachelors,Tier 2,7.79,4,1,4,0,2.82,0,0,10.0,1,5.53,306,Mid-size
32,PhD,Tier 3,8.41,1,1,2,1,0.74,1,0,8.5,1,6.22,440,MNC
32,Bachelors,Tier 2,7.15,1,0,1,1,3.22,0,0,3.5,1,7.16,658,Mid-size
26,Bachelors,Tier 2,6.76,0,5,4,1,0.92,1,0,20.5,1,7.72,508,MNC
27,Bachelors,Tier 2,6.68,1,5,2,2,0.1,2,0,19.0,1,5.93,344,MNC
32,Bachelors,Tier 2,7.75,0,3,3,2,0.01,0,0,15.0,1,3.45,397,Startup
26,Bachelors,Tier 3,7.85,0,5,2,1,2.74,2,0,17.5,1,5.1,646,Startup
22,Bachelors,Tier 3,8.0,1,2,3,0,0.68,1,0,11.0,1,3.74,543,Mid-size
23,Bachelors,Tier 3,7.92,0,8,2,1,1.09,0,0,21.5,1,8.72,446,MNC
32,Bachelors,Tier 2,8.57,2,1,3,1,0.16,1,0,10.5,0,9.78,608,MNC
27,Bachelors,Tier 2,7.99,0,5,4,1,0.0,1,1,20.5,1,5.94,510,Startup
33,Bachelors,Tier 2,7.73,5,3,3,1,1.24,2,0,15.5,0,9.34,591,MNC
23,Bachelors,Tier 2,7.65,0,2,3,4,1.93,1,0,17.0,1,6.91,222,Mid-size
27,Bachelors,Tier 1,6.93,3,3,1,1,2.67,0,0,9.5,1,8.85,659,MNC
34,Masters,Tier 3,7.56,1,3,4,1,0.45,1,0,16.5,1,3.44,357,Startup
25,Masters,Tier 2,7.5,3,3,3,0,0.08,1,0,13.0,0,6.96,411,Mid-size
21,Bachelors,Tier 3,5.12,1,4,5,0,0.1,0,1,18.0,0,9.54,227,Startup
23,Bachelors,Tier 1,8.25,1,5,3,2,1.15,0,0,19.0,1,9.27,218,Startup
27,Bachelors,Tier 2,6.68,1,0,3,0,0.49,0,0,6.0,1,7.95,529,Startup
34,Bachelors,Tier 3,8.27,2,1,3,0,0.36,0,1,8.0,1,6.56,696,Startup
24,Bachelors,Tier 3,5.75,2,2,4,0,0.4,0,3,12.0,1,7.08,555,Mid-size
30,Masters,Tier 2,6.86,1,4,1,1,0.22,0,0,11.5,0,8.45,478,MNC
28,Bachelors,Tier 3,7.29,3,4,5,0,4.57,0,0,18.0,1,6.51,378,Mid-size
26,Masters,Tier 2,7.16,2,2,5,0,1.68,0,0,14.0,0,3.73,510,MNC
22,Bachelors,Tier 3,7.88,1,2,4,0,1.2,0,0,12.0,1,9.64,554,Mid-size
30,Masters,Tier 3,6.93,1,3,4,1,4.92,0,0,15.5,1,6.49,398,Startup
25,Bachelors,Tier 1,7.63,3,3,2,0,1.93,1,0,11.0,1,6.17,195,Startup
31,Bachelors,Tier 2,8.42,0,2,2,2,9.18,0,0,11.0,1,3.67,415,MNC
30,Masters,Tier 2,7.79,0,3,5,2,1.71,0,0,19.0,1,6.23,290,Startup
26,Masters,Tier 3,8.44,2,3,3,0,0.07,2,0,14.0,0,8.08,375,Mid-size
31,Bachelors,Tier 2,7.3,1,2,4,1,2.1,1,0,14.5,1,7.11,332,Mid-size
28,Bachelors,Tier 3,8.01,0,1,4,2,0.42,0,0,13.0,1,3.27,247,Startup
25,Masters,Tier 2,7.36,2,5,3,0,1.16,0,0,16.0,0,3.57,687,Mid-size
22,Bachelors,Tier 2,7.82,3,4,2,2,0.96,1,0,16.0,1,8.53,490,Mid-size
33,PhD,Tier 3,9.04,0,2,3,4,1.13,0,0,16.0,0,3.07,521,MNC
26,Bachelors,Tier 1,8.13,2,0,2,0,1.97,1,0,5.0,1,5.39,637,Mid-size
30,Bachelors,Tier 2,6.95,2,2,3,0,0.32,0,1,10.0,0,4.52,269,Mid-size
32,Bachelors,Tier 3,7.53,2,3,5,1,0.4,1,0,18.5,1,9.65,472,Mid-size
24,Bachelors,Tier 2,7.19,0,1,3,1,0.56,0,0,9.5,1,6.08,196,Startup
22,Masters,Tier 3,8.03,2,2,1,1,2.39,0,0,7.5,1,5.35,287,Mid-size
29,Bachelors,Tier 1,7.48,1,2,4,0,1.28,2,2,14.0,0,8.08,610,Startup
32,Bachelors,Tier 1,6.39,1,3,3,1,2.79,0,0,13.5,1,6.56,432,Startup
29,Bachelors,Tier 1,5.96,2,1,2,0,2.88,1,1,7.0,1,5.35,275,MNC
30,Bachelors,Tier 3,7.65,0,0,2,2,1.51,2,1,9.0,1,8.57,444,Mid-size
30,Bachelors,Tier 3,6.77,0,0,3,0,2.21,0,0,6.0,1,3.9,592,MNC
24,Bachelors,Tier 3,8.15,1,1,3,0,3.87,1,0,9.0,1,5.07,368,Mid-size
22,Bachelors,Tier 2,7.07,0,2,2,1,0.76,1,0,10.5,1,7.9,513,Mid-size
33,Masters,Tier 2,6.96,3,2,4,0,0.16,0,1,12.0,1,3.69,404,Startup
30,Bachelors,Tier 2,6.98,1,1,5,1,1.04,1,0,14.5,1,7.69,278,Mid-size
28,Bachelors,Tier 2,4.75,0,2,3,0,0.9,1,0,11.0,0,5.68,335,MNC
26,PhD,Tier 3,7.47,0,1,4,0,1.53,0,0,10.0,1,9.43,394,MNC
29,Bachelors,Tier 3,9.99,2,2,3,2,0.52,1,1,14.0,1,3.02,419,Startup
27,Bachelors,Tier 1,8.15,0,4,1,2,0.15,0,0,13.0,1,3.54,404,MNC
29,Bachelors,Tier 3,7.06,1,4,5,0,0.13,0,0,18.0,1,9.5,397,Startup
22,Bachelors,Tier 3,7.48,1,1,3,1,0.41,0,1,9.5,0,5.79,545,Mid-size
23,Masters,Tier 2,8.24,0,0,1,1,0.44,0,0,3.5,1,7.0,556,Mid-size
27,Bachelors,Tier 3,8.55,2,4,4,1,1.54,1,1,18.5,0,4.51,389,MNC
21,Bachelors,Tier 1,7.06,3,1,4,0,0.26,0,0,10.0,0,8.63,442,MNC
34,Bachelors,Tier 2,7.03,2,4,5,0,5.37,0,1,18.0,0,3.32,529,Startup
30,Bachelors,Tier 1,6.82,0,3,4,0,2.05,0,0,14.0,1,4.76,687,Startup
26,Masters,Tier 3,7.93,1,2,5,2,2.76,3,0,20.0,1,9.44,202,MNC
24,Masters,Tier 2,7.38,0,5,4,2,0.47,0,0,21.0,0,5.44,302,Mid-size
30,Masters,Tier 3,7.75,1,3,2,0,2.57,0,0,10.0,1,8.84,497,Startup
25,Bachelors,Tier 1,8.02,0,7,4,0,2.4,1,0,23.0,1,4.73,311,MNC
34,Bachelors,Tier 1,5.67,0,1,4,1,2.72,0,0,11.5,0,3.76,583,Mid-size
21,Masters,Tier 2,7.1,1,2,2,3,1.55,0,0,12.5,1,7.38,309,MNC
26,Bachelors,Tier 3,8.43,2,0,5,1,1.65,1,0,12.5,1,6.38,591,Startup
31,Bachelors,Tier 2,8.67,1,3,1,3,0.54,1,0,13.5,1,3.9,422,MNC
27,Bachelors,Tier 1,8.07,1,2,2,2,0.35,0,0,11.0,1,4.18,570,MNC
29,Bachelors,Tier 2,8.04,1,2,4,1,1.16,1,0,14.5,1,8.15,406,Mid-size
25,Bachelors,Tier 2,7.44,2,4,4,0,0.15,1,0,17.0,1,5.04,385,MNC
23,PhD,Tier 2,5.09,3,2,5,0,1.61,0,0,14.0,1,7.71,453,Mid-size
21,Bachelors,Tier 3,7.99,2,6,4,1,3.64,0,0,21.5,1,8.38,546,Startup
31,Masters,Tier 2,8.34,2,4,1,0,1.37,2,0,12.0,1,9.84,510,MNC
22,Masters,Tier 1,6.05,1,3,1,1,0.87,0,0,9.5,0,7.59,581,Startup
31,Bachelors,Tier 3,7.11,1,1,4,2,0.29,1,0,14.0,1,9.81,556,Startup
29,Masters,Tier 1,8.53,1,3,2,1,0.02,0,1,11.5,1,8.23,333,Startup
26,Bachelors,Tier 2,6.5,1,5,4,0,0.34,0,0,18.0,1,5.42,448,Startup
27,Bachelors,Tier 2,7.2,2,9,4,1,0.99,1,0,28.5,1,4.47,337,MNC
23,Bachelors,Tier 2,8.74,2,2,2,1,0.24,0,0,9.5,1,5.84,315,MNC
32,Bachelors,Tier 2,7.36,2,1,2,2,0.06,3,0,12.0,1,4.12,419,Mid-size
27,Bachelors,Tier 1,6.54,0,1,2,1,0.46,0,0,7.5,1,4.22,504,Mid-size
26,Masters,Tier 1,6.44,1,4,5,0,0.62,3,0,21.0,0,9.2,263,Mid-size
25,Bachelors,Tier 3,8.27,2,1,3,1,0.76,1,1,10.5,1,6.34,608,MNC
23,Bachelors,Tier 3,7.25,2,3,3,1,1.24,0,0,13.5,0,6.0,426,Startup
23,Bachelors,Tier 1,7.64,2,4,4,1,0.27,2,1,19.5,1,5.23,497,MNC
28,Masters,Tier 3,6.97,1,5,5,1,2.07,0,1,21.5,1,6.08,320,MNC
25,Masters,Tier 3,6.87,1,2,5,1,0.14,1,1,16.5,1,4.01,358,Mid-size
29,Bachelors,Tier 2,8.54,0,4,2,4,1.44,0,0,18.0,1,3.5,555,Mid-size
23,Bachelors,Tier 2,8.68,1,3,4,3,0.6,1,0,19.5,1,4.26,391,Startup
23,Masters,Tier 2,7.66,0,2,3,1,0.1,0,0,11.5,1,9.54,391,MNC
27,Masters,Tier 1,7.56,4,4,5,1,0.12,0,0,19.5,1,5.15,433,MNC
32,Bachelors,Tier 2,7.74,2,4,5,1,1.01,0,1,19.5,1,4.02,196,Startup
25,Bachelors,Tier 2,7.63,1,4,5,0,3.73,1,0,19.0,1,3.65,298,Startup
23,Bachelors,Tier 3,7.46,2,2,2,1,3.55,0,0,9.5,0,6.55,354,MNC
30,Bachelors,Tier 2,7.59,1,0,2,0,0.6,0,2,4.0,1,9.31,384,MNC
27,Bachelors,Tier 2,8.79,0,1,4,1,1.85,0,0,11.5,1,4.15,476,Startup
25,Masters,Tier 1,7.03,0,3,2,1,0.88,1,1,12.5,1,5.26,478,Startup
25,Masters,Tier 2,6.52,0,3,1,1,0.71,1,0,10.5,1,7.6,204,MNC
22,Bachelors,Tier 2,8.36,0,2,5,2,0.64,1,1,18.0,1,5.94,698,MNC
24,Bachelors,Tier 2,7.02,1,2,1,1,2.45,0,0,7.5,1,3.78,505,MNC
29,Bachelors,Tier 2,7.84,5,0,5,2,0.41,0,0,13.0,1,4.38,406,Mid-size
32,Bachelors,Tier 2,8.14,4,2,1,1,4.61,2,0,9.5,1,9.4,519,MNC
21,Bachelors,Tier 2,8.73,4,2,2,0,0.92,0,1,8.0,1,6.93,647,Mid-size
21,Masters,Tier 2,6.34,3,2,2,1,0.35,0,2,9.5,1,6.56,598,Startup
26,Bachelors,Tier 3,7.2,1,6,1,0,0.19,2,0,16.0,0,9.44,544,MNC
30,Bachelors,Tier 1,6.71,0,4,2,1,2.29,0,0,13.5,1,8.63,433,MNC
29,Masters,Tier 2,6.54,3,3,1,2,0.4,1,0,12.0,1,3.23,349,Startup
34,Bachelors,Tier 2,7.65,3,2,4,0,1.36,1,0,13.0,1,3.77,516,Startup
27,Bachelors,Tier 3,7.93,0,1,1,1,1.17,1,0,6.5,1,3.29,482,MNC
29,Masters,Tier 3,7.62,0,5,3,0,3.61,0,1,16.0,0,6.69,326,Mid-size
22,Bachelors,Tier 2,7.98,1,4,4,1,1.72,3,0,20.5,1,7.5,311,Mid-size
25,Masters,Tier 2,7.83,0,2,1,1,2.72,0,0,7.5,0,5.66,343,Startup
26,Bachelors,Tier 1,7.92,1,4,2,1,0.49,1,0,14.5,0,7.32,424,Mid-size
27,Bachelors,Tier 1,6.98,1,2,2,1,1.12,0,0,9.5,0,5.71,459,Startup
26,Bachelors,Tier 2,8.09,2,5,2,1,2.77,0,0,15.5,0,9.44,720,Mid-size
31,Bachelors,Tier 2,7.84,0,2,4,1,1.19,0,0,13.5,1,4.29,562,Mid-size
26,Masters,Tier 1,8.0,1,3,3,2,1.19,0,2,15.0,0,7.68,574,MNC
25,Bachelors,Tier 1,6.88,1,2,5,0,2.47,0,0,14.0,1,7.98,576,Startup
32,Bachelors,Tier 2,9.11,2,3,3,1,1.17,1,1,14.5,1,9.29,409,MNC
29,Bachelors,Tier 2,7.96,1,3,5,2,0.07,0,0,19.0,1,3.97,466,MNC
33,Bachelors,Tier 2,7.59,2,5,5,2,0.86,0,1,23.0,1,8.1,450,MNC
33,Bachelors,Tier 1,7.11,0,1,3,1,1.74,0,1,9.5,0,6.59,364,Mid-size
31,Masters,Tier 2,7.89,3,2,1,0,0.65,0,0,6.0,1,9.37,491,Startup
24,Bachelors,Tier 1,8.19,3,5,3,0,0.07,1,0,17.0,1,6.63,413,MNC
22,Bachelors,Tier 1,7.84,1,2,3,0,1.69,1,0,11.0,1,8.47,410,MNC
26,Masters,Tier 1,7.49,1,4,5,1,2.21,1,0,20.5,1,4.29,493,Startup
29,Masters,Tier 2,7.06,4,1,1,1,1.44,0,0,5.5,1,4.8,507,Mid-size
34,Bachelors,Tier 2,8.38,1,1,3,0,2.39,1,0,9.0,0,8.95,384,Startup
30,Bachelors,Tier 1,8.48,4,3,3,1,0.09,2,0,15.5,0,7.94,284,Startup
30,Masters,Tier 1,8.85,2,1,1,1,0.32,0,0,5.5,1,5.7,282,MNC
23,Masters,Tier 3,7.83,1,2,4,3,0.65,1,0,17.5,1,7.05,259,Mid-size
33,Masters,Tier 2,8.7,1,3,4,2,0.78,0,0,17.0,0,8.93,496,Startup
21,Bachelors,Tier 2,8.33,0,5,2,3,0.51,0,0,18.5,1,9.67,368,MNC
32,Bachelors,Tier 1,8.23,2,5,3,2,1.05,2,0,21.0,1,3.58,357,MNC
30,PhD,Tier 1,7.89,3,5,5,4,0.87,0,0,26.0,1,4.69,499,Mid-size
23,PhD,Tier 3,7.49,0,1,4,3,3.12,1,0,15.5,1,8.1,121,Startup
29,Bachelors,Tier 3,7.62,1,2,2,3,1.12,0,0,12.5,1,6.44,324,MNC
22,Masters,Tier 3,8.31,3,3,3,2,0.09,0,0,15.0,0,9.77,247,Startup
23,Bachelors,Tier 2,7.64,2,3,5,0,0.44,1,0,17.0,1,4.15,572,Mid-size
22,Bachelors,Tier 2,7.53,2,0,2,1,9.3,0,0,5.5,1,5.66,471,MNC
32,Bachelors,Tier 2,8.3,2,0,2,2,1.65,0,1,7.0,1,5.94,543,MNC
27,PhD,Tier 2,7.08,2,6,1,1,2.34,0,0,15.5,0,3.36,390,Mid-size
28,Masters,Tier 2,8.03,2,1,2,0,0.68,1,1,7.0,1,9.47,488,MNC
34,Bachelors,Tier 3,6.12,0,3,5,1,0.67,0,0,17.5,1,3.67,429,Mid-size
32,Masters,Tier 3,8.49,1,2,4,1,1.23,0,2,13.5,0,7.67,407,MNC
27,Bachelors,Tier 3,8.41,0,2,3,0,3.66,0,0,10.0,1,3.32,285,Mid-size
30,Masters,Tier 2,9.07,0,3,1,2,1.42,0,0,11.0,1,9.03,441,Startup
30,Masters,Tier 2,6.89,0,3,2,3,3.01,1,1,15.5,1,9.37,491,MNC
26,Masters,Tier 1,7.34,1,1,5,1,3.66,1,0,14.5,1,8.92,738,Mid-size
22,Bachelors,Tier 1,8.33,1,6,1,1,1.22,1,0,16.5,1,7.75,404,MNC
29,Bachelors,Tier 2,7.22,0,4,2,1,0.19,0,0,13.5,1,7.64,479,Startup
28,Bachelors,Tier 1,7.6,0,2,5,1,2.17,1,0,16.5,0,7.3,509,Startup
27,Bachelors,Tier 2,6.77,1,2,1,2,0.84,1,0,10.0,1,8.16,498,MNC
24,Bachelors,Tier 2,5.89,1,3,1,1,2.71,0,0,9.5,0,6.27,584,Mid-size
23,Bachelors,Tier 2,5.46,4,2,2,1,1.31,0,0,9.5,1,7.13,140,MNC
34,Masters,Tier 2,8.28,1,3,3,0,2.18,0,0,12.0,1,7.98,888,Mid-size
32,Bachelors,Tier 3,7.69,0,3,1,2,1.51,2,1,13.0,1,9.53,365,MNC
33,Bachelors,Tier 3,6.18,1,4,5,2,0.64,1,0,22.0,1,5.09,319,Startup
31,Bachelors,Tier 2,6.6,2,3,4,0,3.27,0,0,14.0,1,5.89,350,Startup
33,Bachelors,Tier 1,8.35,0,3,1,0,1.99,0,1,8.0,1,5.44,647,Startup
33,Masters,Tier 2,7.91,3,3,1,1,0.11,1,0,10.5,0,4.68,493,MNC
28,Bachelors,Tier 2,8.27,1,3,5,0,4.04,1,0,17.0,1,3.32,420,MNC
31,Bachelors,Tier 1,8.46,2,3,2,2,2.03,2,0,15.0,0,6.18,415,MNC
25,Bachelors,Tier 2,7.94,1,2,2,0,0.61,1,0,9.0,0,4.37,512,Startup
