age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
31,Bachelors,Tier 3,6.91,1,4,4,0,0.12,0,0,16.0,0,3.65,566,MNC
31,Bachelors,Tier 1,6.86,2,1,1,3,0.1,0,0,8.5,1,9.85,632,Startup
31,Bachelors,Tier 1,7.1,0,1,2,1,0.06,1,0,8.5,1,7.92,421,Startup
32,Bachelors,Tier 2,7.36,2,5,5,0,5.98,0,0,20.0,1,5.45,304,MNC
21,Bachelors,Tier 2,8.21,1,5,2,1,2.8,0,1,15.5,1,6.67,335,Mid-size
23,Masters,Tier 2,7.2,1,3,3,1,0.33,0,0,13.5,1,4.94,719,Startup
27,Bachelors,Tier 2,6.18,0,2,3,1,1.45,0,0,11.5,1,9.99,598,Startup
24,Masters,Tier 2,7.34,1,0,1,3,2.91,0,0,6.5,0,5.76,689,MNC
22,Bachelors,Tier 1,8.37,1,2,4,1,1.91,1,0,14.5,1,3.36,254,MNC
23,Masters,Tier 2,7.28,0,2,4,0,0.86,0,0,12.0,1,8.17,243,Startup
30,Masters,Tier 1,6.38,1,3,1,1,0.98,1,0,10.5,1,4.23,477,Mid-size
22,Bachelors,Tier 1,7.98,4,6,3,1,1.58,0,0,19.5,1,7.68,366,MNC
26,Bachelors,Tier 2,6.95,4,0,3,2,1.49,1,0,10.0,1,6.5,465,MNC
26,Bachelors,Tier 3,6.81,0,4,3,3,1.3,1,0,19.5,1,7.75,278,Startup
33,Bachelors,Tier 3,7.76,0,2,5,2,0.18,1,0,18.0,1,4.82,466,Startup
30,Bachelors,Tier 3,7.15,2,3,5,0,0.48,1,0,17.0,1,3.61,581,Startup
31,Bachelors,Tier 2,6.28,4,2,4,4,1.09,1,0,19.0,1,6.94,265,Startup
30,Bachelors,Tier 3,7.84,2,4,2,3,1.43,1,1,17.5,0,3.53,425,Mid-size
26,Bachelors,Tier 2,7.24,1,2,1,3,1.17,1,0,11.5,1,8.04,316,Mid-size
21,Bachelors,Tier 3,6.62,3,4,3,2,1.07,1,0,18.0,1,8.1,670,MNC
26,Masters,Tier 2,7.75,3,3,1,1,0.37,1,0,10.5,1,7.58,518,Startup
31,Masters,Tier 2,5.89,1,2,4,1,1.1,2,1,15.5,1,5.62,350,Mid-size
27,Bachelors,Tier 1,7.0,2,0,5,1,2.88,0,0,11.5,1,9.69,379,Startup
34,Masters,Tier 1,7.7,1,2,4,1,0.71,0,0,13.5,0,7.83,413,MNC
21,Bachelors,Tier 1,8.46,1,4,5,0,0.08,0,0,18.0,1,9.49,404,MNC
34,Bachelors,Tier 1,7.75,0,3,2,2,0.53,1,0,14.0,0,5.18,391,MNC
32,Masters,Tier 3,7.63,1,2,1,1,0.49,1,0,8.5,1,8.02,264,Startup
31,Bachelors,Tier 1,7.79,1,6,1,1,0.11,0,1,15.5,0,9.67,413,Startup
22,Bachelors,Tier 1,5.8,0,4,5,2,1.07,0,0,21.0,1,5.26,300,Mid-size
24,Bachelors,Tier 3,8.63,1,3,3,2,0.75,1,1,16.0,1,3.77,454,MNC
30,Bachelors,Tier 2,9.17,1,4,2,0,1.88,0,0,12.0,1,8.53,522,Mid-size
29,Bachelors,Tier 2,7.93,0,4,3,1,0.02,0,0,15.5,1,3.51,451,MNC
24,Bachelors,Tier 1,5.68,0,2,4,0,0.39,2,0,14.0,0,5.49,740,Mid-size
34,Bachelors,Tier 2,7.84,0,1,5,0,1.45,0,0,12.0,1,5.37,518,Startup
27,Bachelors,Tier 2,7.66,0,2,1,1,3.31,2,0,9.5,1,7.12,439,Mid-size
21,Bachelors,Tier 1,8.6,2,1,4,1,0.81,0,1,11.5,0,9.22,469,MNC
34,Bachelors,Tier 3,7.65,1,9,3,3,0.91,0,0,28.5,0,5.69,434,Startup
32,Masters,Tier 1,7.47,1,2,5,1,0.84,1,1,16.5,1,3.49,389,Mid-size
30,Bachelors,Tier 1,6.59,3,6,1,1,0.34,0,0,15.5,1,8.81,362,Mid-size
28,Bachelors,Tier 3,7.22,1,5,1,0,0.17,1,1,13.0,1,3.53,664,MNC
21,Bachelors,Tier 3,7.02,4,4,5,2,3.76,0,0,21.0,1,9.06,342,MNC
31,Bachelors,Tier 2,7.11,2,1,3,0,2.12,0,1,8.0,1,5.91,398,Startup
28,Masters,Tier 2,8.67,3,1,3,0,1.98,0,1,8.0,1,9.28,655,MNC
26,Masters,Tier 1,6.8,2,3,1,0,0.1,0,0,8.0,1,3.69,378,Mid-size
28,Bachelors,Tier 2,8.07,2,3,4,2,1.28,0,1,17.0,0,8.85,272,Startup
34,Masters,Tier 2,8.0,2,3,4,2,3.13,0,1,17.0,1,5.73,412,MNC
21,Bachelors,Tier 3,7.34,0,2,4,0,5.94,1,1,13.0,1,8.45,446,MNC
26,Bachelors,Tier 3,8.25,5,2,3,0,1.44,0,0,10.0,1,5.91,438,Mid-size
25,Bachelors,Tier 1,7.91,0,2,1,1,0.87,1,1,8.5,1,7.01,505,MNC
28,PhD,Tier 1,6.23,1,1,1,2,0.03,0,2,7.0,1,6.69,226,MNC
31,Masters,Tier 1,8.43,0,2,1,1,0.01,0,0,7.5,1,3.44,400,Startup
29,Masters,Tier 2,9.25,0,3,1,0,1.75,0,0,8.0,1,7.64,555,Mid-size
30,Masters,Tier 1,7.17,0,3,1,0,1.49,0,0,8.0,1,7.83,580,Startup
26,Masters,Tier 1,7.93,2,7,3,2,1.04,2,1,25.0,0,9.1,497,Mid-size
24,Masters,Tier 3,7.42,1,3,1,0,0.02,0,0,8.0,1,9.1,462,MNC
26,Bachelors,Tier 1,9.74,1,5,1,3,0.78,1,0,17.5,1,8.3,465,Startup
27,Masters,Tier 2,8.77,1,3,2,1,1.86,2,0,13.5,0,5.51,476,Startup
23,Masters,Tier 2,6.3,2,4,4,1,2.96,1,1,18.5,1,9.96,463,MNC
34,Bachelors,Tier 2,9.26,2,4,4,0,2.36,1,0,17.0,1,5.17,589,MNC
22,Bachelors,Tier 3,8.08,1,2,3,0,0.07,1,0,11.0,1,5.5,372,Startup
29,Bachelors,Tier 1,8.73,1,3,2,0,4.0,1,0,11.0,1,7.0,362,MNC
29,Masters,Tier 3,8.24,3,2,2,0,0.06,1,0,9.0,1,8.28,528,Mid-size
23,Masters,Tier 1,8.3,1,2,1,1,0.47,1,0,8.5,1,6.72,577,Mid-size
30,Masters,Tier 1,8.25,0,3,4,1,0.28,0,2,15.5,1,7.2,475,Startup
30,Bachelors,Tier 3,7.25,2,4,4,0,0.34,0,0,16.0,0,3.64,399,Startup
27,Bachelors,Tier 2,6.7,2,2,2,1,1.21,0,1,9.5,1,8.28,388,Startup
32,Masters,Tier 1,6.24,0,2,5,1,3.24,1,0,16.5,0,7.17,179,MNC
26,Masters,Tier 2,7.3,0,5,2,2,1.85,1,1,18.0,1,8.52,353,MNC
30,Masters,Tier 3,8.14,2,3,1,2,3.06,0,1,11.0,0,4.91,487,Mid-size
32,Bachelors,Tier 2,7.76,0,1,1,0,0.03,0,0,4.0,1,6.27,197,Startup
28,Bachelors,Tier 1,6.93,2,2,1,1,0.55,0,0,7.5,1,3.63,388,MNC
25,PhD,Tier 3,6.6,4,1,2,1,2.09,2,1,9.5,1,3.86,547,MNC
24,Bachelors,Tier 3,7.6,1,2,1,1,2.61,1,0,8.5,1,3.12,782,Startup
27,Bachelors,Tier 3,7.34,1,2,5,1,0.78,0,0,15.5,1,4.28,336,MNC
34,Bachelors,Tier 3,6.28,1,2,3,1,1.24,1,0,12.5,0,8.4,546,Startup
23,Bachelors,Tier 2,6.32,2,2,3,3,3.88,0,1,14.5,0,8.26,444,MNC
31,Bachelors,Tier 2,5.94,3,3,1,1,1.05,0,0,9.5,0,5.37,410,Mid-size
33,PhD,Tier 2,7.49,1,1,4,1,0.73,1,0,12.5,1,6.12,355,MNC
25,Bachelors,Tier 1,8.08,2,2,3,1,0.55,0,1,11.5,1,3.93,352,Startup
25,Bachelors,Tier 3,7.95,2,3,2,2,4.03,1,0,14.0,1,5.5,520,MNC
23,Bachelors,Tier 1,6.96,2,3,2,3,1.62,0,0,14.5,1,4.44,269,MNC
27,Masters,Tier 1,6.74,2,4,4,1,3.58,1,0,18.5,1,7.38,379,MNC
30,Bachelors,Tier 3,8.39,1,2,3,1,1.27,1,0,12.5,1,8.32,635,MNC
21,Masters,Tier 1,6.15,2,7,5,2,0.6,2,0,29.0,1,5.14,500,MNC
29,PhD,Tier 3,7.1,0,3,3,0,0.72,2,0,14.0,1,5.05,399,MNC
31,Bachelors,Tier 1,7.07,3,3,4,1,1.9,0,1,15.5,1,5.15,457,Startup
34,Bachelors,Tier 3,7.89,3,2,4,2,0.3,0,0,15.0,0,3.39,435,Startup
22,Bachelors,Tier 2,6.93,1,5,4,0,0.57,1,0,19.0,1,3.28,572,MNC
22,Bachelors,Tier 2,7.63,2,2,5,2,2.21,0,0,17.0,1,5.27,322,Startup
22,Bachelors,Tier 3,7.48,2,4,2,2,0.76,1,0,16.0,1,4.82,400,MNC
21,Bachelors,Tier 1,7.55,0,3,2,2,2.25,0,0,13.0,0,6.13,609,Startup
29,Masters,Tier 2,7.73,1,1,1,0,0.0,0,0,4.0,1,7.24,440,Mid-size
24,Bachelors,Tier 3,6.34,3,3,4,0,1.23,1,1,15.0,0,9.02,692,Startup
22,Bachelors,Tier 2,8.48,1,5,1,0,0.04,0,0,12.0,0,6.25,433,Startup
22,Bachelors,Tier 2,8.4,2,5,2,2,1.01,2,0,19.0,0,6.6,317,Startup
32,Masters,Tier 1,7.91,2,1,5,0,0.16,0,0,12.0,0,8.54,296,Startup
23,Bachelors,Tier 2,7.17,2,0,2,0,1.36,1,1,5.0,0,6.95,446,Startup
34,Bachelors,Tier 2,7.59,0,5,5,0,2.54,0,0,20.0,1,8.8,612,Mid-size
34,Bachelors,Tier 1,7.04,3,3,5,2,0.6,0,0,19.0,1,4.59,720,Startup
26,Bachelors,Tier 2,7.0,2,0,5,0,1.46,0,0,10.0,0,6.55,246,MNC
33,Bachelors,Tier 3,9.27,1,3,5,1,0.78,0,0,17.5,1,7.45,313,MNC
30,Bachelors,Tier 2,6.77,3,3,4,1,0.59,1,1,16.5,1,8.87,472,Startup
32,Bachelors,Tier 3,7.45,0,4,3,1,0.51,1,1,16.5,0,3.86,695,Startup
27,Bachelors,Tier 1,6.99,1,5,1,1,0.48,0,0,13.5,1,8.27,582,MNC
34,Bachelors,Tier 1,7.35,0,4,1,1,0.44,0,0,11.5,1,3.58,445,MNC
31,Bachelors,Tier 2,6.68,0,4,4,1,0.06,0,0,17.5,1,5.78,275,Mid-size
25,Masters,Tier 2,7.68,0,3,1,1,0.38,1,0,10.5,0,5.9,218,Startup
25,Bachelors,Tier 2,7.36,1,4,1,1,3.09,1,0,12.5,1,8.95,458,Startup
34,PhD,Tier 2,10.26,1,1,5,1,0.68,0,0,13.5,0,6.37,548,MNC
34,Bachelors,Tier 3,7.88,3,3,2,2,2.23,2,0,15.0,1,7.33,225,Mid-size
21,Bachelors,Tier 3,7.51,2,1,5,1,0.24,0,0,13.5,1,6.67,434,Startup
33,Masters,Tier 3,6.66,1,2,3,0,3.12,0,0,10.0,0,3.35,306,Startup
22,Masters,Tier 2,6.05,3,3,4,2,4.47,1,0,18.0,1,6.65,542,MNC
27,Bachelors,Tier 1,7.86,4,6,4,0,0.77,0,0,20.0,1,6.23,234,Mid-size
30,Bachelors,Tier 1,7.73,1,1,2,2,2.96,0,0,9.0,1,4.28,264,Startup
29,Bachelors,Tier 3,7.28,2,3,5,0,2.86,0,0,16.0,1,9.71,521,MNC
28,Bachelors,Tier 3,6.3,2,2,4,1,0.29,1,0,14.5,0,4.67,727,MNC
26,Bachelors,Tier 2,7.38,2,3,2,2,0.47,1,0,14.0,1,7.9,302,Startup
27,Bachelors,Tier 3,8.4,1,6,4,2,2.75,1,0,24.0,1,8.84,400,MNC
22,Masters,Tier 1,8.05,3,4,2,3,1.04,2,0,18.5,0,5.18,507,Mid-size
23,Bachelors,Tier 2,6.38,2,4,1,2,1.38,1,1,14.0,1,8.0,426,MNC
26,Masters,Tier 2,6.49,0,4,2,4,1.16,0,1,18.0,1,5.96,164,MNC
30,Bachelors,Tier 3,8.5,3,2,2,0,3.16,0,1,8.0,1,6.22,715,Startup
27,Bachelors,Tier 1,8.94,4,5,3,1,0.77,1,1,18.5,1,5.74,307,Startup
31,Bachelors,Tier 1,7.02,1,4,4,1,1.03,0,0,17.5,1,7.96,386,Startup
25,Bachelors,Tier 3,7.92,2,4,2,0,2.83,0,0,12.0,1,6.61,301,MNC
24,Masters,Tier 2,8.93,1,3,1,2,3.48,0,0,11.0,1,7.87,304,Startup
29,Masters,Tier 2,7.08,1,7,4,1,0.71,0,0,23.5,1,5.48,425,Mid-size
27,Masters,Tier 3,7.36,1,7,4,0,2.56,0,0,22.0,1,6.33,600,MNC
28,Bachelors,Tier 1,7.74,0,5,5,1,2.71,0,1,21.5,1,8.53,407,Startup
25,Masters,Tier 1,6.1,0,2,5,1,1.78,0,0,15.5,0,8.9,674,MNC
25,Bachelors,Tier 1,8.35,2,2,5,1,1.89,0,0,15.5,1,9.63,583,Mid-size
24,Masters,Tier 3,7.19,3,3,3,0,1.2,0,0,12.0,1,5.33,351,Startup
33,Bachelors,Tier 3,7.41,2,1,3,0,0.18,1,0,9.0,1,6.28,464,MNC
28,Bachelors,Tier 3,7.41,2,4,5,1,1.27,0,1,19.5,1,5.8,332,MNC
25,Masters,Tier 2,7.13,0,3,3,0,0.42,1,0,13.0,0,7.37,444,MNC
24,Masters,Tier 3,8.36,2,4,3,2,3.04,1,0,18.0,1,9.2,628,Startup
26,Bachelors,Tier 3,9.1,2,1,5,0,0.63,1,0,13.0,1,4.29,391,MNC
33,PhD,Tier 3,8.62,1,5,4,0,1.08,1,0,19.0,1,5.19,459,MNC
34,Bachelors,Tier 3,6.49,2,2,1,0,0.45,1,0,7.0,1,8.58,364,Mid-size
33,Bachelors,Tier 1,6.44,3,1,3,2,3.4,0,0,11.0,1,5.35,525,MNC
21,Bachelors,Tier 3,7.52,2,3,2,0,1.33,1,0,11.0,1,9.42,257,Startup
25,Masters,Tier 1,7.8,2,2,5,1,0.54,0,0,15.5,1,3.72,203,Mid-size
32,Masters,Tier 3,9.17,0,3,5,0,1.56,0,0,16.0,0,9.35,448,Mid-size
24,Masters,Tier 1,8.18,1,5,4,1,0.2,0,0,19.5,0,9.9,486,MNC
32,Bachelors,Tier 2,6.69,0,6,4,0,0.9,1,0,21.0,0,8.27,431,MNC
27,Masters,Tier 2,7.64,1,3,5,1,0.19,0,0,17.5,1,9.19,286,Mid-size
31,Masters,Tier 3,7.22,2,10,1,0,0.47,0,0,22.0,1,3.61,307,Startup
21,Masters,Tier 2,6.47,0,3,3,1,3.05,1,0,14.5,1,4.89,585,Startup
21,Bachelors,Tier 1,7.36,0,2,4,2,0.34,0,0,15.0,1,6.72,567,MNC
30,Bachelors,Tier 1,7.62,1,2,3,4,0.14,0,0,16.0,1,6.09,424,Mid-size
28,Bachelors,Tier 3,7.52,3,3,4,0,1.46,0,0,14.0,1,6.29,240,Mid-size
28,Bachelors,Tier 2,6.1,1,8,4,1,2.02,0,0,25.5,1,6.52,400,MNC
26,Bachelors,Tier 3,8.1,4,3,5,3,0.13,1,0,21.5,0,9.69,649,Startup
29,Bachelors,Tier 3,6.75,2,2,3,0,0.07,1,0,11.0,1,5.37,492,Mid-size
29,Bachelors,Tier 2,7.47,0,2,1,0,0.76,0,1,6.0,1,9.25,491,MNC
28,Masters,Tier 2,7.15,1,7,5,0,0.43,0,0,24.0,1,4.3,583,Mid-size
32,Bachelors,Tier 1,8.35,5,1,2,3,0.77,1,0,11.5,1,7.95,418,MNC
28,Bachelors,Tier 2,7.08,3,6,4,0,0.13,1,1,21.0,1,4.35,324,Startup
28,Bachelors,Tier 1,7.71,2,9,3,2,0.13,1,0,28.0,1,8.27,318,MNC
27,Bachelors,Tier 1,7.26,2,4,5,3,0.79,0,0,22.5,0,5.41,394,MNC
30,Masters,Tier 3,7.21,0,4,1,1,4.65,1,0,12.5,1,8.33,271,Mid-size
26,Bachelors,Tier 1,6.58,1,6,2,1,0.31,0,0,17.5,1,7.43,479,MNC
28,Masters,Tier 2,8.04,1,3,5,1,0.55,0,0,17.5,0,6.33,465,Startup
23,Bachelors,Tier 3,7.26,1,2,5,0,1.27,0,0,14.0,0,8.38,518,Startup
32,Bachelors,Tier 3,7.69,1,2,3,0,6.84,1,0,11.0,1,9.75,496,Mid-size
30,Bachelors,Tier 2,7.59,1,4,3,1,5.86,0,1,15.5,1,7.67,755,MNC
22,Bachelors,Tier 2,7.83,1,2,2,0,1.17,0,0,8.0,1,4.63,289,Startup
27,Bachelors,Tier 3,6.89,0,1,1,2,0.98,0,1,7.0,1,5.75,571,MNC
33,Bachelors,Tier 1,7.51,0,7,1,0,1.09,0,0,16.0,1,5.66,396,Startup
31,Bachelors,Tier 1,7.88,1,3,1,1,0.01,0,0,9.5,1,5.37,454,Startup
31,Bachelors,Tier 1,7.35,2,6,5,2,1.11,0,1,25.0,1,6.52,288,Mid-size
33,Bachelors,Tier 2,8.12,2,2,2,2,1.67,1,0,12.0,1,9.56,473,Mid-size
26,Bachelors,Tier 3,7.34,1,2,4,1,0.47,0,1,13.5,0,9.4,507,Startup
32,Bachelors,Tier 2,9.25,1,7,4,0,1.36,0,0,22.0,1,7.49,273,MNC
21,Bachelors,Tier 2,7.01,0,2,4,2,1.86,1,1,16.0,1,4.16,662,MNC
22,Bachelors,Tier 3,7.06,0,3,1,2,2.34,1,0,12.0,0,5.19,569,Startup
23,Masters,Tier 2,7.17,3,4,4,0,0.27,1,0,17.0,0,7.55,622,Mid-size
29,Masters,Tier 1,7.52,1,1,1,1,0.53,0,0,5.5,1,3.75,301,MNC
30,Bachelors,Tier 3,9.76,3,1,2,3,0.03,0,0,10.5,0,4.56,662,MNC
32,Masters,Tier 1,7.17,2,2,3,1,2.13,1,0,12.5,0,3.76,494,Startup
24,Masters,Tier 2,8.41,3,4,1,0,4.67,0,0,10.0,1,4.16,514,MNC
30,Bachelors,Tier 1,7.85,0,3,3,0,2.37,1,0,13.0,1,5.26,427,MNC
34,Bachelors,Tier 2,7.29,0,8,4,0,0.68,1,1,25.0,0,3.26,386,MNC
30,Masters,Tier 2,7.91,2,3,4,0,0.02,1,0,15.0,1,5.27,484,Startup
25,Bachelors,Tier 2,6.79,0,1,3,1,2.28,0,1,9.5,1,5.69,442,MNC
22,Bachelors,Tier 1,8.36,3,1,5,0,1.63,0,0,12.0,1,7.17,351,MNC
27,Bachelors,Tier 2,8.11,3,9,5,0,0.29,0,0,28.0,1,9.6,433,MNC
24,Bachelors,Tier 1,7.12,1,5,5,0,0.0,0,0,20.0,1,3.84,466,Startup
23,Bachelors,Tier 2,7.39,2,3,3,2,6.57,0,0,15.0,1,9.8,361,Mid-size
23,Bachelors,Tier 2,7.79,2,4,3,0,0.3,0,0,14.0,1,3.67,176,MNC
29,Masters,Tier 2,7.92,2,1,1,3,1.7,0,1,8.5,1,6.34,341,MNC
26,Masters,Tier 1,6.78,1,3,5,1,0.45,0,0,17.5,1,7.65,326,Startup
30,Bachelors,Tier 2,8.23,0,4,3,0,4.61,0,0,14.0,1,4.11,578,Startup
28,Masters,Tier 3,7.19,1,9,2,0,3.55,3,0,25.0,0,9.22,637,MNC
27,Bachelors,Tier 2,7.93,1,1,5,1,8.57,0,0,13.5,1,5.1,623,Startup
25,Bachelors,Tier 3,6.69,3,5,2,0,0.72,0,2,14.0,1,5.32,480,Mid-size
24,Bachelors,Tier 3,7.28,2,1,2,0,1.14,1,0,7.0,0,8.26,418,Startup
29,Bachelors,Tier 2,6.62,2,3,3,0,0.97,1,0,13.0,1,3.14,666,Mid-size
25,Bachelors,Tier 3,9.48,0,1,3,2,0.5,2,0,13.0,1,4.26,268,Startup
34,Bachelors,Tier 1,7.65,0,4,5,1,0.19,0,0,19.5,1,7.28,299,MNC
22,Bachelors,Tier 2,7.3,5,5,5,0,3.54,0,1,20.0,1,5.31,211,Mid-size
22,Bachelors,Tier 3,7.54,3,4,2,0,0.72,0,1,12.0,1,8.32,559,Startup
24,Masters,Tier 1,6.7,3,1,1,4,3.98,0,0,10.0,1,3.62,377,MNC
33,Bachelors,Tier 3,7.78,2,3,2,1,0.46,0,0,11.5,0,8.63,590,MNC
26,Bachelors,Tier 2,7.1,1,6,1,1,0.35,1,0,16.5,1,7.28,506,MNC
34,Bachelors,Tier 2,8.45,2,4,3,0,0.96,1,0,15.0,1,5.67,484,Startup
22,Bachelors,Tier 3,8.04,0,1,3,0,0.84,2,0,10.0,1,7.09,361,MNC
31,Bachelors,Tier 2,8.06,2,2,1,0,3.34,2,1,8.0,1,4.05,381,MNC
26,PhD,Tier 3,7.32,2,5,4,1,0.38,0,0,19.5,1,9.96,763,MNC
29,Masters,Tier 2,7.18,3,1,4,1,2.63,1,0,12.5,1,5.81,453,Startup
21,Bachelors,Tier 2,7.24,3,3,3,1,1.68,2,2,15.5,1,3.98,513,Startup
29,Bachelors,Tier 2,7.52,2,2,1,2,1.28,1,0,10.0,1,9.56,672,Mid-size
28,Bachelors,Tier 1,7.36,0,7,3,1,2.08,2,0,23.5,1,3.25,526,MNC
34,Bachelors,Tier 1,6.82,1,0,1,1,0.3,1,0,4.5,0,9.78,270,Startup
23,Bachelors,Tier 1,7.04,3,6,4,0,0.8,0,0,20.0,0,6.19,310,MNC
21,Bachelors,Tier 2,7.14,3,4,5,1,2.68,0,0,19.5,1,7.69,655,MNC
23,Bachelors,Tier 1,8.76,4,1,1,1,1.15,0,1,5.5,1,7.36,379,Startup
34,Bachelors,Tier 3,7.47,2,5,5,0,0.18,1,1,21.0,1,3.93,362,Startup
26,Bachelors,Tier 2,7.67,2,6,1,1,2.12,0,0,15.5,0,7.36,590,Startup
24,Bachelors,Tier 1,6.58,1,3,3,2,0.47,1,1,16.0,1,9.9,384,Mid-size
34,Masters,Tier 2,6.02,1,3,4,0,8.24,0,0,14.0,1,6.2,291,Mid-size
21,Bachelors,Tier 1,6.94,1,4,3,1,1.24,2,1,17.5,0,8.81,468,Startup
27,Bachelors,Tier 1,7.76,1,2,1,2,0.08,0,0,9.0,1,7.79,426,Startup
30,Bachelors,Tier 2,7.45,1,2,2,1,0.53,0,0,9.5,0,3.17,396,Startup
21,Masters,Tier 2,6.64,1,6,5,0,0.23,0,0,22.0,1,4.54,553,Mid-size
23,Masters,Tier 2,6.55,0,5,5,2,0.59,0,1,23.0,0,7.32,350,Mid-size
25,Masters,Tier 2,6.92,1,4,1,1,0.43,1,0,12.5,0,5.77,215,MNC
31,Bachelors,Tier 2,8.59,1,0,1,0,0.8,0,0,2.0,1,6.69,339,MNC
26,Bachelors,Tier 1,7.27,2,3,5,0,3.42,0,0,16.0,0,9.95,525,MNC
27,Masters,Tier 1,8.13,0,1,2,1,0.59,0,0,7.5,0,3.42,298,MNC
27,Bachelors,Tier 3,7.59,2,4,3,1,0.5,0,1,15.5,1,8.78,570,MNC
26,Bachelors,Tier 1,7.09,2,5,3,1,0.47,0,0,17.5,1,3.07,514,MNC
32,Masters,Tier 2,6.82,1,3,4,0,1.63,0,0,14.0,0,7.16,445,Mid-size
29,PhD,Tier 3,7.33,1,2,4,1,1.77,1,0,14.5,1,9.54,518,MNC
28,Masters,Tier 2,8.73,2,5,5,1,0.4,1,0,22.5,0,3.51,371,Mid-size
26,Bachelors,Tier 3,6.02,0,2,1,0,1.76,0,0,6.0,0,7.32,382,Mid-size
25,Bachelors,Tier 3,8.11,1,8,4,0,2.7,0,1,24.0,1,8.1,296,MNC
24,Bachelors,Tier 1,7.37,2,8,2,0,4.89,0,0,20.0,1,8.98,351,MNC
29,Masters,Tier 2,7.71,2,1,2,0,1.06,0,1,6.0,1,7.37,578,Startup
34,Masters,Tier 2,7.27,0,4,5,0,1.89,1,0,19.0,0,5.57,516,Mid-size
21,Bachelors,Tier 3,7.8,0,5,5,2,3.28,0,0,23.0,1,9.98,361,Mid-size
26,Masters,Tier 2,6.76,2,1,4,0,0.01,0,0,10.0,1,9.6,536,MNC
33,PhD,Tier 2,8.47,4,3,5,1,0.41,0,1,17.5,1,9.77,482,MNC
22,PhD,Tier 2,8.31,1,6,5,1,0.35,0,0,23.5,1,7.23,640,MNC
30,Bachelors,Tier 2,7.59,3,0,2,2,1.01,1,0,8.0,0,3.47,552,Startup
